date,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
05-14,16.5607594937,4.7989473684,7.0336842105,5.2989473684,7.7082474227,10.2642857143,3.1939393939,18.0323232323,6.6363636364,21.381372549,9.3436893204,14.3077669903,10.7611650485,14.4085714286,4.8047169811,6.1682242991,2.9073394495,10.2154545455,4.5107142857,15.0379310345,6.8577586207,4.5077586207,13.6915254237,7.0529411765,9.1768,18.9861538462,1.4015384615,5.8376923077,10.06,4.4946153846,9.1238461538,8.2338461538,3.6207692308,12.5946153846,5.3469230769,4.3138461538,4.5876923077,11.8069230769,8.259375,3.2361538462,1.18,3.5823076923,5.1506782522,10.2301038961,15.1902138804,1.4015384615,7.4515384615,7.3805942996,21.381372549,
05-15,16.146835443,4.4947368421,6.4210526316,5.3210526316,7.5340206186,9.6795918367,2.9272727273,17.1686868687,6.1525252525,21.087254902,8.7330097087,13.4689320388,10.6708737864,14.1923809524,4.5443396226,5.6626168224,2.6844036697,9.5754545455,4.4151785714,14.5043103448,6.3663793103,4.0956896552,13.4915254237,6.5924369748,9.172,18.47,1.2415384615,5.2723076923,9.8476923077,4.4176923077,8.4676923077,7.7407692308,3.4492307692,11.9661538462,5.1146153846,4.0061538462,4.1946153846,11.1784615385,7.8984375,3.2115384615,1.0192307692,3.4254615385,4.943532656,9.730021978,14.6685628546,1.2415384615,7.07,7.0632287967,21.087254902,
05-16,16.0253164557,4.1978947368,5.7936842105,5.2715789474,7.5278350515,9.693877551,2.6797979798,16.3717171717,5.7939393939,20.3725490196,8.1388349515,12.6834951456,10.4786407767,13.8780952381,4.2811320755,5.1654205607,2.4403669725,9.2009090909,4.1553571429,13.7982758621,5.8732758621,3.750862069,13.1966101695,6.1327731092,9.0808,17.7176923077,1.0992307692,4.9,9.5184615385,4.6523076923,8.2515384615,7.2938461538,3.2053846154,11.3061538462,4.9323076923,3.7138461538,3.7584615385,10.5507692308,7.51875,3.2861538462,0.8907692308,3.2780769231,4.8256923077,9.5710863422,14.0928173599,1.0992307692,6.7638461538,6.7133096315,20.3725490196,
05-17,16.0291139241,3.9336842105,5.32,5.1936842105,7.3618556701,9.4142857143,2.4212121212,15.7787878788,5.3292929293,19.9666666667,7.5601941748,11.8990291262,9.9786407767,13.6552380952,3.9490566038,4.7476635514,2.323853211,8.4472727273,3.83125,13.0974137931,5.3405172414,3.4405172414,12.6330508475,5.6983193277,8.68,17.1253846154,1.01,4.4084615385,9.2215384615,4.7784615385,8.3330769231,7.1069230769,2.8853846154,10.7553846154,4.6292307692,3.3861538462,3.4015384615,9.8269230769,7.0265625,3.2061538462,0.8253846154,3.1740769231,4.563,9.2793626374,13.8675930736,1.01,6.3730769231,6.3624409139,19.9666666667,
05-18,15.7974683544,3.7368421053,5.0178947368,5.0463157895,7.0649484536,8.8857142857,2.1919191919,15.0919191919,4.9383838384,19.8745098039,7.1669902913,11.1970873786,9.2485436893,13.2428571429,3.9924528302,4.4738317757,2.0743119266,7.9118181818,3.5964285714,12.7534482759,4.9103448276,3.2275862069,11.8296610169,5.2016806723,8.0984,17.0546153846,0.9223076923,3.98,8.7292307692,4.7253846154,8.1938461538,7.2846153846,2.6438461538,10.7792307692,4.2738461538,3.2207692308,3.0630769231,9.1907692308,6.46796875,3.1161538462,0.9346153846,3.0211538462,4.1894281567,8.7761758242,13.4277633478,0.9223076923,6.0423076923,5.8348247111,19.8745098039,
05-19,15.2329113924,3.5863157895,4.8557894737,4.7389473684,6.8257731959,8.2306122449,1.9949494949,14.3,4.5727272727,19.5137254902,6.9252427184,10.5572815534,8.586407767,12.5666666667,3.9537735849,4.1495327103,1.8302752294,7.4818181818,3.2598214286,12.0698275862,4.4672413793,2.9422413793,10.9991525424,4.6722689076,7.7944,17.4115384615,0.8615384615,3.8123076923,8.2261538462,4.72,7.9915384615,7.6623076923,2.5015384615,10.78,3.8553846154,3.0315384615,2.7407692308,8.6123076923,6.0015625,3.1615384615,1.1338461538,2.7168461538,3.924256894,8.2274913658,12.74,0.8615384615,5.7584615385,5.4286759868,19.5137254902,
05-20,14.482278481,3.4863157895,4.8094736842,4.4284210526,6.5886597938,7.5183673469,1.7909090909,13.6272727273,4.2050505051,18.9088235294,6.6388349515,9.9669902913,7.9990291262,11.8752380952,3.7981132075,3.9,1.5752293578,7.0109090909,2.9205357143,11.1215517241,4.0681034483,2.7051724138,10.0745762712,4.281512605,7.7688,17.7615384615,0.8169230769,3.7430769231,7.6676923077,4.8892307692,7.6184615385,7.6615384615,2.3961538462,10.9153846154,3.4846153846,2.7538461538,2.5453846154,8.0792307692,5.5734375,3.1276923077,1.0053846154,2.5304615385,3.7816023222,7.6980246154,12.0504415584,0.8169230769,5.4153846154,5.2313341346,18.9088235294,
05-21,13.6379746835,3.4589473684,4.7168421053,3.9831578947,6.3402061856,6.9428571429,1.6535353535,12.8454545455,3.8949494949,18.4029411765,6.4533980583,9.5339805825,7.4184466019,11.2323809524,3.5556603774,3.6252336449,1.3495412844,6.5309090909,2.6348214286,10.1112068966,3.7103448276,2.5043103448,9.2305084746,3.9050420168,7.3384,18.0061538462,0.7438461538,3.7584615385,7.1146153846,4.8276923077,7.1915384615,7.5523076923,2.2330769231,11.2730769231,3.3061538462,2.4646153846,2.7069230769,7.5253846154,5.25703125,3.0415384615,0.92,2.4414615385,3.6043616646,7.3624139806,11.4303146853,0.7438461538,5.0707692308,5.0423617788,18.4029411765,
05-22,12.8936708861,3.4547368421,4.5905263158,3.68,5.9340206186,6.4724489796,1.5292929293,12.0484848485,3.5525252525,17.6764705882,6.1475728155,9.140776699,7.0388349515,10.5771428571,3.2367924528,3.4551401869,1.3697247706,5.9745454545,2.4223214286,9.2456896552,3.3879310345,2.3422413793,8.8042372881,3.6420168067,6.888,18.0161538462,0.6546153846,3.5884615385,6.6853846154,4.7176923077,6.8238461538,7.4623076923,1.9930769231,11.61,3.1261538462,2.5276923077,2.6769230769,6.9684615385,5.28515625,2.8653846154,0.9519379845,2.3073249337,3.4346950998,6.9121384615,11.6538484848,0.6546153846,4.7269230769,5.0014242788,18.0161538462,
05-23,12.4037974684,3.3968421053,4.4210526316,3.2947368421,5.5670103093,6.0632653061,1.4151515152,11.7111111111,3.1898989899,17.0676470588,5.8708737864,8.8310679612,6.8398058252,9.8419047619,2.9122641509,3.1074766355,1.3770642202,5.4009090909,2.3035714286,8.3586206897,3.1982758621,2.3956896552,8.8542372881,3.3764705882,6.5064,17.6792307692,0.5815384615,3.2669230769,6.2953846154,4.7130769231,6.5338461538,7.2830769231,1.8569230769,11.7723076923,2.8907692308,2.3484615385,2.6253846154,6.4838461538,5.16328125,2.5861538462,0.8876923077,2.2589065934,3.1651722836,6.5146338462,11.7172307692,0.5815384615,4.4330769231,4.9381790865,17.6792307692,
05-24,11.8797468354,3.3042105263,4.1663157895,2.9484210526,5.0907216495,5.7591836735,1.2757575758,11.0727272727,2.9292929293,16.7950980392,5.7446601942,8.4155339806,6.5398058252,9.1466666667,2.5066037736,2.7345794393,1.3752293578,4.8690909091,2.2205357143,7.5818965517,3.0405172414,2.4215517241,8.9194915254,3.1621848739,6.144,17.4653846154,0.5730769231,2.87,5.9907692308,4.74,6.2692307692,6.9953846154,1.7130769231,12.1746153846,2.7776923077,2.2269230769,2.5523076923,6.0030769231,4.959375,2.2984615385,0.8107692308,2.1697898352,2.8423076923,6.1815692308,11.153429229,0.5730769231,4.18,4.8045454545,17.4653846154,
05-25,11.3316455696,3.2705263158,3.8842105263,2.7473684211,4.824742268,5.4020408163,1.1494949495,10.5434343434,2.6676767677,16.7352941176,5.6242718447,8.3067961165,6.3019417476,8.6266666667,2.2764150943,2.4261682243,1.3376146789,4.4209090909,2.1223214286,6.9431034483,2.7448275862,2.3913793103,8.8762711864,2.9731092437,6.1264,17.3138461538,0.5538461538,2.5384615385,5.7807692308,4.7607692308,5.9484615385,6.4753846154,1.5307692308,12.0615384615,2.7623076923,2.0038461538,2.5361538462,5.5607692308,4.7,2.0953846154,0.7346153846,1.9565384615,2.6289121989,6.0018430769,10.6222554661,0.5538461538,3.9784615385,4.5604545455,17.3138461538,
05-26,10.6430379747,3.2663157895,3.6663157895,2.6505263158,4.4979381443,5.0408163265,1.0070707071,9.6363636364,2.4505050505,16.6901960784,5.5902912621,8.2854368932,5.8475728155,8.3,2.0716981132,2.1654205607,1.1990825688,4.0636363636,2.0633928571,6.3956896552,2.4336206897,2.2267241379,8.5720338983,2.7983193277,5.8088,16.87,0.5307692308,2.2538461538,5.5538461538,4.6607692308,5.6653846154,6.1392307692,1.32,11.6484615385,2.6453846154,1.8007692308,2.3669230769,4.9592307692,4.60078125,1.9682170543,0.6630769231,1.7526923077,2.4136114058,5.7084092308,9.7370310702,0.5307692308,3.7238461538,4.280787254,16.87,
05-27,9.9835443038,3.2663157895,3.4115789474,2.46,4.1989690722,4.6948979592,0.9565656566,9.0171717172,2.2858585859,16.5931372549,5.6194174757,8.2475728155,5.4747572816,7.860952381,1.9396226415,1.9336448598,1.0660550459,3.6463636364,1.9348214286,5.9025862069,2.1706896552,2.0637931034,8.2703389831,2.6403361345,5.3952,16.2430769231,0.4823076923,1.9807692308,5.1015384615,4.5146153846,5.5138461538,5.8676923077,1.1507692308,11.3,2.3961538462,1.6769230769,2.1169230769,4.5992307692,4.4640625,1.8276923077,0.6046153846,1.6243076923,2.1545596817,5.4864839432,9.1138089758,0.4823076923,3.44,3.9226663543,16.5931372549,
05-28,9.2949367089,3.2231578947,3.1768421053,2.2315789474,3.8402061856,4.3765306122,0.8949494949,8.4717171717,2.1080808081,16.6098039216,5.5611650485,8.0349514563,5.0330097087,7.460952381,1.6433962264,1.6757009346,0.9302752294,3.2136363636,1.78125,5.4448275862,1.9948275862,1.8181034483,7.7779661017,2.443697479,4.8432,15.7061538462,0.4869230769,1.7123076923,4.6423076923,4.2938461538,5.3684615385,5.7438461538,1.0315384615,11.3138461538,2.1538461538,1.4884615385,1.9130769231,4.3046153846,4.15546875,1.6353846154,0.5115384615,1.4427692308,1.9703023873,5.1336452577,8.5540391254,0.4869230769,3.1538461538,3.5316820402,16.6098039216,
05-29,8.6797468354,3.1221052632,2.8821052632,1.9578947368,3.5793814433,4.1091836735,0.8404040404,7.9202020202,1.9464646465,16.5078431373,5.5737864078,7.786407767,4.5699029126,6.8752380952,1.2981132075,1.4943925234,0.8100917431,2.8390909091,1.65,5.0267241379,1.9405172414,1.6043103448,7.2228813559,2.2495798319,4.3264,15.1423076923,0.4369230769,1.6138461538,4.1692307692,4.08,5.0784615385,5.4423076923,0.9569230769,11.4107692308,1.8546153846,1.3276923077,1.79,3.9784615385,3.8375,1.5030769231,0.4323076923,1.2639941945,1.8352307692,4.7069492802,7.9961565017,0.4369230769,2.8738461538,3.3507433532,16.5078431373,
05-30,8.1443037975,3.0357894737,2.6305263158,1.6842105263,3.5206185567,3.8244897959,0.8313131313,7.396969697,1.7080808081,16.4990196078,5.4572815534,7.5368932039,4.2058252427,6.5314285714,0.9943396226,1.3224299065,0.704587156,2.45,1.6178571429,4.7379310345,1.8905172414,1.500862069,6.7228813559,2.0638655462,4.0328,14.5992307692,0.3830769231,1.6376923077,3.7853846154,3.8807692308,4.7946153846,5.1053846154,0.8815384615,11.3007692308,1.5784615385,1.1684615385,1.8653846154,3.5761538462,3.56953125,1.3723076923,0.3861538462,0.9830595065,1.6702550607,4.3654569802,7.5976342632,0.3830769231,2.6515384615,3.2782040152,16.4990196078,
05-31,7.5316455696,2.9105263158,2.5778947368,1.5715789474,3.4381443299,3.6959183673,0.8101010101,6.8060606061,1.4323232323,16.3607843137,5.3058252427,7.0922330097,3.8378640777,6.0666666667,0.7877358491,1.1392523364,0.576146789,2.1372727273,1.5830357143,4.6370689655,1.7551724138,1.350862069,6.2169491525,1.8764705882,3.6992,14.4284615385,0.3292307692,1.6053846154,3.54,3.5407692308,4.4892307692,4.6769230769,0.7661538462,11.0946153846,1.3846153846,1.0692307692,1.9207692308,3.2576923077,3.27578125,1.1807692308,0.4215384615,0.807864494,1.5795986842,4.0332740851,7.1361742657,0.3292307692,2.42,3.0841093117,16.3607843137,
06-01,6.9683544304,2.6989473684,2.5305263158,1.4778947368,3.2164948454,3.6275510204,0.8202020202,6.2313131313,1.2525252525,15.8196078431,5.1368932039,6.6116504854,3.5213592233,5.780952381,0.6188679245,0.953271028,0.4440366972,1.8118181818,1.4910714286,4.3698275862,1.6,1.2,5.6389830508,1.6974789916,3.3512,13.8538461538,0.2807692308,1.5053846154,3.2207692308,3.2023076923,4.1269230769,4.3184615385,0.6392307692,10.6946153846,1.1807692308,0.9323076923,1.9007692308,3.0130769231,2.9550387597,0.9946153846,0.3453846154,0.8021048951,1.4871184211,3.7773626374,6.6473208799,0.2807692308,2.1838461538,2.8269930641,15.8196078431,
06-02,6.4670886076,2.4852631579,2.4010526316,1.3473684211,3.1958762887,3.4448979592,0.7575757576,5.7070707071,1.0636363636,15.1647058824,4.8990291262,6.1398058252,3.1436893204,5.3752380952,0.5113207547,0.7841121495,0.3651376147,1.5763636364,1.34375,4.100862069,1.3862068966,1.0698275862,5.0915254237,1.568907563,3.0912,13.1815384615,0.2161538462,1.37,2.8938461538,2.9076923077,3.7376923077,3.9923076923,0.5692307692,10.1438461538,1.0038461538,0.7792307692,1.7423076923,2.8861538462,2.66953125,0.8723076923,0.3015503876,0.7387412587,1.3462828947,3.5327362637,6.1725341035,0.2161538462,1.9792307692,2.5773972039,15.1647058824,
06-03,6.0037974684,2.2252631579,2.1694736842,1.2252631579,2.9855670103,3.3510204082,0.6595959596,5.4181818182,0.9242424242,14.6529411765,4.5582524272,5.7718446602,2.7980582524,5.2142857143,0.3990566038,0.6598130841,0.3064220183,1.3381818182,1.1803571429,3.9422413793,1.2025862069,0.9094827586,4.5779661017,1.4588235294,2.8704,12.4584615385,0.1638461538,1.1453846154,2.5969230769,2.5638461538,3.3130769231,3.6684615385,0.4753846154,9.6269230769,0.8561538462,0.6561538462,1.5407692308,2.8138461538,2.39609375,0.7769230769,0.2565891473,0.6380769231,1.1698653846,3.3244599686,5.795039941,0.1638461538,1.7923076923,2.3106784539,14.6529411765,
06-04,5.5430379747,1.9305263158,1.88,1.1663157895,2.7154639175,3.2234693878,0.6,5.3303030303,0.7919191919,14.1431372549,4.1825242718,5.3184466019,2.5504854369,4.9104761905,0.3122641509,0.5691588785,0.2587155963,1.1190909091,1.00625,3.9129310345,1.0637931034,0.7801724138,4.2398305085,1.3033613445,2.6288,11.7507692308,0.1053846154,0.9676923077,2.2853846154,2.2884615385,2.9123076923,3.2707692308,0.4046153846,9.1530769231,0.7415384615,0.5292307692,1.3792307692,2.66,2.17890625,0.6961538462,0.2069767442,0.5167692308,0.9946826923,3.0056562009,5.3515765247,0.1053846154,1.5653846154,2.0547162829,14.1431372549,
06-05,5.0506329114,1.6905263158,1.6,1.1157894737,2.3484536082,3.0234693878,0.5494949495,5.1757575758,0.6585858586,13.7176470588,3.8242718447,4.7970873786,2.640776699,4.6666666667,0.2490566038,0.5121495327,0.1990825688,0.9745454545,0.8517857143,3.8965517241,0.8870689655,0.6663793103,4.1483050847,1.1361344538,2.2944,11,0.0730769231,0.8238461538,2.03,2,2.5346153846,2.9092307692,0.3369230769,8.68,0.6423076923,0.4030769231,1.2092307692,2.5007692308,1.8734375,0.6230769231,0.1635658915,0.3964615385,0.8434038462,2.7213129201,5.0631453778,0.0730769231,1.3815384615,1.7819819079,13.7176470588,
06-06,4.7253164557,1.4936842105,1.4252631579,0.9989473684,1.975257732,2.8132653061,0.5060606061,4.9313131313,0.5494949495,12.9245098039,3.4524271845,4.3504854369,2.6174757282,4.579047619,0.1990566038,0.4485981308,0.1348623853,0.8690909091,0.6919642857,3.6456896552,0.7370689655,0.5362068966,4.1550847458,1.0344537815,1.98,10.1738461538,0.0423076923,0.6869230769,1.7638461538,1.8623076923,2.1676923077,2.6092307692,0.28,8.1569230769,0.5330769231,0.3015384615,1.0738461538,2.3246153846,1.54375,0.5638461538,0.1317829457,0.2993846154,0.6904519231,2.6117042569,4.7459161233,0.0423076923,1.2107692308,1.5187171053,12.9245098039,
06-07,4.3430379747,1.3221052632,1.2389473684,0.9336842105,1.6793814433,2.6214285714,0.4565656566,4.7808080808,0.4686868687,12.3078431373,3.1368932039,4.0252427184,2.540776699,4.4619047619,0.1603773585,0.3672897196,0.0899082569,0.7863636364,0.5616071429,3.3801724138,0.5948275862,0.5577586207,3.9355932203,0.9596638655,1.6792,9.41,0.0238461538,0.5638461538,1.5415384615,1.7253846154,1.93,2.3884615385,0.2323076923,7.5292307692,0.4830769231,0.2161538462,0.9782945736,2.1438461538,1.27890625,0.5346153846,0.0945736434,0.2306923077,0.5631744505,2.4341560866,4.4937950938,0.0238461538,1.08,1.3005057566,12.3078431373,
06-08,4.0037974684,1.1789473684,1.0568421053,0.8315789474,1.4,2.3806122449,0.4242424242,4.8565656566,0.4131313131,11.9147058824,2.7893203883,3.7611650485,2.4145631068,4.12,0.1330188679,0.2925233645,0.0541284404,0.7209090909,0.4482142857,3.1793103448,0.4948275862,0.5431034483,3.6449152542,0.9680672269,1.4248,8.7338461538,0.0138461538,0.4530769231,1.3223076923,1.5407692308,1.6776923077,2.1392307692,0.1769230769,6.8961538462,0.4938461538,0.1476923077,0.8573643411,1.9969230769,1.07890625,0.4515384615,0.0620155039,0.174,0.4945331565,2.2116452119,4.1936565657,0.0138461538,0.9661538462,1.1289268092,11.9147058824,
06-09,3.7518987342,1.0947368421,0.8894736842,0.7610526316,1.1515463918,2.0918367347,0.4141414141,4.8292929293,0.3616161616,11.8058823529,2.4854368932,3.5893203883,2.3077669903,3.7047619048,0.1169811321,0.2411214953,0.0412844037,0.6190909091,0.35625,2.9637931034,0.425,0.4663793103,3.4847457627,0.9319327731,1.2096,8.1276923077,0.0076923077,0.3323076923,1.2615384615,1.3084615385,1.4015384615,1.8684615385,0.1384615385,6.3307692308,0.5615384615,0.0984615385,0.7292307692,1.8115384615,0.9109375,0.3661538462,0.0395348837,0.1363134978,0.4539655172,1.9354740973,3.8596381537,0.0076923077,0.8261538462,1.0133348076,11.8058823529,
06-10,3.6759493671,0.9747368421,0.7684210526,0.6894736842,0.9350515464,1.8571428571,0.3949494949,4.7171717172,0.3171717172,11.6392156863,2.1970873786,3.3669902913,2.232038835,3.3266666667,0.0896226415,0.1859813084,0.0366972477,0.5436363636,0.2973214286,2.8275862069,0.3422413793,0.375,3.2016949153,0.8882352941,1.0184,7.6592307692,0.0061538462,0.2415384615,1.1115384615,1.1076923077,1.18,1.6015384615,0.1038461538,5.8815384615,0.4992307692,0.0584615385,0.6184615385,1.6492307692,0.7796875,0.2861538462,0.0294573643,0.1024238026,0.3889646465,1.7116043956,3.7800716021,0.0061538462,0.7023076923,0.9116434203,11.6392156863,
06-11,3.5050632911,0.8705263158,0.6315789474,0.5989473684,0.7896907216,1.6459183673,0.3696969697,4.4939393939,0.2565656566,11.2676470588,1.9533980583,3.1427184466,2.1514563107,3.0828571429,0.0754716981,0.1355140187,0.0302752294,0.4672727273,0.3357142857,2.800862069,0.2948275862,0.2965517241,2.8855932203,0.8647058824,0.8968,7.1430769231,0.0053846154,0.1776923077,0.9853846154,0.9638461538,0.9669230769,1.38,0.08,5.3553846154,0.3830769231,0.0253846154,0.5269230769,1.5153846154,0.6480620155,0.2269230769,0.023255814,0.0795471698,0.3595021645,1.554544741,3.6039509014,0.0053846154,0.6146153846,0.827198302,11.2676470588,
06-12,3.2620253165,0.7505263158,0.5610526316,0.4684210526,0.6824742268,1.3795918367,0.3393939394,4.2090909091,0.202020202,10.6431372549,1.7233009709,2.8466019417,2.0300970874,2.7752380952,0.0594339623,0.0869158879,0.0229357798,0.4072727273,0.2723214286,2.7172413793,0.2474137931,0.2336206897,2.8271186441,0.8537815126,0.8384,6.6323076923,0.0038461538,0.1307692308,0.8776923077,0.8238461538,0.81,1.2123076923,0.07,4.8230769231,0.3130769231,0.0084615385,0.41,1.3561538462,0.5364341085,0.1823076923,,0.0689433962,0.3008502747,1.3631852433,3.3567318757,0.0038461538,0.5384615385,0.7165002713,10.6431372549,
06-13,2.9974683544,0.6452631579,0.4863157895,0.3978947368,0.6103092784,1.1663265306,0.2898989899,3.8525252525,0.1515151515,9.8009803922,1.4951456311,2.6203883495,1.8631067961,2.5057142857,0.0462264151,0.0757009346,0.0055045872,0.3645454545,0.2196428571,2.7284482759,0.2120689655,0.200862069,2.7305084746,0.774789916,0.8736,6.19,0,0.1,0.7615384615,0.6607692308,0.6992307692,1.0746153846,0.0646153846,4.3084615385,0.2553846154,0.0046153846,0.3030769231,1.2353846154,0.4410852713,0.14,,0.0627764877,0.2446620879,1.187043956,3.0829740442,0,0.4761538462,0.6277862181,9.8009803922,
06-14,2.7835443038,0.5473684211,0.4305263158,0.3084210526,0.5391752577,0.9989795918,0.2393939394,3.5050505051,0.1212121212,9.012745098,1.3048543689,2.4262135922,1.8029126214,2.2638095238,0.0320754717,0.0719626168,0,0.3209090909,0.1535714286,2.5870689655,0.175,0.149137931,2.4915254237,0.6924369748,0.8328,5.8130769231,0,0.07,0.6338461538,0.5476923077,0.6315384615,1.0176923077,0.0553846154,3.8553846154,0.2069230769,0.0007692308,0.2515384615,1.1615384615,0.3480620155,0.1030769231,,0.053053701,0.1973461538,1.0608461538,2.8556949239,0,0.4092307692,0.5432718394,9.012745098,
06-15,2.4641975309,0.4873684211,0.3652631579,0.22,0.4577319588,0.8387755102,0.2101010101,3.1292929293,0.0929292929,8.2549019608,1.1466019417,2.2048543689,1.7485436893,2.0523809524,0.0141509434,0.0523364486,0,0.2563636364,0.1053571429,2.3163793103,0.1422413793,0.1060344828,2.1881355932,0.6159663866,0.7704,5.3976923077,0,0.0492307692,0.5930769231,0.4292307692,0.5407692308,0.9207692308,0.0384615385,3.4823076923,0.1630769231,0,0.2176923077,1.06,0.3,0.0746153846,,0.036030479,0.1568262599,0.9625384615,2.5307070707,0,0.3569230769,0.443481364,8.2549019608,
06-16,2.2061728395,0.4231578947,0.3157894737,0.1673684211,0.3907216495,0.7275510204,0.1666666667,2.802020202,0.0818181818,7.6215686275,1.0174757282,2.0116504854,1.6766990291,1.9142857143,0,0.0261682243,0,0.2109090909,0.0642857143,2.0810344828,0.124137931,0.0724137931,1.9194915254,0.5647058824,0.6632,4.9923076923,0,0.0330769231,0.5361538462,0.3246153846,0.4438461538,0.7838461538,0.0261538462,3.1907692308,0.1330769231,0.0007692308,0.1730769231,0.9776923077,0.2434108527,0.0538461538,,0.0236153846,0.1303952255,0.842,2.2657575758,0,0.3030769231,0.357668517,7.6215686275,
06-17,1.9617283951,0.3726315789,0.2673684211,0.0926315789,0.3484536082,0.6346938776,0.1626262626,2.4727272727,0.0737373737,7.162745098,0.8485436893,1.8233009709,1.7533980583,1.760952381,0,0.0186915888,0,0.1772727273,0.0375,1.8568965517,0.1086206897,0.0577586207,1.6779661017,0.487394958,0.576,4.6684615385,0,0.0207692308,0.4815384615,0.2407692308,0.3676923077,0.6553846154,0.0092307692,2.8607692308,0.11,0,0.1307692308,0.9015384615,0.1930232558,0.0369230769,,0.0083076923,0.1038239564,0.7133323376,2.0128282828,0,0.2453846154,0.3079110147,7.162745098,
06-18,1.7728395062,0.3284210526,0.2263157895,0.0347368421,0.2969072165,0.5571428571,0.1353535354,2.3181818182,0.0515151515,6.9784313725,0.7106796117,1.6203883495,1.9349514563,1.6333333333,0,0.0121495327,0,0.1427272727,0.0205357143,1.6043103448,0.0862068966,0.0318965517,1.486440678,0.4159663866,0.5088,4.47,0,0.0084615385,0.4438461538,0.1669230769,0.2984615385,0.5423076923,0.0030769231,2.65,0.1038461538,0,0.0961538462,0.8584615385,0.1457364341,0.0215384615,,0.0027692308,0.075799373,0.6032038835,1.9732744925,0,0.1961538462,0.261611503,6.9784313725,
06-19,1.5716049383,0.2873684211,0.1778947368,0.0042105263,0.2298969072,0.5051020408,0.0919191919,2.2050505051,0.0353535354,6.5892156863,0.6077669903,1.4126213592,1.7805825243,1.4542857143,0,0.0056074766,0,0.12,0.0142857143,1.4077586207,0.0560344828,0.0215517241,1.2991525424,0.3579831933,0.4056,4.1969230769,0,0,0.41,0.1076923077,0.2253846154,0.4530769231,0,2.4953846154,0.0746153846,0,0.0676923077,0.7576923077,0.1240310078,0.0061538462,,0,0.0498301985,0.5359015257,1.8230293223,0,0.1530769231,0.2016396761,6.5892156863,
06-20,1.3975308642,0.2421052632,0.1442105263,0,0.1855670103,0.4520408163,0.0555555556,1.9474747475,0.0181818182,6.0274509804,0.5339805825,1.1893203883,1.6087378641,1.2780952381,0,0.0009345794,0,0.1054545455,0.0071428571,1.2112068966,0.0327586207,0.0112068966,1.1466101695,0.2974789916,0.3152,4.0423076923,0,0,0.3292307692,0.0646153846,0.1623076923,0.3653846154,0,2.2038461538,0.0492307692,0,0.0484615385,0.6276923077,0.1,0.0030769231,,0,0.0283855799,0.4766227462,1.6426115524,0,0.1192307692,0.1532591093,6.0274509804,
06-21,1.237037037,0.2073684211,0.1073684211,0,0.1402061856,0.3969387755,0.0333333333,1.6535353535,0.0141414141,5.4019607843,0.4796116505,1.0048543689,1.472815534,1.1171428571,0,0,0,0.0927272727,0.0044642857,1.0353448276,0.0181034483,0.0068965517,1.0101694915,0.2571428571,0.2352,3.9407692308,0,0,0.2530769231,0.0276923077,0.1146153846,0.2676923077,0,2.0169230769,0.0276923077,0,0.0315384615,0.5315384615,0.076744186,0.0015384615,,0,0.016914838,0.421740638,1.4908875159,0,0.0923076923,0.1109919028,5.4019607843,
06-22,1.0975308642,0.1726315789,0.0705263158,0,0.1020618557,0.3285714286,0.0151515152,1.4646464646,0.0121212121,4.8578431373,0.4291262136,0.8621359223,1.3378640777,0.9742857143,0,0,0,0.0809090909,0,0.875862069,0.0051724138,0.0051724138,0.8542372881,0.2025210084,0.1936,3.7023076923,0,0,0.2084615385,0.0053846154,0.0715384615,0.1976923077,0,2.0661538462,0.0107692308,0,0.015503876,0.4415384615,0.0457364341,0.0007692308,,0,0.0053209549,0.3587378641,1.3505423164,0,0.0707692308,0.0762237762,4.8578431373,
06-23,0.9481481481,0.1336842105,0.0442105263,0,0.0618556701,0.2571428571,0.0111111111,1.2909090909,0.0101010101,4.4058823529,0.3786407767,0.7242718447,1.1932038835,0.7914285714,0,0.0009345794,0,0.0645454545,0,0.7431034483,0,0.0025862069,0.7144067797,0.1478991597,0.1592,3.3507692308,0,0,0.17,0.0023076923,0.0446153846,0.1430769231,0,2.0407692308,0.0015384615,0,0.0061538462,0.3661538462,0.0263565891,0,,0,0.0020769231,0.2898461538,1.2029744042,0,0.0492307692,0.0532355274,4.4058823529,
06-24,0.7567901235,0.1,0.0157894737,0.0105263158,0.0371134021,0.2,0.0070707071,1.1474747475,0.0050505051,3.9823529412,0.313592233,0.632038835,1.072815534,0.6447619048,0,0.0009345794,0,0.0918181818,0,0.6336206897,0,0,0.5957627119,0.0991596639,0.1256,3.0507692308,0,0,0.1392307692,0,0.0230769231,0.1069230769,0,1.9646153846,0.0007692308,0.0007692308,0.0023076923,0.2976923077,0.007751938,0,,0,0.0008849748,0.2293076923,1.0802814553,0,0.0330769231,0.0300951626,3.9823529412,
