date,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
04-20,13.75,18.275,11.5875,12.525,15.075,18.55,28.275,14.7875,28,11.3625,18.8625,22.6875,12.4,14.525,18.8375,7.225,14.0375,14.8,40.35,17.18,11.71,16.65,19.6769230769,20.6428571429,31.1214285714,14.2714285714,11.8428571429,8.5928571429,9.6142857143,17.2714285714,21.8571428571,9.2,25.4428571429,17.2,9.8357142857,14.9642857143,29.8071428571,15.1857142857,11.1428571429,18.7571428571,9.7914285714,13.015,18.7225,28.055,7.225,16.1,15.075,40.35
04-21,13.7625,19.275,11.6,12.525,15.0875,18.575,28.275,14.7875,28.25,11.3625,18.875,22.7375,12.4375,14.5375,18.975,7.3375,14.15,14.8375,40.37,17.18,11.9,16.65,19.6769230769,20.7714285714,31.2214285714,14.2714285714,11.8428571429,8.5928571429,9.6142857143,17.2714285714,21.8714285714,9.5285714286,25.4571428571,17.25,9.8357142857,14.9642857143,29.8071428571,15.1857142857,11.15,18.7642857143,9.7914285714,13.02,18.935,28.255,7.3375,16.1,15.0875,40.37
04-22,13.775,19.75,11.6,12.525,15.1125,18.6875,28.275,14.7875,28.6375,11.3625,18.875,22.7375,12.45,14.55,19.3875,7.3375,14.175,14.9125,40.39,17.18,11.92,16.65,19.6769230769,21.3642857143,31.2357142857,14.2714285714,11.8428571429,8.5928571429,9.6142857143,17.2714285714,21.8714285714,9.5285714286,25.5857142857,17.3428571429,9.8357142857,14.9714285714,29.8071428571,15.1857142857,11.15,18.7642857143,9.7914285714,13.025,19.1825,28.3475,7.3375,16.1142857143,15.1125,40.39
04-23,13.7875,20.2875,11.625,12.825,15.125,18.7125,28.275,14.7875,28.8125,11.3625,18.875,22.7375,12.475,14.65,19.4875,7.3375,14.525,15.1,40.42,17.18,12.84,16.65,19.6846153846,21.5,31.2428571429,14.2714285714,11.8428571429,8.5928571429,9.6142857143,17.3,21.8714285714,9.5357142857,25.6,17.3428571429,9.8357142857,15.4857142857,29.8071428571,15.1857142857,11.15,18.7642857143,9.7914285714,13.219,19.2425,28.3825,7.3375,16.1785714286,15.1857142857,40.42
04-24,13.8375,20.8125,11.6375,13.4625,15.125,18.7375,28.275,14.8125,28.8625,11.3625,19.0625,22.75,13.15,14.675,19.5,7.3375,14.825,15.125,40.73,17.22,13.17,16.65,19.6923076923,21.5428571429,31.35,14.2714285714,11.8428571429,8.5928571429,9.6428571429,17.35,21.8714285714,9.5357142857,25.6,17.3428571429,9.8357142857,15.5071428571,29.9214285714,15.1857142857,11.15,18.7714285714,9.7971428571,13.6125,19.325,28.3925,7.3375,16.2071428571,15.1857142857,40.73
04-25,13.8375,20.8625,11.6625,13.7,15.2125,18.7375,28.2875,14.8875,28.875,11.3625,19.1375,22.7625,13.5375,14.675,19.5125,7.3375,14.825,15.1375,41.62,17.24,13.24,16.65,19.7153846154,21.55,31.5928571429,14.2714285714,11.8428571429,8.5928571429,10,17.3642857143,21.8785714286,9.5357142857,25.6,17.3428571429,9.8428571429,15.5071428571,29.9357142857,15.1857142857,11.15,18.7714285714,9.9685714286,13.755,19.3625,28.405,7.3375,16.2214285714,15.2125,41.62
04-26,13.85,20.9125,11.6625,13.725,15.6125,18.7375,28.2875,15.3125,28.875,11.3625,19.15,23,13.65,14.6875,19.5125,7.375,14.8375,15.15,41.83,17.24,13.24,16.65,19.7846153846,21.5571428571,31.6,14.3642857143,11.8428571429,8.7214285714,10.55,18.0357142857,21.9142857143,9.5357142857,25.6071428571,17.3428571429,9.8642857143,15.5071428571,29.9357142857,15.2214285714,11.15,18.9428571429,10.4128571429,13.775,19.3675,28.405,7.375,16.3357142857,15.5071428571,41.83
04-27,13.85,20.9375,11.7125,13.7625,15.65,18.775,28.2875,15.4875,28.875,11.3625,19.175,23.0375,13.675,14.7,19.5125,7.4875,14.8375,15.175,41.91,17.24,13.24,16.65,19.7846153846,21.5571428571,31.6071428571,14.5214285714,11.8428571429,9.5357142857,10.5785714286,18.1571428571,21.9357142857,9.5357142857,25.6071428571,17.3428571429,10.3857142857,15.5071428571,29.9357142857,15.7642857143,11.1571428571,17.9642857143,10.54,13.7975,19.3775,28.405,7.4875,16.3714285714,15.65,41.91
04-28,13.85,20.95,11.7375,13.7625,15.725,18.7875,28.2875,15.8125,28.9125,11.3625,19.175,23.0375,13.7625,14.7,19.525,7.8625,14.8375,15.2125,42.09,17.25,13.24,16.65,19.7846153846,21.5642857143,31.6142857143,14.5214285714,11.8428571429,9.55,10.5785714286,18.4214285714,21.9428571429,9.5428571429,25.6071428571,17.3428571429,10.5285714286,15.5285714286,29.9357142857,15.8642857143,11.1928571429,19.3357142857,10.5685714286,13.7975,19.385,28.4125,7.8625,16.4214285714,15.8125,42.09
04-29,13.85,20.95,11.75,13.7625,15.75,18.7875,28.3125,16.1625,28.9125,11.3625,19.175,23.0375,13.8875,14.725,19.525,7.875,14.8375,15.2125,42.41,17.25,13.24,16.65,19.7846153846,21.6071428571,31.6142857143,14.5214285714,11.8428571429,9.5571428571,10.5785714286,18.8714285714,21.95,9.5428571429,25.6071428571,17.3428571429,10.5428571429,15.5285714286,29.9357142857,15.8642857143,11.2428571429,19.3357142857,10.5714285714,13.865,19.385,28.4325,7.875,16.5071428571,15.8642857143,42.41
04-30,13.8875,20.975,11.75,13.8125,15.75,18.7875,28.3125,16.2625,28.9125,11.3625,19.175,23.0375,14.175,14.7375,19.525,7.875,14.85,15.2375,42.47,17.26,13.24,16.65,19.7846153846,21.6571428571,31.6142857143,14.5214285714,11.8428571429,9.5571428571,10.5785714286,19.0714285714,21.95,9.5714285714,26.1571428571,17.3428571429,10.5428571429,15.5285714286,29.9357142857,15.8714285714,11.2428571429,19.35,10.5714285714,14.0025,19.385,28.4325,7.875,16.5642857143,15.8714285714,42.47
05-01,13.9,21.2,11.7625,13.8625,15.75,18.8,28.325,16.3125,28.9125,11.3625,19.175,23.05,14.325,14.7375,19.5375,7.875,14.8625,15.25,42.55,17.26,13.24,16.65,19.7846153846,21.7,31.6142857143,14.5214285714,11.8428571429,9.5571428571,10.5785714286,19.5142857143,21.9571428571,9.6,26.5428571429,17.3428571429,10.5428571429,15.5285714286,29.9357142857,15.8714285714,11.2714285714,19.35,10.5714285714,14.07,19.5282142857,28.4425,7.875,16.6714285714,15.8714285714,42.55
05-02,13.9125,21.375,11.7625,13.9375,15.75,18.8125,28.35,16.3375,28.9375,11.3625,19.2,23.0625,14.35,14.7375,19.5375,7.9,14.8875,15.275,42.66,17.29,13.24,16.65,19.8461538462,21.7214285714,31.6142857143,14.5214285714,11.85,9.5571428571,10.5785714286,19.6214285714,21.9571428571,9.9785714286,26.6,17.3428571429,10.5428571429,15.5285714286,29.9357142857,15.8714285714,11.2928571429,19.35,10.5714285714,14.1025,19.5878571429,28.4675,7.9,16.7285714286,15.8714285714,42.66
05-03,13.9125,21.4,11.7625,13.95,15.8125,18.8125,28.35,16.375,29.125,11.3625,19.2125,23.075,14.4625,14.7375,19.5625,7.9125,14.8875,15.275,42.8,17.29,13.27,16.65,19.8923076923,21.8285714286,31.6142857143,14.5214285714,11.85,9.5571428571,10.5785714286,19.7214285714,21.9571428571,10.2571428571,26.6,17.3428571429,10.5428571429,15.5357142857,29.9357142857,15.8714285714,11.2928571429,19.35,10.5714285714,14.155,19.6578571429,28.505,7.9125,16.7428571429,15.8714285714,42.8
05-04,13.925,21.4,11.7625,13.95,15.8875,18.8125,28.3625,16.375,29.125,11.3625,19.225,23.075,15.1125,14.7375,19.675,7.9125,15.05,15.275,42.85,17.32,13.36,16.67,19.8923076923,21.8285714286,31.6142857143,14.5214285714,11.8571428571,9.5571428571,10.5857142857,19.7285714286,21.9571428571,10.2785714286,26.6214285714,17.3428571429,10.5428571429,15.5357142857,29.9357142857,15.8714285714,11.3357142857,19.3928571429,10.5771428571,14.1785714286,19.7071428571,28.515,7.9125,16.75,15.8875,42.85
05-05,13.925,21.4125,11.7625,13.95,15.8875,18.8125,28.45,16.375,29.15,11.3625,19.225,23.0875,15.125,14.7375,19.6875,7.9125,15.225,15.275,42.87,17.34,13.63,16.67,19.8923076923,21.8357142857,31.6142857143,14.5214285714,11.8571428571,9.5571428571,10.8357142857,19.7285714286,21.9571428571,10.2785714286,26.6214285714,17.35,10.5428571429,15.5357142857,30.0285714286,15.8857142857,11.6428571429,19.4071428571,10.7771428571,14.1785714286,19.7121428571,28.59,7.9125,16.7928571429,15.8875,42.87
05-06,13.925,21.4625,11.7625,13.95,15.9125,18.8125,28.4875,16.375,29.65,11.3625,19.225,23.55,15.125,14.7375,19.6875,7.9125,15.2375,15.275,42.93,17.38,13.67,16.68,19.8923076923,21.8357142857,31.6142857143,14.5214285714,11.8571428571,9.5571428571,11.2071428571,19.7285714286,21.9571428571,10.2785714286,26.6214285714,17.35,10.5428571429,15.5357142857,30.0857142857,15.9928571429,11.9428571429,19.4357142857,11.0742857143,14.1785714286,19.7121428571,28.72,7.9125,16.8071428571,15.9928571429,42.93
05-07,13.925,21.65,11.7625,13.9875,15.925,18.8375,28.5875,16.375,29.975,11.3625,19.225,23.7625,15.1375,14.7375,19.7,7.9125,15.2875,15.275,43.4,17.38,13.68,16.7,19.9,21.8357142857,31.6142857143,14.5214285714,12,9.6785714286,11.2928571429,19.8214285714,21.9571428571,10.2785714286,26.6285714286,17.35,10.55,15.5357142857,30.1285714286,15.9928571429,12.0928571429,19.4357142857,11.1442857143,14.2010714286,19.7728571429,28.865,7.9125,16.8428571429,15.9928571429,43.4
05-08,13.9625,21.65,11.7625,14,15.925,18.9,28.5875,16.375,30.0875,11.3625,19.225,23.825,15.1375,14.7625,19.7,7.9375,15.475,15.275,43.54,17.39,13.68,17.13,19.9076923077,21.8357142857,31.6285714286,14.5214285714,12.2357142857,9.9571428571,11.3571428571,19.9428571429,21.9571428571,10.2785714286,26.7785714286,17.35,10.55,15.5357142857,30.1285714286,16.0214285714,12.0928571429,19.4357142857,11.1957142857,14.2085714286,19.8246153846,28.8875,7.9375,16.9357142857,16.0214285714,43.54
05-09,13.9875,21.675,11.7625,14.0125,15.9625,19.0875,28.6875,16.4,30.125,11.3625,19.2375,24.0875,15.1375,14.7875,19.7,7.95,15.8125,15.275,43.57,17.39,13.68,17.18,19.9153846154,21.8357142857,31.8214285714,14.5214285714,12.3642857143,9.9714285714,11.7428571429,20.1,21.9571428571,10.2785714286,26.8785714286,17.35,10.55,15.5357142857,30.1285714286,16.0285714286,12.0928571429,19.4357142857,11.2,14.2160714286,19.8292307692,28.975,7.95,16.9785714286,16.0285714286,43.57
05-10,13.9875,21.7,11.8,14.025,16.025,19.25,28.7,16.4375,30.2125,11.3625,19.2625,24.1,15.1375,14.7875,19.7,7.9625,15.9625,15.275,43.65,17.39,13.68,17.18,19.9153846154,21.8357142857,32.3357142857,14.5214285714,12.45,9.9785714286,11.9285714286,20.1,22.2857142857,10.2785714286,27.3,17.35,10.55,15.5357142857,30.1285714286,16.0285714286,12.0928571429,19.4357142857,11.2,14.2235714286,19.8292307692,28.9857142857,7.9625,17.0142857143,16.0285714286,43.65
05-11,13.9875,21.7,11.85,14.025,16.125,19.275,28.7375,16.45,30.225,11.3625,19.275,24.15,15.1375,14.825,19.7,7.9625,16,15.2875,43.89,17.39,13.68,17.18,19.9153846154,21.9142857143,32.5285714286,14.5214285714,12.45,10.2857142857,11.9357142857,20.1071428571,22.3357142857,10.2785714286,27.7642857143,17.3642857143,10.55,15.5428571429,30.1285714286,16.1571428571,12.0928571429,19.4357142857,11.2,14.2235714286,19.8292307692,29.0157142857,7.9625,17.0214285714,16.1571428571,43.89
05-12,14.0125,21.7125,12.375,14.025,16.2125,19.3125,28.7375,16.5,30.3125,11.3625,19.275,24.1625,15.1375,14.85,19.7,8.0125,16.0625,15.325,44,17.39,13.68,17.2,19.9153846154,22.1928571429,32.5785714286,14.5214285714,12.45,10.7357142857,11.9357142857,20.1071428571,22.3428571429,10.3,27.7642857143,17.3785714286,10.55,15.5785714286,30.1285714286,16.1785714286,12.0928571429,19.4357142857,11.2371428571,14.2235714286,19.8292307692,29.0157142857,8.0125,17.0285714286,16.2125,44
05-13,14.0375,21.725,12.525,14.025,16.2625,19.325,28.8375,16.575,30.35,11.3625,19.275,24.2,15.15,14.85,19.7,8.0125,16.0875,15.325,44.04,17.39,13.68,17.21,19.9153846154,22.35,32.5857142857,14.5214285714,12.45,10.7357142857,11.9357142857,20.1071428571,22.35,10.35,27.7642857143,17.3785714286,10.55,15.5857142857,30.1285714286,16.1857142857,12.0928571429,19.4357142857,11.2371428571,14.2310714286,19.8292307692,29.0957142857,8.0125,17.0357142857,16.2625,44.04
05-14,14.0875,21.725,12.85,14.025,16.3,19.3375,28.9,16.6,30.45,11.3625,19.275,24.725,15.15,14.85,19.9,8.0125,16.0875,15.325,44.04,17.39,13.68,17.21,19.9153846154,22.3714285714,32.5857142857,14.5214285714,12.45,10.7642857143,11.95,20.1142857143,22.35,10.3857142857,27.7642857143,17.3785714286,10.55,15.5857142857,30.2,16.1857142857,12.1071428571,19.4357142857,11.2428571429,14.2610714286,19.9092307692,29.16,8.0125,17.0357142857,16.3,44.04
05-15,14.125,21.725,12.9875,14.025,16.45,19.3625,28.925,16.6375,30.4625,11.3625,19.2875,24.85,15.15,14.85,19.9,8.0125,16.1,15.325,44.06,17.39,13.68,17.22,19.9153846154,22.3714285714,32.5928571429,14.5214285714,12.45,10.7642857143,12.2571428571,20.1142857143,22.35,10.3928571429,27.7642857143,17.3785714286,10.55,15.5857142857,30.2642857143,16.1928571429,12.1285714286,19.4357142857,11.2428571429,14.2835714286,19.9092307692,29.1928571429,8.0125,17.0357142857,16.45,44.06
05-16,14.3375,21.7375,13.05,14.025,16.45,19.375,29,16.6375,30.55,11.3875,19.2875,24.925,15.15,14.85,19.9,8.0125,16.2625,15.325,44.07,17.41,13.68,17.22,19.9153846154,22.3714285714,32.6,14.5214285714,12.45,10.7642857143,12.6428571429,20.1285714286,22.3857142857,10.3928571429,27.8142857143,17.3785714286,10.55,15.5857142857,30.2714285714,16.1928571429,12.1285714286,19.4357142857,11.2628571429,14.4110714286,19.9092307692,29.2542857143,8.0125,17.1142857143,16.45,44.07
05-17,14.8875,21.7875,13.1125,14.025,16.45,19.4,29.6625,16.65,30.7625,11.3875,19.2875,24.9375,15.15,15.075,19.9125,8.0125,16.2625,15.375,44.25,17.47,13.68,17.22,19.9153846154,22.3785714286,32.6214285714,14.5214285714,12.45,10.7642857143,12.6642857143,20.1857142857,22.4,10.3928571429,28.2285714286,17.3785714286,10.6214285714,15.5857142857,30.3357142857,16.1928571429,12.1357142857,19.4714285714,11.2628571429,14.6678571429,19.9142307692,29.7971428571,8.0125,17.15,16.45,44.25
05-18,15.0875,22.0125,13.1125,14.025,16.4625,19.4,29.675,16.6875,30.7625,11.3875,19.2875,24.9375,15.15,15.4625,19.95,8.0125,16.2625,15.375,44.28,17.47,13.68,17.22,19.9230769231,22.4142857143,32.8642857143,14.5214285714,12.5071428571,10.7642857143,12.6785714286,20.3571428571,22.6214285714,10.4071428571,28.3785714286,17.3785714286,10.6571428571,15.5857142857,30.45,16.1928571429,12.3928571429,19.6142857143,11.2628571429,14.7478571429,19.9392307692,29.83,8.0125,17.2642857143,16.4625,44.28
05-19,15.1375,22.075,13.125,14.025,16.4625,19.4,29.725,16.7125,30.8,11.3875,19.2875,24.95,15.15,15.475,19.9625,8.0125,16.2625,15.375,44.29,17.47,13.68,17.23,19.9307692308,22.4928571429,33.3571428571,14.5214285714,12.5142857143,10.7714285714,12.8785714286,20.3714285714,22.6642857143,10.4142857143,28.4357142857,17.3785714286,10.6571428571,15.5857142857,30.5,16.1928571429,12.55,19.6928571429,11.2642857143,14.7678571429,19.9498076923,29.88,8.0125,17.2714285714,16.4625,44.29
05-20,15.1625,22.075,13.125,14.025,16.475,19.4125,29.775,16.7375,30.825,11.3875,19.625,24.9625,15.15,15.5,20,8.0125,16.2625,15.375,44.3,17.47,13.68,17.24,19.9384615385,22.4928571429,33.6714285714,14.5214285714,12.55,10.7785714286,12.9142857143,20.3785714286,22.6714285714,10.4357142857,29.0928571429,17.3928571429,10.6642857143,15.5857142857,30.5857142857,16.1928571429,12.5571428571,19.7142857143,11.2657142857,14.7728571429,19.9753846154,29.9371428571,8.0125,17.3,16.475,44.3
05-21,15.475,22.1625,13.125,14.025,16.475,19.6125,29.775,16.775,30.8625,11.3875,19.7625,25.35,15.15,15.5,20,8.05,16.2625,15.375,44.3,17.47,13.68,17.26,19.9384615385,22.4928571429,33.6857142857,14.5214285714,12.5571428571,10.7857142857,12.9285714286,20.3857142857,22.6714285714,10.4428571429,29.4571428571,17.4214285714,10.6714285714,15.6,30.6571428571,16.2071428571,12.5571428571,19.7214285714,11.2671428571,14.7728571429,19.9753846154,29.9514285714,8.05,17.3357142857,16.475,44.3
05-22,15.55,22.225,13.15,14.025,16.5,19.8125,29.7875,16.7875,30.8625,11.4,19.8125,25.375,15.15,15.5,20.0125,8.125,16.2625,15.375,44.3,17.49,13.71,17.56,19.9538461538,22.4928571429,33.6857142857,14.5214285714,12.5571428571,10.7857142857,12.9428571429,20.3857142857,22.6714285714,10.4785714286,29.6285714286,17.4214285714,10.7285714286,15.6,30.6928571429,16.2071428571,12.5571428571,19.7214285714,11.2771428571,14.7728571429,19.9890384615,29.9685714286,8.125,17.4071428571,16.5,44.3
05-23,15.5625,22.275,13.15,14.025,16.65,19.95,29.7875,16.7875,30.8875,11.525,19.8375,25.4,15.15,15.5,20.0125,8.125,16.2625,15.375,44.31,17.53,13.71,17.7,20.0153846154,22.5071428571,33.7071428571,14.5214285714,12.5571428571,10.7857142857,13.1285714286,20.3857142857,22.6714285714,10.5428571429,29.9071428571,17.4214285714,10.7928571429,15.6,30.8071428571,16.2071428571,12.5571428571,19.7214285714,11.3785714286,14.7728571429,20.0142307692,30.0871428571,8.125,17.4357142857,16.65,44.31
05-24,15.5625,22.3,13.2,14.05,16.65,20.1125,29.7875,16.7875,30.9,11.5375,19.875,25.4125,15.15,15.5,20.0125,8.125,16.2625,15.375,44.31,17.53,13.71,17.88,20.3461538462,22.7214285714,33.8071428571,14.5214285714,12.5571428571,10.8285714286,13.6214285714,20.3857142857,22.6714285714,10.55,30.25,17.4214285714,10.8214285714,15.6,30.8214285714,16.2,12.5571428571,19.7214285714,11.3957142857,14.7728571429,20.2526923077,30.3642857143,8.125,17.4857142857,16.65,44.31
05-25,15.5625,22.35,13.2125,14.075,16.65,20.325,29.7875,16.7875,31.95,11.9,20.2,25.4125,15.1625,15.5375,20.0125,8.125,16.2625,15.375,44.31,17.53,13.71,17.97,20.3538461538,22.7785714286,33.85,14.5285714286,12.5571428571,10.85,13.8285714286,20.4142857143,22.6714285714,10.5857142857,30.2928571429,17.4214285714,10.8214285714,15.6,30.8285714286,16.2,12.5642857143,19.7214285714,11.69,14.7821428571,20.3423076923,30.4,8.125,17.5071428571,16.65,44.31
05-26,15.6,22.375,13.2125,14.075,16.65,20.45,29.7875,16.825,32.1,12.2,20.225,25.4375,15.2,15.5875,20.0125,8.125,16.2625,15.375,44.32,17.53,13.71,18.01,20.3538461538,22.7857142857,33.85,14.5285714286,12.5571428571,10.85,13.8428571429,20.45,22.6785714286,10.5857142857,30.3428571429,17.4214285714,10.8214285714,15.6,30.8285714286,16.2,12.5714285714,19.75,11.93,14.7971428571,20.4115384615,30.44,8.125,17.5142857143,16.65,44.32
05-27,15.8625,22.425,13.2125,14.0875,16.6625,20.7375,29.7875,17.225,32.2375,12.375,20.225,25.475,15.3,15.6625,20.0125,8.125,16.2625,15.375,44.32,17.57,13.71,18.13,20.3923076923,22.7857142857,33.85,14.5428571429,12.5571428571,10.85,13.9357142857,20.4785714286,22.7071428571,10.5857142857,30.5357142857,17.4214285714,10.8214285714,15.6,30.8285714286,16.2,12.5785714286,19.7571428571,12.07,14.8457142857,20.4440659341,30.5942857143,8.125,17.5357142857,16.6625,44.32
05-28,15.9375,22.475,13.2125,14.1,16.7,20.7625,29.8,17.3125,32.2875,12.525,20.225,25.4875,15.4125,15.6625,20.0125,8.125,16.2625,15.4,44.34,17.6,13.71,18.16,20.3923076923,22.7857142857,33.85,14.5428571429,12.5642857143,10.85,13.9642857143,20.4785714286,22.7071428571,10.6571428571,31,17.4214285714,10.8214285714,15.6,30.8357142857,16.2,12.5785714286,19.7571428571,12.19,14.8857142857,20.4440659341,30.8685714286,8.125,17.5357142857,16.7,44.34
05-29,16.075,22.525,13.2125,15.3625,16.7,20.85,29.8,17.3125,32.325,12.5375,20.225,25.4875,15.475,15.6625,20.05,8.125,16.2625,15.4,44.35,17.64,13.71,18.17,20.4153846154,22.7857142857,33.8714285714,14.5428571429,12.5928571429,10.85,13.9857142857,20.4785714286,22.7071428571,10.6857142857,31.1928571429,17.4214285714,10.8214285714,15.6,30.8357142857,16.2,12.5785714286,19.7571428571,12.2,15.3775,20.4532967033,30.9071428571,8.125,17.5571428571,16.7,44.35
05-30,16.15,23.35,13.2125,15.5,16.7125,21.025,29.8,17.325,32.3375,12.5375,20.225,25.4875,15.5125,15.6625,20.05,8.125,16.3125,15.6125,44.35,17.66,13.71,18.17,20.5,22.7857142857,34.0571428571,14.5428571429,12.5928571429,10.85,14.0285714286,20.4785714286,22.7071428571,10.6857142857,31.2571428571,17.4214285714,10.8214285714,15.6071428571,30.8357142857,16.2,12.5785714286,19.8071428571,12.2,15.505,20.4914285714,30.92,8.125,17.5714285714,16.7125,44.35
05-31,16.15,23.4375,13.225,15.5625,17.1875,21.15,29.8,17.3625,32.35,12.55,20.225,25.4875,15.525,15.6625,20.05,8.125,16.3125,15.6125,44.38,17.66,13.71,18.2,20.6538461538,22.7857142857,34.0642857143,14.5428571429,12.5928571429,10.85,14.0285714286,20.4785714286,22.7142857143,10.6857142857,31.2642857143,17.4214285714,10.8214285714,15.6071428571,30.8357142857,16.2,12.5785714286,19.8,12.21,15.54,20.5837362637,30.9214285714,8.125,17.6428571429,17.1875,44.38
06-01,16.15,23.4375,13.25,15.6125,17.7375,21.35,29.8375,17.5375,32.35,12.55,20.225,25.4875,15.5375,15.6625,20.05,8.125,16.3125,15.6375,44.39,17.66,13.71,18.21,20.6615384615,22.7857142857,34.0642857143,14.5428571429,12.5928571429,10.85,14.0285714286,20.4785714286,22.7142857143,10.6857142857,31.2857142857,17.4214285714,10.8214285714,15.6071428571,30.8357142857,16.2,12.5785714286,19.8,12.21,15.5653571429,20.5883516484,30.9257142857,8.125,17.6714285714,17.4214285714,44.39
06-02,16.15,23.4375,13.25,15.6125,17.9625,21.4125,29.8375,17.5875,32.4,12.5625,20.225,25.5,15.55,15.6625,20.05,8.125,16.3125,15.6375,44.39,17.66,13.71,18.23,20.6769230769,22.7857142857,34.0714285714,14.5428571429,12.5928571429,10.85,14.0285714286,20.4785714286,22.7142857143,10.6857142857,31.2857142857,17.4214285714,10.8214285714,15.6071428571,30.8714285714,16.2,12.5857142857,19.8,12.22,15.5728571429,20.5975824176,30.9542857143,8.125,17.7071428571,17.4214285714,44.39
06-03,16.175,23.4375,13.25,15.6125,18,21.5,29.95,17.6,32.85,12.5625,20.225,25.5125,16.9375,15.6625,20.0625,8.125,16.325,15.6375,44.8,17.66,13.71,18.24,20.6769230769,22.7857142857,34.0785714286,14.5428571429,12.5928571429,10.85,14.0357142857,20.4785714286,22.7142857143,10.6857142857,31.2857142857,17.4214285714,10.8214285714,15.6071428571,30.9571428571,16.2,12.7071428571,19.8,12.22,15.6092857143,20.5975824176,31.0228571429,8.125,17.7285714286,17.4214285714,44.8
06-04,16.1875,23.525,13.25,15.6125,18.0625,21.6,30.0125,17.6125,33.075,12.5625,20.225,25.575,16.9625,15.6625,20.0625,8.1375,16.325,15.6375,45.16,17.66,13.71,18.25,20.6769230769,22.7857142857,34.0785714286,14.5428571429,12.5928571429,10.85,14.0357142857,20.4928571429,22.7142857143,10.6857142857,31.3,17.4214285714,10.8214285714,15.6071428571,30.9571428571,16.2,12.8785714286,19.8,12.22,15.6092857143,20.6032967033,31.0257142857,8.1375,17.75,17.4214285714,45.16
06-05,16.2125,23.65,13.3125,15.6125,18.0625,21.6125,30.05,17.6125,33.075,12.5625,20.225,25.8125,17.4125,15.6625,20.0625,8.1375,16.325,15.6375,45.21,17.66,13.71,18.65,20.6846153846,22.8,34.0785714286,14.5428571429,12.5928571429,10.85,14.0428571429,20.4928571429,22.7142857143,10.6857142857,31.4769230769,17.4214285714,10.8214285714,15.6071428571,30.9714285714,16.2,13.0928571429,19.7928571429,12.22,15.6092857143,20.6079120879,31.0725274725,8.1375,17.7642857143,17.4214285714,45.21
06-06,16.2125,23.6875,13.325,15.625,18.0625,21.6125,30.9375,17.6125,33.0875,12.5625,20.225,25.8375,17.6625,15.6625,20.0625,8.1375,16.3375,15.6375,45.22,17.66,13.81,18.72,20.7076923077,22.8,34.0785714286,14.5428571429,12.5928571429,10.85,14.15,20.4928571429,22.7142857143,10.6857142857,31.3285714286,17.4214285714,10.8214285714,15.6071428571,30.9714285714,16.2,13.3857142857,19.7928571429,12.22,15.6142857143,20.6217582418,31.0428571429,8.1375,17.7857142857,17.6125,45.22
06-07,16.35,23.7,13.325,15.625,18.0875,21.6625,31.2625,17.6125,33.1,12.5625,20.225,25.8375,17.675,15.6625,20.0625,8.1375,16.3375,15.6375,45.24,17.66,14,18.72,20.7384615385,22.8,34.0785714286,14.5428571429,12.5928571429,10.85,14.2071428571,20.4928571429,22.7142857143,10.6857142857,31.3285714286,17.4642857143,10.8214285714,15.6071428571,30.9714285714,16.2,13.4428571429,19.8,12.22,15.6142857143,20.6402197802,31.2757142857,8.1375,17.7928571429,17.6125,45.24
06-08,16.4125,23.7,13.3375,15.625,18.0875,21.6625,31.325,17.6125,33.275,12.5625,20.225,25.8625,17.675,15.6625,20.0625,8.1375,16.3375,15.6375,45.28,17.68,14,18.74,20.7461538462,22.8,34.0785714286,14.5428571429,12.5928571429,10.85,14.2071428571,20.4928571429,22.7142857143,10.6857142857,31.3285714286,17.4714285714,10.8214285714,15.6071428571,31.0571428571,16.2,13.4714285714,19.7928571429,12.22,15.6142857143,20.6448351648,31.3257142857,8.1375,17.8,17.6125,45.28
06-09,16.475,23.7125,13.3375,15.625,18.1125,21.6875,31.325,17.6125,33.65,12.5625,20.2875,25.9875,17.675,15.675,20.0625,8.1375,16.3375,15.6375,45.28,17.73,14,18.74,20.7615384615,22.8,34.0785714286,14.5428571429,12.5928571429,10.85,14.2285714286,20.4928571429,22.7142857143,10.6857142857,31.3285714286,17.4714285714,10.8214285714,15.6071428571,31.0571428571,16.2,13.5571428571,19.8,12.22,15.6142857143,20.6540659341,31.3257142857,8.1375,17.8071428571,17.6125,45.28
06-10,16.4875,23.75,13.4125,15.9125,18.1125,21.725,31.325,17.6125,33.675,12.5625,20.4,26.1375,17.675,15.675,20.0625,8.1375,16.3375,15.6375,45.39,17.73,14,18.76,20.7769230769,22.8,34.0785714286,14.5428571429,12.5928571429,10.8642857143,14.2428571429,20.4928571429,22.7142857143,10.6857142857,31.3285714286,17.4714285714,10.8214285714,15.6071428571,31.0571428571,16.2,13.5857142857,19.6785714286,12.2228571429,15.6192857143,20.6632967033,31.3257142857,8.1375,17.8214285714,17.6125,45.39
