date,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
01-05,4.0875,10.95,5.3,2.7625,6.5,6.625,9.1375,5.4125,9.3625,1.5625,10.8875,6.1375,6.6625,1.7625,7.2625,4.3875,6.2,6.775,19.95,5.47,7.21,6.38,9.4153846154,6.6142857143,22.5357142857,6.2857142857,6.7285714286,4.9642857143,4.0571428571,8.5571428571,8.7142857143,0.7785714286,6.6642857143,9.4714285714,3.1571428571,12.0285714286,10.0714285714,3.0357142857,4.0571428571,12.6214285714,2.9810714286,5.345,8.0392857143,10.9,0.7785714286,6.7142857143,6.6142857143,22.5357142857
01-06,4.8375,11.5125,6,2.7625,6.6125,7.15,9.1875,5.425,10,1.5625,11.0375,6.4,6.6625,1.7625,7.2625,4.4125,6.2125,6.7875,20.02,5.47,7.25,7.87,9.6153846154,6.6142857143,22.5357142857,6.2857142857,6.7357142857,4.9642857143,4.0857142857,9.0785714286,8.9785714286,0.7785714286,7.1428571429,9.4714285714,3.1571428571,12.0357142857,11.0285714286,3.0928571429,4.0571428571,12.8642857143,3.0267857143,5.443,8.5351428571,11.1325,0.7785714286,6.95,6.6625,22.5357142857
01-07,5.075,11.6,6.225,2.7625,6.625,7.9375,9.3875,5.425,10.0375,1.575,11.0875,6.4,6.6625,1.7625,7.2625,4.45,6.2125,6.8375,20.12,5.47,7.29,8.47,9.6461538462,6.6142857143,22.5428571429,6.2857142857,6.7428571429,4.9642857143,4.0857142857,9.75,8.9785714286,0.8857142857,7.65,9.4714285714,3.1571428571,12.0357142857,11.1428571429,3.1428571429,4.0928571429,12.8642857143,3.0667857143,5.443,8.7751428571,11.2342857143,0.8857142857,7.0857142857,6.6625,22.5428571429
01-08,5.3375,11.6625,6.2625,2.7625,6.625,8.0875,10.1125,5.45,10.25,1.575,11.1,6.4375,6.6625,1.775,7.2625,4.45,6.2125,6.9125,20.39,5.47,7.33,8.48,9.6461538462,6.6142857143,22.5571428571,6.3142857143,6.75,4.9642857143,4.0857142857,10.4214285714,9.2428571429,0.8928571429,7.6785714286,9.4714285714,3.1571428571,12.0357142857,11.1785714286,3.3857142857,4.1285714286,12.9,3.0782142857,5.458,8.9377142857,11.2753571429,0.8928571429,7.1285714286,6.6625,22.5571428571
01-09,5.3875,11.675,6.3375,2.7625,6.625,8.0875,10.675,5.45,10.5875,1.575,11.1125,6.45,6.675,1.775,7.3875,4.45,6.2125,6.925,22.57,5.47,7.33,8.52,9.6461538462,6.6142857143,22.5714285714,6.3142857143,6.75,4.9642857143,4.0928571429,10.4571428571,9.2785714286,1.4357142857,7.6785714286,9.4714285714,3.1571428571,12.0357142857,11.1857142857,3.4071428571,4.1285714286,13.2642857143,3.0782142857,5.458,8.9751428571,11.2835714286,1.4357142857,7.1428571429,6.675,22.5714285714
01-10,5.425,11.6875,6.35,2.775,6.625,8.1,11.175,5.45,10.725,1.575,11.125,6.5375,6.675,1.7875,7.5375,4.45,6.275,6.925,24.2,5.49,7.33,8.54,9.6538461538,6.6142857143,22.5785714286,6.3214285714,6.75,4.9714285714,4.0928571429,10.4571428571,9.9642857143,2.65,7.6785714286,9.4928571429,3.1928571429,12.0357142857,12.0642857143,3.45,4.1571428571,13.2857142857,3.1092857143,5.466,9.1117142857,11.7571428571,1.575,7.1857142857,6.675,24.2
01-11,5.4375,11.8,6.375,2.775,6.625,8.1125,12.5375,5.45,11.3125,1.575,11.125,6.65,6.675,1.7875,7.6875,4.45,6.4,6.925,25.33,5.5,7.33,8.54,9.6538461538,6.6214285714,22.5857142857,6.3214285714,6.8928571429,4.9714285714,4.1571428571,10.4571428571,10.0428571429,2.7714285714,7.6785714286,9.5,3.2,12.0357142857,13.2142857143,3.4857142857,4.1642857143,13.3,3.115,5.47,9.116,12.1360714286,1.575,7.2071428571,6.675,25.33
01-12,5.4375,11.8625,6.4,2.775,6.625,8.125,12.6875,5.45,12.175,1.575,11.125,6.7125,6.675,1.7875,8.875,4.45,6.45,6.925,27.05,5.51,7.39,8.54,9.6538461538,6.6285714286,22.6214285714,6.3214285714,6.8928571429,4.9714285714,4.2428571429,10.4571428571,10.25,2.7857142857,7.6785714286,9.5214285714,3.2,12.0357142857,13.2571428571,3.6285714286,4.1857142857,13.3071428571,3.1171428571,5.474,9.2628571429,12.2775,1.575,7.2857142857,6.7125,27.05
01-13,5.45,11.8625,6.4,2.7875,6.625,8.2,12.8,5.4625,12.25,1.575,12.2,6.85,6.7,1.7875,9.1625,4.45,6.475,6.925,27.15,5.51,7.67,8.54,9.6538461538,6.6285714286,22.6357142857,6.3214285714,6.8928571429,4.9714285714,4.5357142857,10.4642857143,11.0714285714,2.7857142857,7.6857142857,9.5285714286,3.2,12.0357142857,13.2928571429,3.6785714286,4.1928571429,13.3142857143,3.1175,5.4815,9.3821428571,12.36,1.575,7.3214285714,6.85,27.15
01-14,5.45,11.9,6.4,3.175,6.6375,8.2125,13.2,5.4625,12.35,1.575,13.125,7.1,6.7,1.7875,9.3,4.45,6.475,6.925,27.19,5.52,7.68,8.54,9.6538461538,6.7928571429,22.7,6.3214285714,6.9,4.9714285714,4.5714285714,10.4785714286,11.3714285714,2.7928571429,7.7142857143,9.5285714286,3.2,12.0357142857,13.2928571429,3.8571428571,4.1928571429,13.3142857143,3.195,5.4855,9.4371428571,13.14,1.575,7.3571428571,6.9,27.19
01-15,5.4625,11.95,6.4,3.9875,6.6375,8.225,14,5.4625,12.4125,1.575,13.3,7.1875,6.7,1.7875,9.3125,4.45,6.475,6.925,27.19,5.54,7.68,8.55,9.6538461538,6.8071428571,22.7,6.3214285714,6.9285714286,4.9785714286,4.5714285714,10.4785714286,11.4357142857,2.7928571429,8,9.5285714286,3.2,12.0357142857,13.9642857143,3.8857142857,4.2,13.3142857143,3.7485714286,5.4935,9.4421428571,13.4328571429,1.575,7.4428571429,6.925,27.19
01-16,5.475,12.0125,6.4,3.9875,6.825,8.2375,14.1125,5.4625,12.9875,1.575,13.3375,7.3,6.7125,1.7875,9.5,4.4625,6.475,6.925,27.2,5.72,7.69,8.56,9.6538461538,6.8071428571,22.7,6.3285714286,7.0428571429,4.9785714286,4.5714285714,10.6071428571,11.45,2.7928571429,8.8,9.5357142857,3.2,12.0357142857,14.8571428571,3.8857142857,4.2,13.3142857143,3.7485714286,5.573,9.5214285714,13.4925,1.575,7.4928571429,6.925,27.2
01-17,5.5625,12.025,6.4,4.45,6.85,8.2375,14.475,5.4625,13.175,1.775,13.3375,7.3375,6.725,1.875,9.525,4.4875,6.475,6.925,27.23,5.73,7.69,8.56,9.6538461538,6.8071428571,22.7071428571,6.3285714286,7.0428571429,4.9785714286,4.5714285714,10.6214285714,11.45,2.8,9.0571428571,9.5857142857,3.2,12.0357142857,15.9071428571,3.8857142857,4.2,13.3142857143,3.7485714286,5.6295,9.5614285714,13.565,1.775,7.5285714286,6.925,27.23
01-18,5.5875,12.95,6.425,4.7875,6.85,8.2375,15.1875,5.4625,13.2,2.0375,13.3375,7.35,6.725,2.125,9.55,4.4875,6.475,6.925,27.23,5.86,7.69,8.56,9.6538461538,6.8357142857,22.7071428571,6.3571428571,7.0428571429,4.9785714286,4.5714285714,10.6214285714,11.45,2.8,10.0857142857,9.7071428571,3.2,12.0428571429,16.0928571429,3.9,4.2,13.3142857143,3.76,5.6965,9.6858241758,13.7075,2.0375,7.5428571429,6.925,27.23
01-19,5.5875,13.0875,6.425,4.8625,6.8625,8.2375,15.85,5.4625,13.2,2.0875,13.3625,7.3625,6.725,2.1875,9.5875,4.4875,6.475,6.925,27.23,5.92,7.7,8.57,9.6538461538,7.7714285714,22.7071428571,6.3642857143,7.0428571429,4.9785714286,4.5714285714,10.6357142857,11.55,2.8,10.15,9.7785714286,3.2,12.0428571429,16.1214285714,3.9071428571,4.2,13.3142857143,3.7657142857,5.7205,9.7286813187,13.86,2.0875,7.7714285714,7.0428571429,27.23
01-20,5.5875,13.125,6.425,4.8625,6.875,8.2375,15.9625,5.4625,13.2,2.175,13.3625,7.8,6.75,2.1875,9.6,4.525,6.475,6.925,27.23,5.95,7.7,8.6,9.6538461538,8.4357142857,22.7071428571,6.3714285714,7.05,4.9785714286,4.5714285714,10.8,12.2857142857,2.85,10.15,9.7928571429,3.2285714286,12.0571428571,16.3214285714,3.9071428571,4.2,13.3142857143,3.7714285714,5.7325,9.7372527473,13.8825,2.175,7.8785714286,7.05,27.23
01-21,5.6,13.2375,6.425,4.8625,6.8875,8.2625,15.9625,5.4625,13.2125,2.1875,13.4875,7.8,6.825,2.1875,9.6,4.5375,6.475,6.925,27.23,5.96,7.74,8.63,9.6769230769,9.1357142857,22.7142857143,6.4285714286,7.05,4.9785714286,4.5785714286,10.8071428571,13.55,3.4928571429,10.1714285714,9.8,3.2357142857,12.0642857143,16.4285714286,3.9928571429,4.2,13.3142857143,3.8928571429,5.744,9.7507692308,14.0325,2.1875,8.0428571429,7.05,27.23
01-22,5.6,13.2375,6.425,4.875,6.9125,8.2625,16.0375,5.4625,13.325,2.3,13.55,7.8,6.9625,2.2125,9.625,4.55,6.4875,6.925,27.24,5.96,7.8,8.69,9.6923076923,10.8571428571,22.7142857143,7.4,7.05,4.9785714286,4.5857142857,10.8142857143,13.8071428571,3.4928571429,10.6857142857,9.9071428571,3.2428571429,12.0785714286,16.45,4.2357142857,4.2,13.3142857143,4.0585714286,5.744,10.3742857143,14.2532142857,2.2125,8.2071428571,7.4,27.24
01-23,5.625,13.2375,6.425,4.875,6.9125,8.2625,16.0875,5.475,13.3375,2.65,13.6875,7.85,6.9875,2.225,9.625,4.5625,6.4875,6.925,27.24,5.96,7.8,8.79,9.8153846154,12.1,22.7142857143,7.4142857143,7.0642857143,4.9785714286,4.5928571429,10.8142857143,14.7285714286,3.5,10.6857142857,9.9071428571,3.8214285714,12.0785714286,16.5142857143,4.5428571429,4.2,13.3142857143,4.1242857143,5.759,10.3742857143,15.0003571429,2.225,8.2857142857,7.4142857143,27.24
01-24,5.625,13.2625,6.425,4.8875,6.9125,8.2625,16.1125,5.4875,13.475,2.675,14.1,7.8625,6.9875,2.2375,9.625,4.5625,6.4875,6.925,27.24,6.01,7.8,8.84,10.0846153846,12.1428571429,22.7142857143,7.8928571429,7.0928571429,4.9785714286,4.6,11,15.6857142857,3.5071428571,10.6928571429,9.9071428571,4.0071428571,12.0857142857,16.6428571429,4.7142857143,4.2,13.3642857143,4.1614285714,5.779,10.4495604396,15.7710714286,2.2375,8.4428571429,7.8,27.24
01-25,5.625,13.2625,6.4625,4.8875,6.9125,8.2625,16.125,5.4875,13.925,2.6875,14.1625,7.8625,7.05,2.2875,9.9875,4.575,6.4875,6.9375,27.27,6.12,7.8,9.37,10.7307692308,12.1642857143,22.7142857143,7.9,7.2785714286,4.9785714286,4.6,11.05,15.7,3.5142857143,10.6928571429,9.9071428571,4.0857142857,12.0928571429,16.6428571429,4.7285714286,4.2,13.3785714286,4.1771428571,5.823,10.7156043956,15.785,2.2875,8.5142857143,7.8,27.27
01-26,5.6375,13.275,6.4625,4.8875,6.9125,8.2625,16.1375,5.975,14.65,2.825,14.55,7.8625,7.175,2.7625,10.1,4.625,6.4875,6.95,27.28,6.39,7.8,9.4,11.4923076923,12.2642857143,22.7142857143,7.9071428571,7.3571428571,4.9785714286,4.6,11.05,15.7071428571,3.5857142857,10.6928571429,9.9071428571,5.1714285714,12.1,16.6785714286,5.1142857143,4.2,13.3857142857,4.52,6.141,10.9071428571,15.7932142857,2.7625,8.5285714286,7.8,27.28
01-27,5.675,13.275,6.4625,4.8875,6.9125,8.2625,16.1625,6.1,15.425,2.8625,15.2,7.8625,7.875,3.6875,10.2,4.6375,6.4875,6.9625,27.77,6.47,7.8,9.43,11.6846153846,12.3071428571,22.7142857143,7.9428571429,7.7357142857,4.9785714286,4.7714285714,11.05,15.7142857143,3.5928571429,10.6928571429,10,5.2928571429,12.1,16.6785714286,5.1285714286,4.2357142857,13.3928571429,4.5571428571,6.245,10.9071428571,15.8039285714,2.8625,8.6357142857,7.8625,27.77
01-28,5.725,13.275,6.4625,4.8875,6.9125,8.2625,16.175,6.1625,15.45,2.8875,15.275,7.8625,8.0125,3.75,10.3625,4.725,6.4875,6.9625,28.1,6.58,7.8,10.79,11.7,13,22.7285714286,7.9428571429,8.1428571429,4.9785714286,5,11.0571428571,15.7857142857,3.6,10.6928571429,10.0214285714,5.4857142857,12.1,16.7214285714,5.15,4.2357142857,13.3928571429,4.6271428571,6.2825,10.9502857143,15.8635714286,2.8875,8.7714285714,7.9428571429,28.1
01-29,5.9875,13.35,6.4625,4.8875,6.925,8.2625,16.2,6.1875,15.45,2.925,15.3,7.875,8.05,3.75,10.4125,4.875,6.525,6.9625,28.24,6.66,7.8,11.66,11.7153846154,13,22.7285714286,7.9428571429,8.2571428571,4.9785714286,5,11.0571428571,15.8,3.6071428571,10.6928571429,10.0357142857,5.5357142857,12.1,16.7285714286,5.15,4.2857142857,13.3928571429,4.7571428571,6.2975,11.4188571429,15.88,2.925,8.8071428571,7.9428571429,28.24
01-30,6,13.4125,6.475,4.9,6.95,8.2625,16.2875,6.2125,15.45,2.925,15.3375,7.8875,8.05,3.75,10.55,4.9625,6.525,6.975,28.65,6.68,7.8,11.71,11.7230769231,13,22.7357142857,7.9428571429,8.35,5.0071428571,5.0714285714,11.0642857143,15.8,3.6142857143,10.6928571429,10.0571428571,6.15,12.1,16.8285714286,5.15,4.2928571429,13.3928571429,4.7785714286,6.3175,11.4517142857,15.8975,2.925,8.8214285714,7.9428571429,28.65
01-31,6,13.4375,6.475,4.9625,6.95,8.2625,16.925,6.3875,15.5125,3.0125,15.4375,7.95,8.075,3.7875,10.675,4.975,6.525,6.975,28.76,6.71,7.8,11.72,11.7230769231,13.0357142857,22.75,7.9428571429,8.3714285714,5.2285714286,5.6071428571,11.2071428571,15.8,3.6142857143,10.6928571429,10.0642857143,6.1714285714,12.1,16.9571428571,5.15,4.3,13.3928571429,4.83,6.4225,11.5148571429,16.025,3.0125,8.8642857143,7.95,28.76
02-01,6.0125,13.45,6.5125,5,6.95,8.2625,17.45,6.3875,15.525,3.2125,15.4375,7.95,8.1625,3.95,10.7125,4.9875,6.525,7.1,28.77,6.76,7.93,11.82,11.7230769231,13.0357142857,22.8357142857,7.9428571429,8.3714285714,5.6428571429,5.6285714286,12.5142857143,15.8071428571,3.6142857143,10.6928571429,10.0714285714,6.1785714286,12.1,16.9571428571,5.15,4.3214285714,13.3928571429,4.8542857143,6.4375,11.7812307692,16.0371428571,3.2125,9.05,7.95,28.77
02-02,6.0125,13.45,6.5125,5.675,6.95,8.2625,17.5125,6.4625,15.55,3.25,15.4375,8.1,8.1625,3.95,10.725,4.9875,6.6125,7.125,28.78,6.8,7.95,11.85,11.7230769231,13.05,22.8714285714,7.9428571429,8.3785714286,5.6428571429,5.6285714286,12.7428571429,15.8071428571,3.6142857143,10.7214285714,10.0714285714,6.2285714286,12.1,16.9642857143,5.9285714286,4.3214285714,13.3928571429,4.8542857143,6.4825,11.7992307692,16.0385714286,3.25,9.1214285714,8.1,28.78
02-03,6.0375,13.625,6.5125,5.725,6.95,8.2625,17.5375,6.475,15.55,3.275,15.675,8.3,8.1625,3.95,10.75,5,6.8375,7.2875,28.8,6.84,7.95,11.92,11.7230769231,13.0642857143,22.8714285714,8.0071428571,8.3785714286,5.6642857143,5.6285714286,12.7571428571,15.8142857143,3.6142857143,12.1214285714,10.0857142857,6.2428571429,12.1,16.9785714286,6.3,4.3214285714,13.3928571429,4.8642857143,6.49,12.028,16.0471428571,3.275,9.1714285714,8.1625,28.8
02-04,6.1125,13.675,6.8125,5.725,6.95,8.2625,17.6,6.5,15.5625,3.275,15.7,8.3625,8.1875,3.95,10.75,5.025,6.875,7.575,28.8,6.84,7.96,13.02,11.7230769231,13.0642857143,22.8928571429,8.0214285714,8.3785714286,5.6928571429,5.6285714286,12.7714285714,15.8357142857,3.6142857143,12.5214285714,10.1714285714,6.2428571429,12.1,16.9785714286,6.3285714286,4.3214285714,13.3928571429,4.8842857143,6.625,12.3528571429,16.0642857143,3.275,9.25,8.1875,28.8
02-05,6.125,13.6875,8.0625,5.7375,6.95,8.2625,17.6,6.6375,15.5625,3.3125,15.7125,8.7625,8.35,3.95,10.75,5.025,6.8875,7.6625,28.8,6.85,7.97,13.06,11.7230769231,13.1,22.9,8.0285714286,8.3928571429,5.7214285714,5.6357142857,12.8357142857,15.8642857143,3.6142857143,13.4285714286,10.1857142857,6.2428571429,12.1,16.9785714286,6.6142857143,4.3214285714,13.3928571429,4.8842857143,6.7225,12.5414285714,16.0871428571,3.3125,9.3428571429,8.2625,28.8
02-06,6.1375,13.6875,8.1625,5.7375,6.95,8.2625,17.6125,6.65,15.5625,3.3125,15.7625,8.7625,8.6,3.95,10.75,5.025,6.975,7.775,28.81,6.85,7.97,13.09,11.8153846154,13.4,22.9,8.0357142857,8.3928571429,5.7285714286,5.6357142857,12.8428571429,15.8642857143,3.6142857143,14.4,10.2214285714,6.2428571429,12.1,17.1928571429,7.2285714286,4.3214285714,13.3928571429,4.8842857143,6.89,12.5457142857,16.13,3.3125,9.4,8.2625,28.81
02-07,6.1375,13.7,8.2,5.775,6.95,8.275,17.625,6.675,15.5625,3.325,15.8,9.05,8.625,3.95,10.75,5.025,6.9875,7.85,28.89,6.85,7.97,13.12,12.3615384615,14.1071428571,22.9071428571,8.05,8.3928571429,5.8714285714,5.6357142857,12.8428571429,15.9571428571,3.6285714286,14.4142857143,10.2285714286,6.2428571429,12.1,17.2285714286,8.5285714286,4.3428571429,13.4,4.8885714286,6.89,12.6503296703,16.2114285714,3.325,9.5357142857,8.3928571429,28.89
02-08,6.1375,13.7125,8.2375,6.1375,6.95,8.425,17.8875,7.4625,15.575,3.325,15.825,9.4,8.6375,3.95,10.7875,5.025,7,7.925,29.44,6.85,7.97,13.14,12.7,14.3214285714,22.9285714286,8.1071428571,8.3928571429,5.8714285714,5.65,12.8428571429,16.0142857143,3.6285714286,14.4214285714,10.2357142857,6.25,12.1,17.2285714286,9.3214285714,4.3571428571,13.4071428571,4.8914285714,6.97,12.7857142857,16.2571428571,3.325,9.65,8.425,29.44
02-09,6.1625,13.7125,8.2875,6.1625,6.95,8.45,19.2375,8.5875,15.6125,3.325,15.825,10.0375,8.6625,3.9625,10.8125,5.0375,7.0375,7.9375,29.46,6.85,7.97,13.14,13.3307692308,14.3357142857,22.9285714286,8.1142857143,8.65,5.8857142857,5.65,12.8428571429,16.0285714286,3.6285714286,14.4285714286,10.2428571429,6.2642857143,12.1,17.2285714286,10.0857142857,4.3571428571,13.4071428571,4.9014285714,6.985,13.0211428571,16.2685714286,3.325,9.8428571429,8.65,29.46
02-10,6.1625,13.7125,8.5,6.1625,6.95,8.475,19.8875,8.6375,15.625,3.325,15.85,10.3375,9.3125,4.025,10.85,5.0375,7.0625,8,29.5,6.85,7.98,13.16,14.2153846154,14.55,22.9285714286,8.1142857143,8.8285714286,5.9285714286,5.65,12.8428571429,16.0428571429,3.6357142857,14.4714285714,10.3285714286,6.2857142857,12.1,17.2285714286,10.2,4.3571428571,13.4214285714,4.9014285714,6.995,13.0331428571,16.28,3.325,9.9357142857,8.8285714286,29.5
02-11,6.2,13.7125,8.6,6.1875,6.95,9.125,19.925,8.6375,15.625,3.325,15.8625,10.375,9.6875,4.3625,11.125,5.0375,7.0875,8,29.51,6.85,8,13.18,14.2923076923,14.5571428571,22.9357142857,8.1214285714,8.9571428571,5.9428571429,5.65,12.8428571429,16.4214285714,3.6571428571,15.0142857143,10.3785714286,6.2857142857,12.1,17.2285714286,10.2928571429,4.3571428571,13.4571428571,4.9025,7.005,13.0451428571,16.5828571429,3.325,10.05,9.125,29.51
02-12,6.5,13.7125,8.65,6.2125,6.95,9.7375,19.95,8.9,15.6375,3.325,15.875,10.475,9.7875,4.475,11.2625,5.0375,7.15,8,30.48,6.85,8.21,13.19,14.4153846154,14.5857142857,22.9357142857,8.1714285714,8.9928571429,5.9428571429,5.65,12.8428571429,17.0071428571,3.6571428571,15.0357142857,10.4142857143,6.3142857143,12.1,17.2285714286,10.3,4.3571428571,13.7214285714,4.925,7.03,13.0511428571,17.0514285714,3.325,10.1285714286,9.7375,30.48
02-13,6.625,13.725,8.7375,6.2375,6.95,10.275,19.9625,9.025,15.6375,3.325,15.925,10.475,9.7875,5.2875,11.4625,5.0375,7.425,8.0125,30.63,6.85,8.22,13.2,14.6846153846,14.6,22.9357142857,8.3714285714,9.0214285714,5.9428571429,5.65,12.8428571429,17.1071428571,3.9071428571,15.0571428571,10.4142857143,6.4214285714,12.1,17.2285714286,10.3071428571,4.3571428571,13.7571428571,5.2375,7.14,13.0571428571,17.1314285714,3.325,10.1642857143,9.7875,30.63
02-14,7.175,13.725,8.75,6.3,6.95,10.95,20,9.05,15.9,3.325,15.9375,10.55,9.825,5.5,11.8125,5.0375,7.75,8.0375,30.67,6.85,8.25,13.54,15.1153846154,14.6285714286,22.9357142857,8.9785714286,9.0214285714,5.9428571429,5.65,12.8428571429,17.1071428571,4.0571428571,15.3214285714,10.4142857143,6.8785714286,12.1,17.25,10.3214285714,5.7285714286,13.8071428571,5.62,7.405,13.2611428571,17.1357142857,3.325,10.3428571429,9.825,30.67
02-15,7.3875,13.725,8.75,6.3875,6.95,11.025,20.0125,9.05,17.7875,3.325,15.9375,11.1875,9.8375,5.575,12.0125,5.0375,7.8125,8.0375,30.73,6.86,8.25,13.57,15.2153846154,14.6357142857,22.9642857143,9.0357142857,9.0285714286,5.9428571429,5.65,12.8428571429,17.1071428571,4.3285714286,16.8571428571,10.4142857143,6.9357142857,12.1,17.7714285714,10.3214285714,6.3571428571,13.8142857143,5.635,7.5575,13.2791428571,17.7746428571,3.325,10.4071428571,9.8375,30.73
02-16,7.4625,13.725,8.75,6.4375,6.9625,11.7125,20.125,9.075,17.8375,3.325,15.95,12,9.8625,5.5875,12.05,5.0375,7.825,8.075,30.78,6.89,8.27,13.62,15.3615384615,14.6571428571,22.9857142857,9.3785714286,9.0285714286,5.9428571429,5.65,12.8428571429,17.1071428571,4.4142857143,17.0071428571,10.4214285714,7.0642857143,12.1071428571,17.9142857143,10.3285714286,6.3714285714,13.8214285714,5.6375,7.6075,13.3091428571,17.8528571429,3.325,10.5571428571,9.8625,30.78
02-17,7.5125,13.725,8.75,6.525,7.225,11.975,20.3375,9.1,17.8625,3.325,15.9625,12.075,9.875,6.2125,12.05,5.0375,7.95,8.1375,30.87,6.93,8.3,13.64,16.2307692308,14.6571428571,23.1428571429,9.4,9.0357142857,5.9428571429,5.65,12.8428571429,17.1142857143,4.4285714286,17.1857142857,10.4214285714,7.1357142857,12.1785714286,17.9357142857,10.3357142857,6.3714285714,14.65,5.8842857143,7.6875,13.3211428571,17.8771428571,3.325,10.6142857143,9.875,30.87
02-18,7.5375,13.75,8.75,7.3375,7.2625,12.05,20.35,10.15,17.8625,3.325,15.9875,12.1875,9.875,6.525,12.1625,5.05,7.9875,8.1625,30.91,6.93,8.32,13.65,16.4692307692,14.6571428571,23.1571428571,9.4,9.0357142857,5.9428571429,5.65,13.1071428571,17.5214285714,4.4285714286,17.4,10.4214285714,7.1714285714,12.1857142857,17.9428571429,10.3428571429,6.3714285714,14.9928571429,5.8842857143,7.7175,13.4328571429,17.8785714286,3.325,10.8,10.15,30.91
02-19,7.5625,13.775,8.75,8.1875,7.2875,12.0625,21,10.5875,17.875,3.325,15.9875,12.2,9.875,6.55,12.2125,5.475,8.025,8.2125,31.64,7.1,8.36,13.65,16.4923076923,14.6714285714,23.2285714286,9.4642857143,9.0357142857,5.9428571429,5.65,13.5928571429,18.4428571429,4.4285714286,17.5214285714,10.4214285714,7.1785714286,12.1857142857,17.9428571429,10.35,6.3785714286,15.95,5.8842857143,8.09,13.6271428571,18.0428571429,3.325,10.9785714286,10.35,31.64
02-20,7.6125,13.7875,8.7875,8.3,7.3,12.0875,22.5375,10.9625,17.9125,3.4375,16,12.325,9.8875,6.5875,12.2375,5.625,8.05,8.2375,32.6,7.2,8.81,13.71,16.5076923077,14.7,24.6714285714,9.6857142857,9.1285714286,5.95,5.65,13.6285714286,18.6857142857,4.7714285714,17.5357142857,10.4214285714,7.2,12.2071428571,17.9428571429,10.4785714286,6.4,16.6428571429,5.89,8.125,13.6774285714,18.0914285714,3.4375,11.0928571429,10.4214285714,32.6
02-21,7.6375,13.7875,8.7875,8.3125,7.3125,12.1125,23.3875,11.1375,17.925,5.3125,16.0125,12.4125,9.8875,6.8375,12.275,5.675,8.05,8.2875,33.1,7.21,8.84,13.95,16.5153846154,14.9928571429,24.7714285714,9.6928571429,9.3928571429,5.95,5.65,13.6285714286,18.7857142857,4.7714285714,17.8785714286,10.4214285714,7.2428571429,12.2071428571,17.9571428571,10.9285714286,6.4,16.8071428571,5.895,8.145,13.7239285714,18.1228571429,4.7714285714,11.1285714286,10.4214285714,33.1
02-22,7.65,13.7875,8.7875,8.325,7.325,12.1125,23.5375,11.3375,17.925,6.425,16.0125,12.4375,9.925,7.8125,12.3,5.675,8.05,8.6875,33.42,7.25,8.88,14.07,16.5230769231,15.3857142857,24.7785714286,9.7071428571,9.4,5.95,5.65,13.6285714286,18.8428571429,4.7857142857,18.3214285714,10.45,7.2428571429,12.2928571429,18.1714285714,11.1214285714,6.4,16.8071428571,6.31,8.16,13.7239285714,18.4257142857,4.7857142857,11.1357142857,10.45,33.42
02-23,7.7,13.8125,8.7875,8.3875,7.325,12.225,23.5625,11.4,17.925,7.2625,16.1,12.9,9.95,7.9125,12.5,5.675,8.075,9.225,33.91,7.27,8.97,14.89,16.6384615385,15.5142857143,24.7928571429,9.7071428571,9.4142857143,5.95,6.15,13.6357142857,19.0428571429,5.0571428571,18.35,11.0928571429,7.2428571429,12.8714285714,18.4857142857,11.1214285714,6.4,16.8357142857,6.35,8.2,13.7417857143,18.5971428571,5.0571428571,11.3142857143,11.0928571429,33.91
02-24,8.575,13.8125,8.7875,8.425,7.35,12.2375,24.15,11.45,17.975,7.35,16.1125,13.5875,9.95,8.725,12.675,5.675,8.075,9.75,34.07,7.27,9.34,15.12,16.8153846154,15.5642857143,24.8,9.7285714286,9.4857142857,5.95,6.5285714286,13.6571428571,19.0714285714,5.1714285714,18.3571428571,11.15,7.2428571429,13.2857142857,19.0142857143,11.1214285714,6.4,16.85,6.5028571429,8.635,13.7503571429,19.0257142857,5.1714285714,11.3928571429,11.1214285714,34.07
02-25,9.225,13.8125,8.8125,8.425,7.4,12.3125,24.7875,11.475,17.975,7.375,16.1125,14.375,9.95,9.2,12.8375,5.6875,8.275,9.95,34.09,7.29,9.37,15.56,16.8153846154,15.8357142857,24.8214285714,9.7285714286,9.5071428571,5.95,6.5642857143,13.6571428571,19.0857142857,5.1857142857,18.4071428571,11.1571428571,7.2428571429,13.2857142857,19.3785714286,11.1214285714,6.4,16.8571428571,6.5314285714,8.9675,14.15,19.1442857143,5.1857142857,11.5214285714,11.1214285714,34.09
02-26,9.5625,13.8125,8.8125,8.425,7.4,12.3125,24.9,11.4875,18.075,8.125,16.15,14.425,9.95,9.2375,12.9125,5.6875,9.2125,10.025,34.17,7.3,9.44,15.59,16.8153846154,15.85,24.8785714286,9.7285714286,9.5285714286,5.95,6.5714285714,13.6571428571,19.1142857143,5.2,18.4214285714,11.1571428571,7.25,13.2857142857,19.7071428571,11.1285714286,6.4,16.8642857143,6.5371428571,9.2225,14.18,19.2328571429,5.2,11.5214285714,11.1285714286,34.17
