date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
08-24,21.44,30.98,37.29,23.5909090909,33.6833333333,26.3833333333,27.4166666667,30.3666666667,19.2,22.3916666667,28.425,38.85,39.05,24.7416666667,34.2583333333,15.1166666667,22.4333333333,30.85,24.3833333333,13.7833333333,29.9,10.3083333333,22.05,20.0416666667,37.1583333333,16.8833333333,19.5083333333,32.85,22.5642857143,31.30625,21.225,22.475,23.51875,18.3875,22.2375,23.60625,29.61875,14.39375,28.1375,22.80625,19.8866666667,22.69375,32.25,26.275,13.025,,15.8233333333,22.0875,29.38,34.0283333333,10.3083333333,23.3125,23.5909090909,39.05
08-25,21.46,31.15,37.32,23.7272727273,33.6916666667,26.525,27.5416666667,30.4833333333,19.2166666667,22.3916666667,28.6833333333,39.375,39.15,24.8666666667,34.6833333333,15.3083333333,22.6166666667,30.9916666667,24.425,13.9833333333,29.9166666667,10.3083333333,22.1333333333,20.0583333333,37.2583333333,17.2166666667,19.5333333333,32.9916666667,22.7357142857,31.375,21.375,22.61875,23.7875,18.40625,22.29375,23.73125,29.76875,14.525,28.1375,22.825,19.9266666667,23.0625,32.3,26.38125,13.125,,16.0716666667,22.1654166667,29.5516666667,34.2866666667,10.3083333333,23.4375,23.73125,39.375
08-26,21.68,31.26,37.35,23.8818181818,33.7666666667,26.7166666667,27.7416666667,30.65,19.2416666667,22.4,28.7666666667,39.4083333333,39.2083333333,24.95,34.8583333333,15.5166666667,22.7833333333,31,24.5,14.0583333333,29.9416666667,10.3333333333,22.275,20.125,37.275,17.3916666667,19.5666666667,33.1583333333,22.7714285714,31.375,21.5375,22.7625,24.1875,18.4375,22.74375,23.84375,29.775,14.86875,28.1375,22.93125,19.9866666667,23.20625,32.41875,26.40625,13.28125,,16.2666666667,22.3,29.5733333333,34.4216666667,10.3333333333,23.65,23.8818181818,39.4083333333
08-27,21.75,31.32,37.44,24.0363636364,33.8,27.2333333333,27.825,30.8166666667,19.25,22.4166666667,29.2416666667,39.525,39.5,25,34.9583333333,15.6333333333,22.8833333333,31.025,24.6083333333,14.1583333333,29.975,10.3583333333,22.55,20.1416666667,37.275,17.5083333333,19.625,33.4666666667,22.8428571429,31.375,21.65,22.88125,24.54375,18.68125,22.8875,24.1,29.78125,14.99375,28.1375,23.01875,19.9428571429,23.3375,32.4875,26.43125,13.5625,,16.3833333333,22.4433333333,29.6733333333,34.495,10.3583333333,23.81875,24.1,39.525
08-28,21.87,31.32,37.48,24.2363636364,33.8416666667,27.5083333333,27.8583333333,31.4,19.2916666667,22.4416666667,29.275,39.525,40.4583333333,25.0833333333,35.0833333333,15.775,22.95,31.0333333333,24.975,14.3583333333,29.975,10.375,22.875,20.175,37.275,17.5166666667,19.7166666667,33.6333333333,22.8428571429,31.475,21.7875,22.99375,24.65,18.8375,23.09375,24.625,29.78125,15.00625,28.15,23.29375,19.9571428571,23.4875,32.5625,26.48125,13.6375,,16.4716666667,22.5219047619,29.68,34.5866666667,10.375,24.21875,24.625,40.4583333333
08-29,22.11,31.32,37.67,24.5,33.9333333333,27.775,27.8583333333,31.7083333333,19.3083333333,22.4666666667,29.3333333333,39.525,40.8083333333,25.1666666667,35.175,15.9083333333,23,31.1083333333,25.2916666667,14.575,30.0083333333,10.4333333333,23.125,20.1833333333,37.275,17.5666666667,19.775,33.6916666667,22.8428571429,31.63125,21.89375,23.00625,24.69375,18.85625,23.1375,24.7125,29.83125,15.03125,28.3,23.34375,20,23.5625,32.6,26.5375,13.64375,,16.5716666667,22.5419047619,29.7316666667,34.6783333333,10.4333333333,24.35625,24.69375,40.8083333333
08-30,22.22,31.52,37.92,24.5272727273,33.9583333333,27.9916666667,27.875,31.975,19.3083333333,22.5833333333,29.4166666667,39.525,40.875,25.25,35.2166666667,15.9666666667,23.2166666667,31.1083333333,25.4166666667,14.7666666667,30.1333333333,10.5416666667,23.2,20.1916666667,37.275,17.5916666667,19.7833333333,33.7416666667,22.8571428571,31.725,21.9875,23.00625,25.31875,18.875,23.15625,24.75,29.9125,15.05625,28.4125,23.4,20.1357142857,23.58125,32.625,26.5875,13.7625,,16.6166666667,22.6380952381,29.8133333333,34.7133333333,10.5416666667,24.4125,24.75,40.875
08-31,22.32,31.63,37.97,24.5727272727,33.9833333333,28.2333333333,27.8916666667,32.3583333333,19.4416666667,22.6666666667,29.45,39.6083333333,40.8916666667,25.3583333333,35.3666666667,15.9833333333,23.375,31.2333333333,25.825,14.8833333333,30.225,10.5916666667,23.3333333333,20.1916666667,37.275,17.6916666667,19.8,33.9666666667,22.8642857143,31.75625,22.00625,23.0375,25.65625,18.89375,23.3375,24.7625,29.93125,15.06875,28.475,23.45625,20.2357142857,23.5875,32.64375,26.6875,13.7625,,16.6666666667,22.7061904762,29.835,34.8133333333,10.5916666667,24.56875,24.7625,40.8916666667
09-01,22.7,31.82,38,24.6363636364,34.0416666667,28.5333333333,27.9333333333,32.7666666667,19.4583333333,22.7333333333,29.6083333333,39.6083333333,40.975,25.4416666667,35.45,16,23.4916666667,31.3666666667,25.9916666667,14.9416666667,30.25,10.65,23.3583333333,20.2,37.275,17.7666666667,19.85,34.6333333333,22.8642857143,31.7625,22.03125,23.04375,25.80625,18.9,23.525,24.7875,29.93125,15.075,28.5375,23.48125,20.55,23.59375,32.73125,26.68125,13.81875,,16.7066666667,22.7595238095,29.8666666667,35.1233333333,10.65,24.6,24.7875,40.975
09-02,22.84,31.85,38,24.9454545455,34.0666666667,28.6083333333,28.0083333333,33.125,19.4666666667,22.9,29.6916666667,39.6083333333,40.9916666667,25.5,35.4833333333,16.1333333333,23.575,31.575,26.1583333333,14.9416666667,30.25,10.6916666667,23.4583333333,20.2333333333,37.325,17.9166666667,20.125,34.7083333333,22.8857142857,31.7625,22.10625,23.04375,25.84375,18.9125,23.5875,24.8125,29.95,15.18125,28.6,23.5,21.45,23.60625,32.81875,26.68125,13.8625,,16.8466666667,22.8885714286,29.8983333333,35.1733333333,10.6916666667,24.68125,24.9454545455,40.9916666667
09-03,22.94,31.89,38.08,25.1,34.1,28.6333333333,28.0166666667,33.1833333333,19.5166666667,23.1083333333,29.775,39.6083333333,41,26.0583333333,35.5,16.2166666667,23.6583333333,31.675,26.1916666667,14.9416666667,30.2666666667,10.7666666667,23.5333333333,20.2666666667,37.5,18.0666666667,20.3,34.9083333333,22.9142857143,31.7625,22.175,23.125,25.875,18.91875,23.61875,24.8125,29.95,15.5625,28.63125,23.5125,21.4928571429,23.61875,32.975,26.6875,13.8875,,16.9566666667,22.9736666667,29.915,35.2633333333,10.7666666667,24.725,25.1,41
09-04,23.07,31.93,38.09,25.1,34.1083333333,28.6416666667,28.1,33.2083333333,19.7333333333,23.2833333333,29.8416666667,39.6083333333,41,27.0916666667,35.5,16.3333333333,23.6916666667,31.7333333333,26.25,14.9583333333,30.2916666667,10.8166666667,23.6166666667,20.3666666667,37.7,18.1666666667,20.3666666667,35.0333333333,22.95,31.8625,22.19375,23.1625,25.9875,18.925,23.70625,24.81875,29.9625,15.68125,28.65625,23.51875,21.5,23.625,32.975,26.6875,13.99375,,17.0666666667,23.0885,29.9383333333,35.3133333333,10.8166666667,24.83125,25.1,41
09-05,23.27,31.97,38.12,25.1,34.1166666667,28.6666666667,28.2916666667,33.225,19.75,23.35,29.95,39.6083333333,41.0083333333,27.1833333333,35.5083333333,16.7333333333,23.7583333333,32.225,26.3583333333,14.9666666667,30.2916666667,10.8833333333,23.8833333333,20.525,37.75,18.225,20.3916666667,35.0666666667,22.9714285714,31.8875,22.2375,23.2875,26.01875,19.03125,23.80625,24.825,29.975,15.75,28.6875,23.53125,21.5214285714,23.63125,32.975,26.69375,14.03125,,17.33,23.2735,29.97,35.3316666667,10.8833333333,24.9,25.1,41.0083333333
09-06,23.49,32.06,38.12,25.1,34.125,28.6833333333,28.3083333333,33.2333333333,19.8,23.5,30.275,39.6083333333,41.0083333333,27.2333333333,35.5166666667,17.075,23.9,32.5416666667,26.375,14.975,30.3083333333,10.925,24,20.6583333333,37.8,18.2333333333,20.4583333333,35.075,23.2428571429,31.89375,22.425,23.38125,26.025,19.09375,23.925,24.84375,30.0125,15.7875,28.6875,23.5375,21.5214285714,23.63125,32.975,26.6875,14.13125,,17.5383333333,23.403,30.2225,35.34,10.925,24.9875,25.1,41.0083333333
09-07,23.58,32.23,38.13,25.1181818182,34.275,28.7166666667,28.3166666667,33.275,19.975,23.5916666667,30.4083333333,39.6083333333,41.025,27.525,35.675,17.3,24.0166666667,32.6,26.3916666667,14.9833333333,30.3083333333,11.1666666667,24.2083333333,20.7916666667,37.85,18.5166666667,20.5666666667,35.1,23.5214285714,31.96875,22.65,23.61875,26.03125,19.125,24.025,24.8625,30.0375,15.825,28.69375,23.55,21.5357142857,23.6375,32.975,26.69375,14.15,,17.7866666667,23.556,30.2541666667,35.445,11.1666666667,25.06875,25.1181818182,41.025
09-08,23.59,32.31,38.28,25.1181818182,34.2916666667,28.7916666667,28.325,33.3083333333,19.9833333333,23.6416666667,30.4583333333,39.6083333333,41.025,27.5833333333,35.7,17.4333333333,24.0916666667,32.625,26.4,14.9833333333,30.3166666667,11.5833333333,24.3,20.8416666667,37.95,18.6166666667,20.5916666667,35.1166666667,23.6428571429,32.15,22.73125,23.70625,26.18125,19.25625,24.14375,24.9,30.04375,15.8875,28.81875,23.56875,21.5357142857,23.65,32.9875,26.80625,14.15,,17.9066666667,23.6003333333,30.2620833333,35.4666666667,11.5833333333,25.10625,25.1181818182,41.025
09-09,23.62,32.31,38.3,25.1181818182,34.3,29,28.3333333333,33.3666666667,20,23.7,30.4583333333,39.6083333333,41.0416666667,27.6333333333,35.9,17.625,24.1083333333,32.625,26.4,14.9916666667,30.3166666667,11.8166666667,24.4,20.8583333333,38.0083333333,18.7,20.65,35.1583333333,24.0714285714,32.18125,22.9375,23.7375,26.8375,19.51875,24.175,24.91875,30.1875,15.8875,28.84375,23.675,21.55,23.6875,33.0125,26.825,14.15625,,18.055,23.6775,30.2908333333,35.6033333333,11.8166666667,25.19375,25.1181818182,41.0416666667
09-10,23.66,32.54,38.31,25.1181818182,34.3,29.1666666667,28.3333333333,33.375,20.0166666667,23.7083333333,30.4666666667,39.6083333333,41.05,27.6916666667,36.0333333333,17.8833333333,24.1333333333,32.7,26.425,14.9916666667,30.325,11.9833333333,25.4333333333,20.875,38.2083333333,18.7416666667,20.6916666667,35.3083333333,24.2071428571,32.2,23.09375,23.83125,27.60625,19.84375,24.1875,24.91875,30.31875,15.8875,28.85,23.725,21.55,23.7,33.0625,26.825,14.15625,,18.2266666667,23.7016666667,30.32375,35.7433333333,11.9833333333,25.2875,25.4333333333,41.05
09-11,23.76,33.17,38.37,25.4909090909,34.35,29.2833333333,28.3416666667,33.4583333333,20.0333333333,23.725,30.5166666667,39.6083333333,41.075,27.8083333333,36.1583333333,18.3666666667,24.1916666667,32.7833333333,26.4333333333,15,30.3333333333,12.7666666667,25.8083333333,20.875,38.25,18.8,20.7666666667,35.6083333333,24.3428571429,32.2125,23.45,23.94375,27.9875,19.9,24.20625,24.91875,30.33125,15.8875,28.95625,23.74375,21.5571428571,23.90625,33.0875,26.83125,14.16875,,18.54,23.747,30.3329166667,35.9383333333,12.7666666667,25.41875,25.8083333333,41.075
09-12,23.76,33.6,38.44,25.6454545455,35.1333333333,29.3166666667,28.35,33.725,20.0416666667,23.7416666667,30.5333333333,39.6083333333,41.1,28.0583333333,36.2083333333,18.6333333333,24.5916666667,33.1166666667,26.5083333333,15,30.3416666667,13.0333333333,25.8833333333,20.8916666667,38.2583333333,18.8083333333,20.7833333333,35.675,24.4785714286,32.23125,23.6,24.2,28.125,19.9125,24.24375,24.925,30.3375,15.8875,28.99375,23.78125,21.5571428571,24.08125,33.10625,26.83125,14.2,,18.7033333333,23.76425,30.3408333333,35.995,13.0333333333,25.56875,25.8833333333,41.1
09-13,23.78,33.78,38.57,25.6818181818,35.1916666667,29.3583333333,28.3833333333,33.775,20.0416666667,23.7583333333,30.6083333333,39.6083333333,41.475,28.125,36.2083333333,18.775,24.8333333333,33.175,26.6,15.075,30.35,13.1583333333,25.9333333333,20.925,38.2583333333,18.9083333333,20.8,35.8333333333,24.5,32.25625,24.03125,24.40625,28.2375,19.91875,24.26875,24.9625,30.3375,15.8875,29.0875,23.8,21.5571428571,24.425,33.4875,26.85,14.4625,,18.8283333333,23.84625,30.3475,36.0583333333,13.1583333333,25.65625,25.9333333333,41.475
09-14,23.82,33.8,38.67,25.7272727273,35.3083333333,29.375,28.425,33.8083333333,20.0416666667,23.7583333333,30.6166666667,39.7333333333,42.075,28.225,36.225,19.1333333333,25.05,33.175,26.7583333333,15.0833333333,30.5,13.2166666667,25.9416666667,20.9333333333,38.275,19.0333333333,20.8,35.85,24.5642857143,32.25625,24.225,24.44375,28.3625,19.93125,24.3,25.01875,30.34375,15.8875,29.13125,23.80625,21.5642857143,24.65,33.65625,26.85625,14.5125,,19.0733333333,23.901,30.46875,36.075,13.2166666667,25.71875,25.9416666667,42.075
09-15,23.84,33.8,38.72,25.8272727273,35.4583333333,29.3916666667,28.5333333333,33.825,20.0583333333,23.8333333333,30.625,39.9,42.075,28.3,36.2416666667,19.5416666667,25.2083333333,33.1833333333,27.3916666667,15.0833333333,30.6,13.225,25.95,20.9333333333,38.3,19.3416666667,20.8,35.8916666667,24.6142857143,32.25625,24.3375,24.45625,28.44375,19.95625,24.34375,25.0375,30.40625,15.8875,29.24375,23.80625,21.5642857143,24.66875,33.775,26.86875,14.51875,,19.4216666667,23.9395,30.56125,36.1016666667,13.225,25.85625,25.95,42.075
09-16,24.01,33.81,38.8,25.8909090909,35.6166666667,29.3916666667,28.5333333333,33.825,20.0583333333,23.9416666667,30.6333333333,40,42.075,28.3833333333,36.2583333333,19.7,25.5083333333,33.225,27.8166666667,15.0916666667,30.675,13.25,25.9583333333,20.9333333333,38.3666666667,19.3666666667,20.8,35.9083333333,24.6285714286,32.25625,24.4125,24.45625,28.46875,20.025,24.4125,25.04375,30.55,15.9125,29.4375,23.8125,21.5714285714,24.68125,33.7625,26.9875,14.51875,,19.5,24.0905,30.6166666667,36.1183333333,13.25,25.93125,25.9583333333,42.075
09-17,24.2,33.84,38.9,25.9545454545,35.6583333333,29.4,28.5333333333,33.8583333333,20.075,24.0416666667,30.6333333333,40.0083333333,42.075,28.4,36.3,19.775,25.5583333333,33.3,28.0166666667,15.0916666667,30.725,13.2833333333,25.9583333333,20.9333333333,38.4,19.3833333333,20.8333333333,35.9166666667,24.6357142857,32.25625,24.475,24.4625,28.53125,20.2375,24.43125,25.05625,30.56875,15.9125,29.5375,23.8125,21.5714285714,24.6875,33.75625,27.21875,14.5875,,19.54,24.24625,30.6204166667,36.1466666667,13.2833333333,25.96875,25.9583333333,42.075
09-18,24.34,33.84,39.07,26.0454545455,35.8333333333,29.4083333333,28.5333333333,33.8583333333,20.075,24.5916666667,30.6416666667,40.0166666667,42.0833333333,28.4083333333,36.3083333333,19.8666666667,25.5833333333,33.3333333333,28.2,15.0916666667,30.7416666667,13.2833333333,25.9583333333,20.9666666667,38.4,19.425,20.8416666667,35.95,24.7428571429,32.25625,24.475,24.4625,28.53125,20.5,24.4625,25.075,30.56875,15.91875,29.54375,23.8125,21.5785714286,24.6875,33.80625,27.325,14.6,,19.6016666667,24.4625,30.6270833333,36.165,13.2833333333,26.01875,26.0454545455,42.0833333333
09-19,24.41,33.84,39.17,26.1272727273,37.4083333333,29.4083333333,28.5583333333,33.8583333333,20.075,24.8833333333,30.65,40.025,42.0833333333,28.4083333333,36.325,20.0166666667,25.6166666667,33.3583333333,28.375,15.1,30.7416666667,13.2833333333,25.9583333333,21.175,38.4083333333,19.4666666667,20.8916666667,35.95,24.8,32.25625,24.50625,24.46875,28.55625,20.5625,24.49375,25.08125,30.56875,15.975,29.54375,23.81875,21.6785714286,24.70625,33.825,27.34375,14.80625,,19.6866666667,24.47375,30.63375,36.975,13.2833333333,26.0375,26.1272727273,42.0833333333
09-20,24.44,33.84,39.52,26.1454545455,37.625,29.4083333333,28.5583333333,33.8666666667,20.075,24.9416666667,30.7166666667,40.2666666667,42.0833333333,28.425,36.4083333333,20.0833333333,25.6166666667,33.3666666667,28.475,15.1,30.7416666667,13.2833333333,25.9583333333,22.6416666667,38.4166666667,19.5,20.9333333333,35.9583333333,24.9357142857,32.25625,24.5125,24.46875,28.5625,20.7125,24.575,25.13125,30.56875,16.10625,29.54375,23.81875,21.7,24.725,33.81875,27.30625,15.04375,,19.73,24.4775,30.6870833333,37.1383333333,13.2833333333,26.06875,26.1454545455,42.0833333333
09-21,24.45,33.9,39.6,26.1818181818,37.675,29.4083333333,28.5666666667,33.925,20.0916666667,25.275,30.7833333333,40.475,42.1333333333,28.45,36.4083333333,20.1166666667,25.65,33.375,28.5166666667,15.1166666667,30.7416666667,13.3,25.975,22.7,38.45,19.5083333333,20.95,35.9583333333,24.9928571429,32.3375,24.525,24.475,28.63125,20.83125,24.6,25.425,30.56875,16.1375,29.5625,23.81875,21.7,24.8625,33.825,27.31875,15.0875,,19.7416666667,24.485,30.7070833333,37.1683333333,13.3,26.20625,26.1818181818,42.1333333333
09-22,24.47,33.91,39.61,26.2545454545,37.6833333333,29.4083333333,28.6166666667,33.975,20.0916666667,25.325,30.8333333333,40.4916666667,42.1416666667,28.5,36.4416666667,20.1583333333,25.9833333333,33.375,28.55,15.1166666667,30.7416666667,13.325,26,22.7416666667,38.4833333333,19.5083333333,20.9833333333,35.9583333333,24.9928571429,32.39375,24.56875,24.475,28.63125,20.8875,24.9375,25.44375,30.56875,16.19375,29.5625,23.81875,21.7071428571,25.34375,33.85625,27.43125,15.1,,19.7416666667,24.49375,30.7070833333,37.1866666667,13.325,26.28125,26.2545454545,42.1416666667
09-23,24.64,33.92,39.93,26.3454545455,37.6916666667,29.6916666667,28.625,34.0333333333,20.1416666667,25.65,31.0916666667,40.4916666667,42.1416666667,28.5333333333,36.4583333333,20.1583333333,26.0833333333,33.3916666667,28.6166666667,15.1416666667,30.7416666667,13.3416666667,26.025,22.8083333333,38.4833333333,19.5333333333,21.3583333333,35.9666666667,24.9928571429,33.28125,24.56875,24.475,28.6875,20.93125,25.29375,25.68125,30.6,16.19375,29.6,23.81875,21.7071428571,25.475,33.8625,27.41875,15.36875,,19.7766666667,24.583,30.7133333333,37.1983333333,13.3416666667,26.3875,26.3454545455,42.1416666667
09-24,24.87,33.94,40.86,26.3636363636,37.7083333333,30.6666666667,28.75,34.0333333333,20.1666666667,25.8,31.2083333333,40.4916666667,42.1416666667,28.55,36.475,20.1583333333,26.15,33.3916666667,29.35,15.1416666667,30.7416666667,13.3666666667,26.0333333333,22.9166666667,38.4833333333,19.5416666667,21.7916666667,35.9833333333,25.05,33.3125,24.58125,24.475,28.71875,20.95,25.38125,25.7125,30.6125,16.19375,30.30625,23.81875,21.7071428571,25.6875,33.86875,27.40625,15.38125,,19.7883333333,24.639,30.7266666667,37.215,13.3666666667,26.5375,26.3636363636,42.1416666667
09-25,24.89,33.94,41.18,26.4,37.7416666667,30.9083333333,28.8583333333,34.0833333333,20.1833333333,25.8916666667,31.2333333333,40.4916666667,42.1416666667,28.5833333333,36.475,20.25,26.1916666667,33.4,29.425,15.1416666667,30.75,13.375,26.0333333333,22.9666666667,38.4833333333,19.5583333333,21.875,35.9833333333,25.0785714286,33.3375,24.60625,24.48125,28.73125,20.96875,25.40625,25.76875,30.625,16.20625,30.375,23.81875,21.8071428571,25.6875,33.875,27.40625,15.3875,,19.8083333333,24.663,30.8766666667,37.235,13.375,26.55625,26.4,42.1416666667
09-26,24.92,33.97,41.2,26.9818181818,37.75,31.1083333333,28.8833333333,34.0833333333,20.1833333333,26.0083333333,31.2333333333,40.4916666667,42.225,28.6333333333,36.4833333333,20.375,26.375,33.4,29.5083333333,15.15,30.75,13.3833333333,26.0416666667,23,38.4833333333,19.5833333333,21.9583333333,35.9833333333,25.0928571429,33.34375,24.6125,24.4875,28.73125,21.00625,25.41875,25.81875,30.6375,16.2875,30.4625,23.81875,21.8928571429,25.69375,33.875,27.4,15.8625,,19.8233333333,24.674,31.0366666667,37.2433333333,13.3833333333,26.59375,26.9818181818,42.225
09-27,24.98,34.42,41.45,27.5636363636,37.7916666667,31.1416666667,28.9583333333,34.0833333333,20.1833333333,26.0166666667,31.2916666667,40.4916666667,42.225,28.6416666667,36.5833333333,20.375,26.8083333333,33.4,29.525,15.1583333333,30.75,13.3833333333,26.05,23.0416666667,38.5,19.6,21.9833333333,35.9916666667,25.1071428571,33.35,24.6125,24.49375,28.75,21.14375,25.4375,25.84375,30.66875,16.2875,30.51875,23.81875,22.4642857143,25.725,33.85625,27.38125,16.51875,,19.8333333333,24.686,31.0633333333,37.3083333333,13.3833333333,26.66875,27.38125,42.225
09-28,24.98,34.61,41.53,27.7636363636,38,31.15,29.025,34.0833333333,20.2083333333,26.0166666667,31.3583333333,40.4916666667,42.225,28.65,36.7,20.3833333333,26.85,33.4083333333,29.5333333333,15.1583333333,30.75,13.3833333333,26.05,23.075,38.5,19.6,22.0333333333,36.0416666667,25.1142857143,33.35,24.6125,24.5,28.7625,22.25625,25.44375,25.89375,30.83125,16.2875,30.55,23.81875,22.6928571429,25.73125,33.8625,27.3625,16.65,,19.8433333333,24.686,31.08625,37.48,13.3833333333,26.7,27.3625,42.225
09-29,24.98,34.62,42.12,27.8181818182,38.475,31.175,29.025,34.1083333333,20.2083333333,26.0166666667,31.3916666667,40.4916666667,42.225,28.65,37.575,20.4,26.8666666667,33.4083333333,29.5416666667,15.1916666667,30.7583333333,13.3833333333,26.05,23.15,38.5083333333,19.6,22.0416666667,36.05,25.1285714286,33.35,24.625,24.5,28.825,22.4625,25.4625,26.0125,30.9125,16.2875,30.6,23.81875,22.7428571429,25.74375,33.875,27.3625,16.95,,19.8433333333,24.696,31.1225,38.115,13.3833333333,26.73125,27.3625,42.225
09-30,24.98,34.62,43.89,27.8636363636,38.5,31.2,29.0416666667,34.1333333333,20.2083333333,26.15,31.4166666667,40.4916666667,42.225,28.6666666667,37.6666666667,20.425,26.8666666667,33.425,29.55,15.2083333333,30.7583333333,13.3916666667,26.05,23.1583333333,38.5083333333,19.625,22.0666666667,36.05,25.1357142857,33.36875,24.6375,24.50625,28.84375,22.525,25.475,26.34375,30.94375,16.3,30.6,23.81875,22.7785714286,25.75,33.83125,27.39375,16.96875,,19.8583333333,24.706,31.14875,38.1666666667,13.3916666667,26.75,27.39375,43.89
