date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
04-08,13.1727272727,22.81,28.03,13.4636363636,25.0083333333,17.475,20.1166666667,16.7416666667,12.45,11.8333333333,22.85,23.4416666667,35.2666666667,16.1,26.6166666667,7.3416666667,17.0666666667,23.2083333333,13.0583333333,7.8833333333,20.1583333333,5.5,17.0666666667,14.4583333333,29.1583333333,8.1083333333,10.6666666667,23.5833333333,16.6714285714,21.83125,13.56875,13.1375,14.80625,9.05625,12.28125,14.7625,22.05625,5.7625,22.74375,18.83125,9.25625,11.5875,26.2,16.04375,7.86875,14.15,7.9733333333,13.0741666667,21.4966666667,25.7233333333,5.5,15.71875,16.1,35.2666666667
04-09,13.1727272727,22.81,28.09,13.4909090909,25.0083333333,17.4916666667,20.125,16.7416666667,12.45,11.85,22.85,23.4416666667,35.2666666667,16.1,26.6166666667,7.3666666667,17.1083333333,23.3166666667,13.1166666667,7.9,20.1833333333,5.5333333333,17.1333333333,14.5833333333,29.1583333333,8.1333333333,10.675,23.5916666667,16.6714285714,21.8375,13.71875,13.1375,14.95625,9.08125,12.28125,15.025,22.05625,5.7625,22.75625,18.88125,9.25625,11.5875,26.2,16.05,7.8875,14.15625,7.9933333333,13.1208333333,21.5066666667,25.7233333333,5.5333333333,15.85,16.1,35.2666666667
04-10,13.1818181818,22.82,28.09,13.4909090909,25.0083333333,17.4916666667,20.2166666667,16.7416666667,12.4666666667,11.8583333333,22.85,23.4416666667,35.2666666667,16.2,26.6166666667,7.3666666667,17.15,23.3666666667,13.125,7.925,20.2416666667,5.5583333333,17.1916666667,14.675,29.1583333333,8.1416666667,10.6833333333,23.7416666667,16.6785714286,21.85,14.39375,13.1375,15.43125,9.08125,12.28125,15.0375,22.05625,5.7625,22.7625,18.8875,9.25625,11.5875,26.2,16.05625,7.9,14.15625,8.0116666667,13.1275,21.5283333333,25.7233333333,5.5583333333,15.95625,16.2,35.2666666667
04-11,13.1818181818,22.82,28.14,13.4909090909,25.075,17.5,20.2416666667,16.7416666667,12.4666666667,11.875,22.85,23.4416666667,35.2666666667,16.3833333333,26.625,7.3666666667,17.15,23.4,13.1666666667,7.925,20.6666666667,5.5666666667,17.2416666667,14.8833333333,29.175,8.1416666667,10.6833333333,23.7416666667,16.7071428571,21.85,14.425,13.1375,15.4625,9.0875,12.28125,15.15,22.05625,5.7625,22.76875,18.8875,9.25625,11.5875,26.2,16.06875,7.9125,14.15625,8.0116666667,13.1433333333,21.6133333333,25.75,5.5666666667,16.0375,16.3833333333,35.2666666667
04-12,13.1818181818,22.83,28.26,13.5090909091,25.075,17.5,20.25,16.7416666667,12.4666666667,11.8916666667,22.85,23.4416666667,35.2666666667,16.4083333333,26.6333333333,7.375,17.1916666667,23.45,13.2416666667,7.925,20.75,5.6,17.2583333333,14.9583333333,29.2083333333,8.1416666667,10.6833333333,23.7416666667,17.0642857143,21.8625,14.475,13.15,15.5125,9.0875,12.28125,15.175,22.06875,5.7625,22.775,18.93125,9.25625,11.5875,26.20625,16.0875,7.91875,14.2,8.0116666667,13.1563636364,21.64,25.75375,5.6,16.125,16.4083333333,35.2666666667
04-13,13.3272727273,22.83,28.73,13.5090909091,25.075,17.525,20.2833333333,16.8333333333,12.5,11.9,22.85,23.4416666667,35.2666666667,16.425,26.6416666667,7.375,17.2333333333,23.9,13.2916666667,7.9333333333,20.8083333333,5.6083333333,17.2666666667,15.075,29.3166666667,8.1583333333,10.7,23.7416666667,17.1357142857,21.86875,14.475,13.1625,15.53125,9.0875,12.28125,15.2125,22.0875,5.7625,22.85,19.05625,9.25625,11.6125,26.2125,16.1,7.91875,14.20625,8.0233333333,13.1883333333,21.6566666667,25.7575,5.6083333333,16.15625,16.425,35.2666666667
04-14,13.3454545455,22.83,29.02,13.5181818182,25.075,17.525,20.2833333333,16.975,12.5,11.9083333333,22.85,23.4416666667,35.2666666667,16.425,26.6416666667,7.375,17.2666666667,23.9416666667,13.3583333333,7.9416666667,20.9416666667,5.6083333333,17.2666666667,15.125,29.35,8.175,10.7166666667,23.7416666667,17.2071428571,21.86875,14.48125,13.16875,15.575,9.0875,12.2875,15.2375,22.0875,5.7625,22.85,19.36875,9.25625,11.63125,26.2125,16.1,7.91875,14.39375,8.035,13.2040909091,21.6833333333,25.7575,5.6083333333,16.175,16.425,35.2666666667
04-15,13.3818181818,22.83,29.07,13.5272727273,25.0916666667,17.525,20.2833333333,17.075,12.5,11.9083333333,22.85,23.4416666667,35.2666666667,16.4333333333,26.6416666667,7.3833333333,17.35,23.9666666667,13.4166666667,7.9416666667,20.975,5.6083333333,17.2833333333,15.1416666667,29.3833333333,8.175,10.7166666667,23.7416666667,17.2071428571,21.875,14.48125,13.70625,15.59375,9.09375,12.2875,15.2375,22.0875,5.7625,22.8625,19.4375,9.25625,11.63125,26.2125,16.10625,7.925,14.475,8.035,13.3887878788,21.695,25.7641666667,5.6083333333,16.19375,16.4333333333,35.2666666667
04-16,13.4,22.84,29.08,13.5363636364,25.1083333333,17.525,20.3166666667,17.8166666667,12.5,11.9083333333,22.85,23.45,35.2666666667,16.4416666667,26.65,7.3916666667,17.4083333333,24.125,13.4166666667,7.9416666667,21.0083333333,5.6083333333,17.3333333333,15.15,29.3833333333,8.175,10.7166666667,23.7416666667,17.2142857143,21.89375,14.48125,13.73125,15.59375,9.09375,12.2875,15.26875,22.0875,5.7625,22.88125,19.5,9.25625,11.63125,26.2125,16.10625,7.93125,14.48125,8.035,13.4033333333,21.7166666667,25.7708333333,5.6083333333,16.2375,16.4416666667,35.2666666667
04-17,13.4,22.85,29.08,13.5363636364,25.1083333333,17.525,20.3166666667,18.4,12.5333333333,11.925,22.85,23.5166666667,35.2666666667,16.4416666667,26.6833333333,7.4,17.425,24.1916666667,13.4333333333,7.95,21.0416666667,5.6083333333,17.35,15.15,29.3833333333,8.175,10.7166666667,23.7416666667,17.2285714286,21.90625,14.48125,13.775,15.59375,9.09375,12.2875,15.28125,22.09375,5.7625,22.99375,19.5125,9.25625,11.63125,26.2125,16.10625,7.94375,14.48125,8.04,13.4066666667,21.7333333333,25.7708333333,5.6083333333,16.24375,16.4416666667,35.2666666667
04-18,13.4,22.85,29.08,13.5454545455,25.2083333333,17.5333333333,20.325,18.8916666667,12.5333333333,11.9333333333,22.85,23.5333333333,35.2666666667,16.4416666667,26.875,7.4,17.4416666667,24.25,13.4833333333,7.9916666667,21.075,5.6083333333,17.35,15.15,29.3833333333,8.1833333333,10.7583333333,23.7583333333,17.2857142857,21.91875,14.48125,13.80625,15.6125,9.10625,12.29375,15.28125,22.1,5.7625,23.03125,19.5375,9.26875,11.63125,26.2125,16.10625,7.94375,14.48125,8.0683333333,13.4166666667,21.75,25.8108333333,5.6083333333,16.26875,16.4416666667,35.2666666667
04-19,13.7181818182,22.85,29.1,13.5545454545,25.325,17.55,20.325,19.0083333333,12.5416666667,12,22.85,23.6583333333,35.2666666667,16.4416666667,27.05,7.4,17.4583333333,24.3166666667,13.5166666667,8.025,21.0833333333,5.6083333333,17.35,15.15,29.3833333333,8.1833333333,10.7583333333,23.7666666667,17.3857142857,21.925,14.49375,13.85625,15.6125,9.1125,12.29375,15.31875,22.1,5.7625,23.05625,19.5375,9.26875,11.63125,26.2125,16.075,8.3625,14.475,8.255,13.5242424242,21.7566666667,25.8575,5.6083333333,16.29375,16.4416666667,35.2666666667
04-20,13.7454545455,22.85,29.11,13.5545454545,25.3416666667,17.5916666667,20.3583333333,19.0333333333,12.5416666667,12.0083333333,22.85,23.6583333333,35.2666666667,16.4416666667,27.5666666667,7.4,17.4916666667,24.3916666667,13.5333333333,8.0333333333,21.1083333333,5.6083333333,17.3666666667,15.15,29.3833333333,8.1916666667,10.7666666667,23.7666666667,17.4357142857,21.93125,14.49375,13.8875,15.625,9.2125,12.3,15.35625,22.1,5.7625,23.075,19.54375,9.33125,11.63125,26.2125,16.09375,8.44375,14.475,8.2925,13.5375757576,21.7666666667,25.8641666667,5.6083333333,16.325,16.4416666667,35.2666666667
04-21,13.7454545455,22.85,29.47,13.6181818182,25.6083333333,17.6,20.3666666667,19.1916666667,12.5416666667,12.0083333333,22.85,23.6583333333,35.275,16.4416666667,27.9083333333,7.4,17.5666666667,24.4416666667,13.55,8.075,21.1916666667,5.6083333333,17.3666666667,15.15,29.3833333333,8.1916666667,10.7666666667,23.7833333333,17.4857142857,21.94375,14.49375,13.9,15.625,9.23125,12.3,15.4125,22.1,5.76875,23.075,19.55625,9.38125,11.63125,26.2125,16.075,8.50625,14.475,8.3175,13.5636363636,21.7933333333,25.9708333333,5.6083333333,16.35625,16.4416666667,35.275
04-22,13.7454545455,22.85,29.99,13.6545454545,26.2333333333,17.6,20.3833333333,20.4666666667,12.5583333333,12.0083333333,22.85,23.6583333333,35.275,16.4583333333,28.2416666667,7.4,17.6,24.475,13.5583333333,8.075,21.4166666667,5.6083333333,17.375,15.1583333333,29.3833333333,8.2,10.7833333333,23.8,17.5142857143,22.2375,14.49375,13.91875,15.6375,9.23125,12.3,15.425,22.1,5.76875,23.075,19.55625,9.40625,11.63125,26.21875,16.075,8.525,14.475,8.33,13.5775757576,21.9633333333,26.2275,5.6083333333,16.38125,16.4583333333,35.275
04-23,13.7818181818,22.87,30,13.6545454545,26.3,17.6166666667,20.4,21.05,12.5583333333,12.0416666667,22.85,23.6583333333,35.275,16.4583333333,28.4,7.4,17.6083333333,24.5083333333,13.5666666667,8.075,21.5,5.625,17.375,15.1583333333,29.425,8.2,10.7916666667,23.8083333333,17.5142857143,22.3,14.49375,13.925,15.65,9.2375,12.3,15.43125,22.1,5.78125,23.08125,19.58125,9.3875,11.63125,26.21875,16.05625,8.54375,14.475,8.3375,13.5842424242,21.98,26.2675,5.625,16.3875,16.4583333333,35.275
04-24,13.7818181818,22.87,30,13.6636363636,26.3333333333,17.6333333333,20.4,21.1916666667,12.6333333333,12.0583333333,22.85,23.6583333333,35.275,16.4833333333,28.4583333333,7.4166666667,17.6083333333,24.5083333333,13.5833333333,8.0833333333,21.5666666667,5.625,17.4166666667,15.1583333333,29.7166666667,8.2,10.7916666667,23.8083333333,17.5142857143,22.31875,14.49375,13.93125,15.65,9.24375,12.30625,15.4375,22.1,5.7875,23.1125,19.6125,9.39375,11.63125,26.21875,16.0625,8.55,14.475,8.34,13.5993939394,21.9933333333,26.2875,5.625,16.4,16.4833333333,35.275
04-25,13.7909090909,22.87,30.02,13.7090909091,26.3333333333,17.6416666667,20.4,21.2333333333,12.6416666667,12.8166666667,22.85,23.6583333333,35.325,16.7083333333,28.5166666667,7.4333333333,17.6083333333,24.5083333333,13.65,8.1,21.6166666667,5.625,17.475,15.2,30.225,8.2,10.8833333333,23.8083333333,17.5142857143,22.325,14.49375,13.93125,15.65,9.25625,12.38125,15.4375,22.10625,5.7875,23.11875,19.61875,9.4125,11.63125,26.21875,16.0625,8.55,14.475,8.34,13.6618181818,22.0083333333,26.2875,5.625,16.41875,16.7083333333,35.325
04-26,13.7909090909,22.87,30.02,13.8545454545,26.5333333333,17.6416666667,20.425,21.25,12.6416666667,12.9,22.85,23.6583333333,35.325,16.8583333333,28.5916666667,7.4333333333,17.6083333333,24.5416666667,13.7083333333,8.1333333333,21.625,5.625,17.5583333333,15.2833333333,30.35,8.2333333333,11.0583333333,23.8083333333,17.5142857143,22.33125,14.49375,13.93125,15.65,9.29375,12.825,15.45,22.10625,5.7875,23.13125,19.61875,9.4125,11.63125,26.21875,16.1,8.5625,14.475,8.365,13.7248484848,22.01,26.4075,5.625,16.44375,16.8583333333,35.325
04-27,13.7909090909,22.87,30.03,14.0636363636,27.0833333333,17.65,20.4583333333,21.2583333333,12.6416666667,12.9416666667,22.85,23.6583333333,35.325,17.2083333333,28.65,7.4333333333,17.625,24.6166666667,13.7583333333,8.1583333333,21.6416666667,5.6333333333,17.5833333333,15.3583333333,30.4333333333,8.2333333333,11.0833333333,23.825,17.5142857143,22.3375,14.49375,14.125,15.65,9.6875,13.04375,15.45,22.10625,5.79375,23.13125,19.61875,9.4,11.63125,26.21875,16.23125,8.5625,14.48125,8.365,13.7648484848,22.0133333333,26.7375,5.6333333333,16.5,17.2083333333,35.325
04-28,13.8,22.87,30.04,14.1,27.6583333333,17.6583333333,20.475,21.2916666667,12.6416666667,12.9666666667,22.85,23.6583333333,35.325,17.6583333333,28.6666666667,7.4333333333,17.6583333333,24.6666666667,13.7583333333,8.1583333333,21.6416666667,5.65,17.5833333333,15.4,30.5333333333,8.2333333333,11.1333333333,23.825,17.5214285714,22.3375,14.49375,14.14375,15.65,9.71875,13.13125,15.4625,22.10625,5.8,23.13125,19.61875,9.49375,11.6375,26.21875,16.55,8.5625,14.48125,8.365,13.7666666667,22.0133333333,27.0825,5.65,16.55,17.5214285714,35.325
04-29,13.8,22.87,30.04,14.2818181818,27.8083333333,17.6583333333,20.4833333333,21.4666666667,12.6416666667,12.9666666667,22.85,23.6583333333,35.325,17.7083333333,28.675,7.4333333333,17.675,24.6833333333,13.7583333333,8.1583333333,21.65,5.6666666667,17.5916666667,15.425,30.6166666667,8.325,11.1333333333,23.825,17.5214285714,22.3375,14.49375,14.14375,15.65625,9.75625,13.1375,15.48125,22.1625,5.8,23.1375,19.61875,9.48,11.6375,26.21875,16.59375,8.5625,14.56875,8.42,13.7666666667,22.06,27.1725,5.6666666667,16.575,17.5214285714,35.325
04-30,13.8090909091,22.87,30.19,14.3,27.8583333333,17.6583333333,20.525,21.5,12.65,12.9666666667,22.85,23.6583333333,35.325,17.725,28.7416666667,7.4333333333,17.6833333333,24.7,13.7833333333,8.1583333333,21.65,5.6666666667,17.5916666667,15.425,30.6583333333,8.3416666667,11.1666666667,23.8333333333,17.5214285714,22.48125,14.49375,14.14375,15.66875,9.75625,13.2375,15.5375,22.175,5.8,23.2125,19.61875,9.5466666667,11.6375,26.21875,16.63125,8.5875,14.56875,8.44,13.7884848485,22.07,27.2025,5.6666666667,16.6125,17.5214285714,35.325
05-01,13.8636363636,22.92,30.48,14.4454545455,27.8833333333,17.6583333333,20.6333333333,21.5083333333,12.65,12.9833333333,22.85,23.6583333333,35.3333333333,17.8,28.7583333333,7.4333333333,17.7083333333,24.725,13.7833333333,8.1833333333,21.65,5.6666666667,17.5916666667,15.425,30.7833333333,8.375,11.2083333333,23.8333333333,17.55,22.49375,14.49375,14.14375,15.66875,9.775,13.2625,15.79375,22.1875,5.8,23.25,19.61875,9.5533333333,11.6375,26.21875,16.6375,8.59375,14.58125,8.4625,13.7993939394,22.08,27.2175,5.6666666667,16.6875,17.55,35.3333333333
05-02,13.9454545455,23.06,30.5,14.4636363636,27.975,17.6583333333,20.65,21.55,12.65,12.9916666667,22.85,23.6583333333,35.3333333333,17.8083333333,28.7666666667,7.4333333333,17.7166666667,24.75,13.825,8.2083333333,21.6666666667,5.6666666667,17.6,15.4333333333,30.8166666667,8.375,11.2083333333,23.8333333333,17.5642857143,22.5125,14.49375,14.15,15.66875,9.8,13.2875,15.96875,22.2125,5.95625,23.2625,19.61875,9.5533333333,11.6375,26.23125,16.64375,8.6125,14.58125,8.47,13.8490909091,22.1033333333,27.2775,5.6666666667,16.7125,17.5642857143,35.3333333333
05-03,13.9454545455,23.21,30.5,14.4636363636,28,17.6583333333,20.6583333333,21.575,12.65,13.3833333333,22.85,23.725,35.3333333333,17.825,28.7666666667,7.4416666667,17.7166666667,24.75,13.85,8.225,21.6666666667,5.6666666667,17.6,15.4333333333,30.8333333333,8.4,11.2083333333,23.8333333333,17.5642857143,22.6875,14.49375,14.15,15.66875,9.8375,13.2875,16.0125,22.225,6.15,23.28125,19.61875,9.5666666667,11.65,26.24375,16.64375,8.6375,14.5875,8.495,13.8690909091,22.1133333333,27.2975,5.6666666667,16.725,17.5642857143,35.3333333333
05-04,13.9636363636,23.36,30.53,14.4636363636,28.0083333333,17.6583333333,20.6583333333,21.575,12.65,13.4416666667,22.85,23.775,35.3333333333,17.825,28.7666666667,7.4416666667,17.7416666667,24.7583333333,13.85,8.225,21.6666666667,5.6666666667,17.6,15.475,30.8666666667,8.4,11.2083333333,23.8333333333,17.6285714286,22.7375,14.5125,14.15,15.66875,9.85,13.31875,16.0375,22.225,6.15,23.29375,19.61875,9.5666666667,11.65,26.24375,16.64375,8.65,14.5875,8.5,13.8727272727,22.1133333333,27.3025,5.6666666667,16.74375,17.6,35.3333333333
05-05,13.9636363636,23.62,30.53,14.4636363636,28.0083333333,17.675,20.7083333333,21.5916666667,12.6583333333,13.45,22.85,24,35.3333333333,17.825,28.775,7.4416666667,17.7916666667,24.7583333333,13.85,8.225,21.675,5.675,17.6,15.4916666667,30.875,8.4083333333,11.2083333333,23.8333333333,17.6285714286,22.7625,14.54375,14.15,15.66875,9.85625,13.475,16.04375,22.225,6.15,23.30625,19.61875,9.5666666667,11.65,26.29375,16.64375,8.69375,14.5875,8.5225,13.8727272727,22.115,27.3225,5.675,16.75625,17.6,35.3333333333
05-06,13.9636363636,23.72,30.53,14.4636363636,28.0083333333,17.6916666667,20.7083333333,21.5916666667,12.6583333333,13.45,22.85,24.5166666667,35.3416666667,17.825,28.8166666667,7.4416666667,17.8,24.7583333333,13.9,8.2333333333,21.675,5.6916666667,17.6083333333,15.4916666667,30.875,8.4083333333,11.2083333333,23.8416666667,17.6285714286,22.775,14.54375,14.15,15.6875,9.85625,13.68125,16.04375,22.225,6.15,23.30625,19.61875,9.5666666667,11.65,26.3125,16.65,8.825,14.96875,8.575,13.9127272727,22.115,27.33,5.6916666667,16.75625,17.6083333333,35.3416666667
05-07,13.9636363636,23.77,30.53,14.4636363636,28.0083333333,17.7,20.8416666667,21.6,12.6583333333,13.45,22.85,24.675,35.3416666667,17.825,28.8583333333,7.4416666667,17.8333333333,24.7583333333,13.9333333333,8.2416666667,21.6833333333,5.7,17.6083333333,15.4916666667,30.875,8.4083333333,11.2083333333,23.8416666667,17.6571428571,22.78125,14.54375,14.15,15.725,9.85625,13.7,16.1,22.23125,6.15,23.3125,19.61875,9.5666666667,11.65,26.31875,16.65,8.90625,14.9875,8.6075,13.9393939394,22.1216666667,27.3325,5.7,16.78125,17.6083333333,35.3416666667
05-08,13.9636363636,23.8,30.53,14.4636363636,28.0583333333,17.7416666667,20.8666666667,21.6166666667,12.6583333333,13.45,22.85,24.7583333333,35.3416666667,17.825,29.0416666667,7.4416666667,17.8333333333,24.7583333333,13.9833333333,8.2416666667,21.7083333333,5.7083333333,17.6083333333,15.4916666667,30.875,8.4083333333,11.25,23.8583333333,17.6642857143,22.78125,14.54375,14.15625,15.79375,9.8625,13.70625,16.16875,22.23125,6.15,23.35625,19.61875,9.5666666667,11.65,26.31875,16.65,8.98125,15,8.6375,13.9675757576,22.1266666667,27.3625,5.7083333333,16.8,17.6083333333,35.3416666667
05-09,13.9636363636,23.84,30.53,14.4818181818,28.0583333333,17.7416666667,20.8666666667,21.6166666667,12.6583333333,13.45,22.85,24.825,35.3416666667,17.825,29.0916666667,7.4416666667,17.8333333333,24.7916666667,13.9833333333,8.2416666667,21.7166666667,5.7166666667,17.6083333333,15.4916666667,30.8833333333,8.425,11.2666666667,23.8583333333,17.6642857143,22.78125,14.55,14.16875,15.80625,9.875,13.83125,16.20625,22.25625,6.15,23.6125,19.61875,9.5666666667,11.65,26.325,16.65,9,15.0125,8.655,13.9675757576,22.1483333333,27.365,5.7166666667,16.80625,17.6083333333,35.3416666667
05-10,13.9636363636,23.84,30.53,14.5090909091,28.0583333333,17.7666666667,20.8666666667,21.6333333333,12.6583333333,13.45,22.85,25.1083333333,35.3416666667,17.8666666667,29.1833333333,7.4416666667,17.8333333333,24.8083333333,13.9833333333,8.25,21.7166666667,5.7166666667,17.6083333333,15.4916666667,30.9,8.4333333333,11.3416666667,23.8583333333,17.6642857143,22.78125,14.5875,14.175,15.8125,9.8875,13.9125,16.2125,22.3875,6.15,23.79375,19.625,9.5666666667,11.65,26.325,16.4733333333,9,15.0125,8.66,13.9675757576,22.2533333333,27.365,5.7166666667,16.8375,17.6083333333,35.3416666667
05-11,13.9727272727,23.87,30.53,14.5090909091,28.0583333333,17.775,20.9916666667,21.6416666667,12.7,13.4583333333,22.85,25.1083333333,35.3583333333,17.975,29.2083333333,7.4416666667,17.8333333333,24.8083333333,13.9833333333,8.25,21.7166666667,5.7166666667,17.6166666667,15.4916666667,30.9,8.4333333333,11.45,23.8666666667,17.6642857143,22.78125,14.6375,14.1875,15.81875,9.8875,13.9625,16.21875,22.41875,6.15,23.9,19.71875,9.5666666667,11.65,26.3375,16.4733333333,9,15.0125,8.66,13.9748484848,22.2783333333,27.37,5.7166666667,16.85,17.6166666667,35.3583333333
05-12,13.9727272727,23.92,30.54,14.5090909091,28.0583333333,17.775,21.1083333333,21.6583333333,12.725,13.4583333333,22.85,25.1083333333,35.3583333333,18.075,29.2333333333,7.4416666667,17.8333333333,24.8083333333,13.9916666667,8.25,21.725,5.7166666667,17.6416666667,15.4916666667,30.9,8.4333333333,11.4916666667,23.8666666667,17.6642857143,22.78125,14.6375,14.19375,15.825,9.8875,14,16.21875,22.44375,6.15,24.03125,19.7375,9.5666666667,11.65,26.35625,16.4733333333,9.00625,15.0125,8.6625,13.9933333333,22.3,27.3775,5.7166666667,16.875,17.6416666667,35.3583333333
05-13,13.9727272727,24.13,30.54,14.5090909091,28.0583333333,17.7833333333,21.175,21.6583333333,12.75,13.4583333333,22.85,25.1083333333,35.3583333333,18.1416666667,29.2333333333,7.4416666667,17.8666666667,24.8083333333,14.0166666667,8.25,21.8833333333,5.725,17.75,15.4916666667,30.9083333333,8.4416666667,11.5166666667,23.875,17.6642857143,22.79375,14.6375,14.2125,15.83125,9.8875,14.0125,16.21875,22.44375,6.15,24.1375,19.74375,9.5666666667,11.65,26.3625,16.4733333333,9.00625,15.0125,8.6675,14.0133333333,22.3316666667,27.38,5.725,16.9125,17.6642857143,35.3583333333
05-14,13.9818181818,24.2,30.54,14.5181818182,28.075,17.7916666667,21.2166666667,21.6583333333,12.775,13.4583333333,22.85,25.1083333333,35.3583333333,18.2,29.2416666667,7.4416666667,17.8833333333,24.9083333333,14.0166666667,8.25,21.925,5.7333333333,17.75,15.4916666667,30.9333333333,8.4416666667,11.5333333333,23.975,17.6642857143,22.8125,14.65,14.23125,15.83125,9.89375,14.05625,16.21875,22.44375,6.15,24.19375,19.74375,9.5666666667,11.65,26.375,16.4733333333,9.00625,15.0125,8.6675,14.0245833333,22.34,27.395,5.7333333333,16.93125,17.6642857143,35.3583333333
05-15,13.9818181818,24.23,30.54,14.5727272727,28.0833333333,17.7916666667,21.3083333333,21.6583333333,12.7916666667,13.4583333333,22.85,25.1083333333,35.475,18.25,29.25,7.4416666667,17.8916666667,24.9416666667,14.025,8.25,21.9833333333,5.7416666667,17.8166666667,15.4916666667,30.9333333333,8.4416666667,11.5333333333,23.9916666667,17.6642857143,22.8125,14.65625,14.23125,15.83125,9.89375,14.2,16.2625,22.45,6.15,24.2,19.74375,9.5666666667,11.65,26.40625,17.98125,9.01875,15.025,8.6725,14.06,22.3566666667,27.4125,5.7416666667,16.95,17.7916666667,35.475
05-16,14.0272727273,24.23,30.54,14.7272727273,28.0833333333,17.7916666667,21.425,21.6583333333,12.825,13.4583333333,22.85,25.1083333333,35.5833333333,18.25,29.2833333333,7.4416666667,17.8916666667,25.0333333333,14.0333333333,8.25,22.1,5.7416666667,17.8333333333,15.5,30.9666666667,8.5333333333,11.5333333333,24.125,17.6642857143,22.8125,14.65625,14.2375,15.8375,9.93125,15.00625,16.275,22.45,6.15,24.21875,19.78125,9.5666666667,11.65,26.48125,18.025,9.0375,15.025,8.735,14.0741666667,22.38,27.4425,5.7416666667,17.06875,17.7916666667,35.5833333333
05-17,14.0363636364,24.24,30.54,14.7636363636,28.0833333333,17.85,21.4416666667,21.6583333333,12.9666666667,13.4583333333,22.85,25.1083333333,35.6416666667,18.2583333333,29.4166666667,7.4416666667,17.8916666667,25.075,14.0333333333,8.25,22.1,5.7416666667,17.8666666667,15.5083333333,30.975,8.575,11.5416666667,24.1333333333,17.6642857143,22.83125,14.65625,14.2375,15.8375,9.95,15.39375,16.3,22.4625,6.15,24.24375,19.7875,9.5666666667,11.65,26.7,18.05625,9.05625,15.025,8.7675,14.0765909091,22.39,27.53,5.7416666667,17.09375,17.85,35.6416666667
05-18,14.0545454545,24.24,30.54,14.7636363636,28.0833333333,17.85,21.4583333333,21.6583333333,13.025,13.4583333333,22.85,25.1083333333,35.65,18.3,29.4583333333,7.4416666667,17.9166666667,25.0833333333,14.0416666667,8.25,22.1166666667,5.75,17.8916666667,15.5083333333,30.975,8.6,11.625,24.1416666667,17.6642857143,22.83125,14.76875,14.2375,15.84375,9.95,15.4,16.5,22.4875,6.15,24.25625,19.7875,9.5733333333,11.65,27.05,18.0375,9.05625,15.025,8.7825,14.0911363636,22.4133333333,27.67,5.75,17.24375,17.85,35.65
05-19,14.0545454545,24.25,30.55,14.7818181818,28.0833333333,17.85,21.475,21.6583333333,13.025,13.4583333333,22.85,25.25,35.8416666667,18.3,29.4666666667,7.4416666667,17.925,25.1166666667,14.0416666667,8.25,22.1666666667,5.75,17.8916666667,15.5083333333,30.975,8.6083333333,11.6916666667,24.15,17.6785714286,22.83125,15.3875,14.2375,15.85,9.95,15.40625,16.7875,22.525,6.15,24.26875,19.79375,9.5733333333,11.65,27.34375,18.04375,9.0625,15.03125,8.79,14.0911363636,22.4533333333,27.7875,5.75,17.33125,17.85,35.8416666667
05-20,14.0545454545,24.25,30.55,14.7818181818,28.0916666667,17.8583333333,21.4916666667,21.6583333333,13.025,13.4583333333,22.85,25.65,35.8416666667,18.3083333333,29.475,7.4416666667,18.0333333333,25.1333333333,14.0416666667,8.25,22.5083333333,5.75,17.8916666667,15.5083333333,30.9833333333,8.6166666667,11.8333333333,24.15,17.6785714286,22.83125,15.53125,14.2375,15.8625,9.95,15.40625,16.79375,22.54375,6.15,24.425,19.79375,9.5733333333,11.65,27.5125,18.05,9.0625,15.03125,8.795,14.0911363636,22.5366666667,27.86,5.75,17.3375,17.8583333333,35.8416666667
05-21,14.0545454545,24.26,30.55,14.7818181818,28.0916666667,17.8583333333,22.0083333333,21.675,13.025,13.4583333333,22.85,26.075,35.8416666667,18.3083333333,29.475,7.4416666667,18.075,25.1833333333,14.0416666667,8.25,22.5583333333,5.75,17.9166666667,15.5083333333,30.9833333333,8.6166666667,11.8416666667,24.15,17.7571428571,22.83125,15.55625,14.2375,15.8625,9.95,15.40625,16.79375,22.55,6.15,24.79375,19.8,9.58,11.65,27.51875,18.06875,9.0625,15.03125,8.795,14.0911363636,22.5566666667,27.8625,5.75,17.3375,17.8583333333,35.8416666667
05-22,14.0727272727,24.26,30.55,14.7909090909,28.0916666667,17.8583333333,22.05,21.675,13.025,13.4583333333,22.85,26.3416666667,35.8916666667,18.3166666667,29.475,7.4416666667,18.125,25.2083333333,14.0416666667,8.2583333333,22.5666666667,5.75,17.925,15.5083333333,30.9833333333,8.6166666667,11.8416666667,24.2083333333,17.9714285714,22.83125,15.55625,14.2375,15.88125,9.95,15.40625,16.79375,22.55625,6.15,24.80625,19.825,9.8266666667,11.65,27.51875,18.06875,9.06875,15.0375,8.7975,14.1056818182,22.5645833333,27.8625,5.75,17.35,17.925,35.8916666667
