date,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
03-28,21.4727272727,18.6348484848,22.7297619048,16.0071428571,16.1173469388,17.0326530612,13.7717171717,16.637,14.5267326733,21.6643564356,15.2514851485,20.7567307692,19.8571428571,22.8828571429,17.0971428571,16.5439252336,15.3361111111,15.5266055046,12.5171171171,16.2318584071,15.3912280702,20.7237288136,18.663559322,15.7991525424,20.5983333333,17.7545454545,14.880952381,22.1984732824,14.7038167939,13.1603053435,17.5603053435,13.2427480916,16.1763358779,21.5106870229,12.1122137405,21.493129771,16.2946564885,13.9,15.9053435115,22.1769230769,17.1221374046,15.4876923077,13.4251908397,13.7845454545,15.4993662668,18.6549460709,21.6489894944,12.1122137405,16.2923664122,16.4192908611,22.8828571429
03-29,21.5409090909,19.0727272727,22.7607142857,16.1316326531,16.1734693878,17.1673469388,14.0606060606,16.741,14.6752475248,21.9643564356,15.3405940594,20.8413461538,19.92,23.0038095238,17.7380952381,16.5635514019,15.4833333333,15.6798165138,12.5225225225,16.2575221239,15.5061403509,20.8262711864,18.9347457627,16.0830508475,20.6675,17.8239669421,14.9261904762,22.4740458015,14.7236641221,13.1778625954,17.6488549618,13.2450381679,16.3297709924,21.7076335878,12.2389312977,21.5267175573,16.3702290076,13.9267175573,15.9923664122,22.2753846154,17.2877862595,15.5523076923,13.4259541985,13.9401064076,15.5905603387,19.0313328197,21.9386841509,12.2389312977,16.4183206107,16.4668902048,23.0038095238
03-30,21.6712121212,19.246969697,22.7654761905,16.1836734694,16.2469387755,17.3887755102,14.2303030303,16.911,14.7485148515,22.0920792079,15.3603960396,21.0346153846,19.9933333333,23.040952381,18.0352380952,16.6392523364,15.5074074074,15.8,12.5234234234,16.4061946903,15.5859649123,21.0008474576,19.3830508475,16.2771186441,20.7658333333,18.0066115702,14.9777777778,22.5580152672,14.7374045802,13.1923664122,17.7297709924,13.2458015267,16.6648854962,21.7534351145,12.2809160305,21.6442748092,16.4938931298,13.9618320611,16.420610687,22.3684615385,17.5305343511,15.7261538462,13.4259541985,13.988679158,15.7483076923,19.3422265023,22.0582147986,12.2809160305,16.5564885496,16.6520689163,23.040952381
03-31,21.8333333333,19.4303030303,22.9035714286,16.2428571429,16.4255102041,17.4744897959,14.3373737374,16.958,14.8267326733,22.2613861386,15.398019802,21.0971153846,20.039047619,23.0885714286,18.1961904762,16.653271028,15.6611111111,15.8688073394,12.527027027,16.5061946903,15.6166666667,21.2389830508,19.5533898305,16.4025423729,21.1158333333,18.1355371901,15.0349206349,22.7389312977,14.7404580153,13.1984732824,17.9450381679,13.2465648855,16.820610687,21.9351145038,12.3183206107,21.6748091603,16.586259542,13.9748091603,16.4603053435,22.5846153846,17.7083969466,15.7976923077,13.4267175573,14.011065618,15.8190268172,19.5164637904,22.2287589751,12.3183206107,16.6580152672,16.7369408575,23.0885714286
04-01,21.9954545455,19.6318181818,22.9773809524,16.287755102,16.4918367347,17.6816326531,14.3666666667,17.004,14.9257425743,22.3198019802,15.4376237624,21.1326923077,20.0819047619,23.2761904762,18.3352380952,16.7429906542,15.8351851852,15.9357798165,12.5396396396,16.5415929204,15.6385964912,21.3033898305,19.6830508475,16.5,21.3233333333,18.3950413223,15.2071428571,22.8229007634,14.7435114504,13.206870229,18.1007633588,13.2465648855,16.9511450382,22.1564885496,12.3564885496,21.7511450382,16.6549618321,13.9854961832,16.6099236641,22.7152671756,17.9717557252,15.9458015267,13.5702290076,14.0236132316,15.9387863296,19.6676810478,22.3034706371,12.3564885496,16.7480916031,16.8470678462,23.2761904762
04-02,22.2575757576,19.7181818182,23.4928571429,16.3112244898,16.5530612245,17.8734693878,14.3888888889,17.126,14.9663366337,22.4702970297,15.5623762376,21.1721153846,20.1266666667,23.5266666667,18.4438095238,17.185046729,15.9268518519,15.9908256881,12.5405405405,16.5548672566,15.7561403509,21.3940677966,19.9516949153,16.5889830508,21.4358333333,18.6231404959,15.5523809524,22.8396946565,14.7923664122,13.365648855,18.2557251908,13.2511450382,16.9984732824,22.2358778626,12.4,21.8,16.7053435115,14.0229007634,16.6442748092,22.9053846154,18.0335877863,16.3007692308,14.3175572519,14.0594995759,16.0838087509,19.8816409861,22.4490249025,12.4,16.8679389313,17.0622366412,23.5266666667
04-03,22.4060606061,19.7484848485,24.0976190476,16.3234693878,16.5806122449,18.2571428571,14.4212121212,17.211,14.9831683168,22.7108910891,15.6564356436,21.1836538462,20.2066666667,23.7133333333,18.6904761905,17.5355140187,16.0842592593,16.1137614679,12.5423423423,16.5663716814,15.8684210526,21.4661016949,20.0186440678,16.6322033898,21.5341666667,18.9214876033,15.6928571429,22.9038167939,14.8297709924,13.5007633588,18.3954198473,13.2977099237,17.034351145,22.3541984733,12.4427480916,21.941221374,16.8282442748,14.0351145038,16.6709923664,22.9553846154,18.0511450382,16.4076923077,14.6099236641,14.0737242656,16.1766738438,19.937596302,22.6804080408,12.4427480916,17.0022900763,17.1226755725,24.0976190476
04-04,22.4666666667,19.8151515152,24.2488095238,16.3959183673,16.6275510204,18.5469387755,14.4373737374,17.219,15.001980198,22.7851485149,15.7811881188,21.1990384615,20.2704761905,23.8533333333,18.8047619048,17.7719626168,16.1472222222,16.1816513761,12.5441441441,16.7132743363,16.0973684211,21.5,20.1186440678,16.656779661,21.6058333333,19.3140495868,15.9293650794,23.1580152672,14.858778626,13.5229007634,18.5175572519,13.3167938931,17.0572519084,22.4618320611,12.4625954198,22.0419847328,16.8679389313,14.0427480916,16.7099236641,23.1515384615,18.0549618321,16.5376923077,14.7038167939,14.0822106562,16.2459314735,20.027596302,22.75330033,12.4625954198,17.1030534351,17.1381259542,24.2488095238
04-05,22.5121212121,19.9303030303,24.294047619,16.5265306122,16.706122449,18.6428571429,14.4787878788,17.243,15.0168316832,23.0178217822,15.9356435644,21.2221153846,20.3523809524,24.240952381,18.9076190476,17.9813084112,16.2231481481,16.2449541284,12.5468468468,16.7663716814,16.2614035088,21.5915254237,20.1686440678,16.693220339,21.6691666667,19.5859504132,16.1412698413,23.2167938931,14.8679389313,13.5473282443,18.5816793893,13.3404580153,17.0816793893,22.6175572519,12.4954198473,22.0687022901,16.8977099237,14.0480916031,16.8053435115,23.3907692308,18.0687022901,16.6261538462,14.7145038168,14.0911612306,16.3409416398,20.0971417565,22.9777953292,12.4954198473,17.1839694656,17.1623396947,24.294047619
04-06,22.5939393939,19.9848484848,24.3273809524,16.6367346939,16.7244897959,18.687755102,14.5686868687,17.256,15.0316831683,23.3683168317,16.001980198,21.2490384615,20.4028571429,24.4142857143,18.9495238095,18.0934579439,16.2388888889,16.4064220183,12.5576576577,16.9477876106,16.4105263158,21.6796610169,20.4169491525,16.7550847458,21.7316666667,19.6181818182,16.4380952381,23.2992366412,14.8748091603,13.6305343511,18.6366412214,13.3519083969,17.1229007634,22.6977099237,12.5473282443,22.0854961832,16.9381679389,14.0595419847,16.879389313,23.4646153846,18.2099236641,16.66,14.7244274809,14.1104564731,16.4976870748,20.2774545455,23.2390839695,12.5473282443,17.2526717557,17.1894503817,24.4142857143
04-07,22.6287878788,19.9984848485,24.3523809524,16.7081632653,16.737755102,18.6969387755,14.5888888889,17.264,15.0425742574,23.5554455446,16.100990099,21.2625,20.4361904762,24.499047619,19.059047619,18.1598130841,16.2537037037,16.8275229358,12.5612612613,17.1132743363,16.4745614035,21.7355932203,20.7838983051,16.7686440678,21.85,19.6900826446,16.7603174603,23.4290076336,14.8946564885,13.7282442748,18.7595419847,13.3564885496,17.1488549618,22.7297709924,12.8885496183,22.1175572519,16.9572519084,14.1030534351,16.893129771,23.5023076923,18.4374045802,16.6784615385,14.7396946565,14.1516369805,16.7170408163,20.3048787879,23.3590839695,12.5612612613,17.3442748092,17.2064274809,24.499047619
04-08,22.6560606061,20.0181818182,24.4226190476,16.7316326531,16.7479591837,18.7153061224,14.7050505051,17.346,15.0574257426,23.6099009901,16.4435643564,21.2721153846,20.4561904762,24.5657142857,19.2238095238,18.2822429907,16.2583333333,17.1724770642,12.5684684685,17.1769911504,16.6368421053,21.7805084746,21.0093220339,16.8406779661,22.1208333333,19.7396694215,16.853968254,23.6595419847,14.906870229,13.8335877863,18.8671755725,13.3603053435,17.1641221374,22.7687022901,13.3847328244,22.1404580153,16.9633587786,14.1221374046,16.9053435115,23.5361538462,18.4801526718,16.6961538462,14.7435114504,14.1804287146,16.7365306122,20.3247878788,23.4594086905,12.5684684685,17.427480916,17.2614955752,24.5657142857
04-09,22.8,20.0878787879,24.5369047619,16.7897959184,16.7612244898,18.7326530612,15.1090909091,17.376,15.0702970297,23.6841584158,16.5752475248,21.4067307692,20.4647619048,24.7352380952,19.3304761905,18.4224299065,16.2731481481,17.4541284404,12.5774774775,17.2814159292,16.8307017544,21.8940677966,21.0533898305,17.1762711864,22.2391666667,19.805785124,16.9031746032,23.9198473282,14.9122137405,14.1748091603,18.9030534351,13.4335877863,17.2175572519,22.9,13.665648855,22.1549618321,16.9679389313,14.1251908397,16.9297709924,23.5469230769,18.4977099237,16.7,14.7496183206,14.2485496183,16.8020676692,20.3516969697,23.4822307692,12.5774774775,17.5442748092,17.4150642202,24.7352380952
04-10,22.9757575758,20.146969697,24.6821428571,16.8173469388,16.7785714286,18.756122449,15.3282828283,17.422,15.1,23.8148514851,16.9564356436,21.5990384615,20.4752380952,25.0571428571,19.4028571429,18.5813084112,16.2833333333,17.5660550459,12.5945945946,17.3185840708,17.1429824561,21.9855932203,21.0805084746,17.3262711864,22.5391666667,19.9380165289,16.9158730159,24.2259541985,14.9267175573,14.3877862595,18.9114503817,13.472519084,17.2923664122,22.9694656489,13.7709923664,22.2610687023,16.9824427481,14.1297709924,16.9923664122,23.55,18.5297709924,16.7015384615,14.7564885496,14.4416793893,16.9280418042,20.3767575758,23.4925757576,12.5945945946,17.6801526718,17.4940275229,25.0571428571
04-11,23.3545454545,20.1666666667,24.7392857143,16.8479591837,16.787755102,18.7724489796,15.3626262626,17.643,15.1504950495,23.8673267327,17.1247524752,21.7096153846,20.5380952381,25.1971428571,19.4752380952,18.6570093458,16.2944444444,17.7944954128,12.6891891892,17.3292035398,17.2728070175,22.1059322034,21.1101694915,17.5322033898,22.845,20.0297520661,16.9396825397,24.3847328244,14.9458015267,14.4832061069,18.913740458,13.4893129771,17.3961832061,23.0030534351,13.8152671756,22.6312977099,16.9847328244,14.1312977099,17.0114503817,23.5546153846,18.5419847328,16.7030769231,14.7664122137,14.5294656489,16.9531976251,20.4266666667,23.5346083916,12.6891891892,17.7671755725,17.7187477064,25.1971428571
04-12,23.4590909091,20.1878787879,24.8607142857,17.0734693878,16.8214285714,18.7979591837,15.3838383838,17.817,15.1544554455,23.9257425743,17.1782178218,21.8163461538,20.7619047619,25.2523809524,19.5247619048,18.7672897196,16.3092592593,18.0174311927,12.7387387387,17.3336283186,17.4271929825,22.1355932203,21.1440677966,17.6177966102,23,20.4223140496,16.9515873016,24.4618320611,14.9908396947,14.620610687,18.9190839695,13.4984732824,17.4328244275,23.0305343511,13.8297709924,22.793129771,17.0709923664,14.1328244275,17.2152671756,23.5569230769,18.5465648855,16.7092307692,14.8450381679,14.6576335878,17.0717354728,20.6600275482,23.5471398601,12.7387387387,17.8427480916,17.9172155963,25.2523809524
04-13,23.6,20.1954545455,25.0119047619,17.2520408163,16.8336734694,18.8102040816,15.4353535354,18.003,15.1554455446,24.1227722772,17.2227722772,21.8682692308,20.9819047619,25.2971428571,19.7285714286,18.7859813084,16.3240740741,18.2449541284,12.827027027,17.3398230088,17.4798245614,22.1771186441,21.1728813559,17.7906779661,23.0758333333,20.5611570248,16.9761904762,24.4778625954,15.1496183206,14.6496183206,18.9526717557,13.5015267176,17.4854961832,23.0366412214,13.9267175573,22.8770992366,17.2145038168,14.141221374,17.4854961832,23.5615384615,18.5603053435,16.71,14.872519084,14.6996183206,17.2169843549,20.8556804408,23.5961538462,12.827027027,17.927480916,18.1239770642,25.2971428571
04-14,23.6439393939,20.2060606061,25.205952381,17.3040816327,16.8387755102,18.8265306122,15.4585858586,18.167,15.203960396,24.1871287129,17.2475247525,21.8855769231,21.3257142857,25.3847619048,19.9057142857,18.8028037383,16.3407407407,18.3642201835,12.8603603604,17.3504424779,17.5210526316,22.2118644068,21.1940677966,17.8186440678,23.125,20.6157024793,17.0793650794,24.5893129771,15.2618320611,14.9984732824,19.2442748092,13.5175572519,17.5351145038,23.0381679389,14.0503816794,22.9488549618,17.2893129771,14.1938931298,17.6099236641,23.5884615385,18.5603053435,16.7153846154,14.986259542,15.0190219938,17.2600612199,21.0205582014,23.6383916084,12.8603603604,18.0106870229,18.2656100917,25.3847619048
04-15,23.6742424242,20.2181818182,25.2892857143,17.3510204082,16.9244897959,18.8397959184,15.4767676768,18.291,15.2930693069,24.2247524752,17.3168316832,21.9423076923,21.4104761905,25.4514285714,20.1238095238,18.8439252336,16.475,18.4055045872,12.9171171171,17.3796460177,17.5464912281,22.2169491525,21.3118644068,17.8830508475,23.1408333333,20.8438016529,17.1095238095,24.7442748092,15.6022900763,15.1687022901,19.3038167939,13.5519083969,17.6351145038,23.0396946565,14.1236641221,23.0709923664,17.3526717557,14.320610687,17.7534351145,23.8169230769,18.5664122137,16.7176923077,15.2465648855,15.1811389918,17.3270883007,21.1714455806,23.8026550117,12.9171171171,18.0977099237,18.3482522936,25.4514285714
04-16,23.6893939394,20.2393939394,25.3773809524,17.3714285714,16.9632653061,18.8714285714,15.4797979798,18.351,15.4445544554,24.301980198,17.3495049505,22.1278846154,21.4819047619,25.4885714286,20.38,18.8560747664,16.7175925926,18.4678899083,13.0315315315,17.6008849558,17.550877193,22.2279661017,21.5466101695,17.9347457627,23.1458333333,21.0884297521,17.1253968254,24.8045801527,15.8099236641,15.6145038168,19.341221374,13.6389312977,17.9633587786,23.041221374,14.1480916031,23.1328244275,17.593129771,14.4740458015,17.8221374046,23.8553846154,18.7954198473,16.7353846154,15.2717557252,15.4480788079,17.3560820368,21.363862259,23.8387855478,13.0315315315,18.2511450382,18.4094449541,25.4885714286
04-17,23.7121212121,20.2515151515,25.6488095238,17.3775510204,17.1408163265,18.8836734694,15.5121212121,18.358,15.5475247525,24.4564356436,17.3831683168,22.2682692308,21.5257142857,25.5104761905,20.5876190476,18.885046729,16.7990740741,18.5018348624,13.1243243243,17.6619469027,17.5754385965,22.2406779661,21.5889830508,18.013559322,23.19,21.4024793388,17.1873015873,24.9190839695,15.8511450382,15.8152671756,19.3572519084,13.8801526718,18.2221374046,23.0458015267,14.165648855,23.2190839695,17.9114503817,14.5488549618,17.9595419847,23.8630769231,18.9763358779,16.7861538462,15.313740458,15.5156615662,17.3792362093,21.4887438017,23.847981352,13.1243243243,18.3633587786,18.4299174312,25.6488095238
04-18,23.7681818182,20.3121212121,25.9488095238,17.3826530612,17.256122449,18.9183673469,15.6454545455,18.375,15.9316831683,24.5920792079,17.3871287129,22.6596153846,21.7152380952,25.5342857143,20.7666666667,18.9429906542,16.8212962963,18.5201834862,13.2306306306,17.7380530973,17.600877193,22.2483050847,21.6872881356,18.0415254237,23.225,21.6454545455,17.2666666667,25.0946564885,15.8923664122,15.9648854962,19.3732824427,14.1923664122,18.3633587786,23.0572519084,14.265648855,23.2358778626,17.9984732824,14.6030534351,18.0465648855,23.8707692308,19.0022900763,17.1007692308,15.4030534351,15.6701457321,17.3839957567,21.6747380586,23.8605104895,13.2306306306,18.4435114504,18.4475917431,25.9488095238
04-19,23.8196969697,20.5424242424,26.0357142857,17.3969387755,17.3775510204,18.9204081633,15.8797979798,18.402,16.1831683168,24.8683168317,17.3940594059,22.9259615385,22.1647619048,25.5542857143,20.8514285714,18.9654205607,16.8935185185,18.5495412844,13.3396396396,17.8911504425,17.7324561404,22.2677966102,21.8008474576,18.1423728814,23.2683333333,21.705785124,17.2785714286,25.5427480916,16.0511450382,16.0183206107,19.3954198473,14.4152671756,18.4893129771,23.1717557252,14.320610687,23.2549618321,18.0717557252,14.634351145,18.0610687023,23.9007692308,19.0152671756,17.3130769231,15.4259541985,15.8936502429,17.3949232168,21.7723287575,23.8926620047,13.3396396396,18.5175572519,18.5194271308,26.0357142857
04-20,24.2015151515,21.0015151515,26.1178571429,17.4897959184,17.437755102,18.9285714286,16.0191919192,18.409,16.2693069307,24.998019802,17.399009901,23.2432692308,22.2885714286,25.5942857143,20.9438095238,18.991588785,17.0435185185,18.5605504587,13.3981981982,17.9831858407,17.8192982456,22.3118644068,21.8525423729,18.1889830508,23.2825,21.726446281,17.2857142857,25.7328244275,16.1595419847,16.1900763359,19.434351145,14.4618320611,18.6564885496,23.2312977099,14.3770992366,23.2648854962,18.1366412214,14.7259541985,18.079389313,23.9615384615,19.1130769231,17.4192307692,15.4488549618,16.0332269257,17.4533673469,21.8147135453,24.1775174825,13.3981981982,18.6038167939,18.6085195042,26.1178571429
04-21,24.4,21.3575757576,26.1511904762,17.5816326531,17.6030612245,18.937755102,16.0606060606,18.456,16.3188118812,25.0475247525,17.4089108911,23.4836538462,22.4266666667,25.7038095238,21.0076190476,19.1214953271,17.0944444444,18.6669724771,13.5216216216,18.0513274336,17.9298245614,22.3889830508,21.8872881356,18.2525423729,23.2883333333,21.7404958678,17.3087301587,25.9625954198,16.179389313,16.4106870229,19.4442748092,14.513740458,18.7076335878,23.3854961832,14.6480916031,23.2740458015,18.1687022901,14.7618320611,18.0839694656,24.0330769231,19.1384615385,17.4484615385,15.4549618321,16.0724843858,17.5880612245,21.8432504552,24.3633076923,13.5216216216,18.6870229008,18.6873030324,26.1511904762
04-22,24.4666666667,21.5848484848,26.1797619048,17.5989795918,18.0989795918,18.95,16.1050505051,18.589,16.3821782178,25.1059405941,17.4178217822,23.6432692308,22.4828571429,25.8619047619,21.039047619,19.3803738318,17.1203703704,18.9504587156,13.5945945946,18.1345132743,18.1657894737,22.4127118644,21.9203389831,18.3508474576,23.295,21.747107438,17.546031746,26.2755725191,16.1900763359,16.4809160305,19.4519083969,14.5374045802,18.7251908397,23.4893129771,14.6984732824,23.3511450382,18.2221374046,14.827480916,18.1,24.2307692308,19.1492307692,17.4792307692,15.458778626,16.1135530881,17.7489795918,21.8683695195,24.4430769231,13.5945945946,18.7740458015,18.8375954198,26.2755725191
04-23,24.5060606061,21.8196969697,26.2666666667,17.6112244898,18.4571428571,18.9673469388,16.1818181818,18.669,16.5475247525,25.1702970297,17.4544554455,23.8259615385,22.5419047619,26.0085714286,21.0933333333,19.7878504673,17.4231481481,19.3100917431,13.6567567568,18.3867256637,18.4605263158,22.4542372881,21.9262711864,18.55,23.3125,21.752892562,17.8158730159,26.327480916,16.2030534351,16.6465648855,19.472519084,14.5763358779,18.741221374,23.5236641221,14.7312977099,23.3969465649,18.2396946565,14.8984732824,18.3679389313,24.3061538462,19.1592307692,17.4853846154,15.4770992366,16.1839417071,17.9430195081,21.8942989214,24.4860699301,13.6567567568,18.9114503817,18.8542841564,26.327480916
04-24,24.6015151515,21.9151515152,26.3666666667,17.6326530612,18.6183673469,18.9765306122,16.3777777778,18.76,16.5940594059,25.2554455446,17.5,23.9884615385,22.6161904762,26.36,21.1238095238,20.2308411215,17.5583333333,19.4155963303,13.6801801802,18.917699115,18.550877193,22.5305084746,21.9330508475,18.7652542373,23.3216666667,21.7719008264,18.246031746,26.6564885496,16.2114503817,16.6946564885,19.4992366412,14.6106870229,18.8549618321,23.6114503817,14.7595419847,23.4152671756,18.4083969466,14.9511450382,18.6526717557,24.34,19.1630769231,17.5146153846,15.5320610687,16.2280831213,18.2947413062,21.9276810478,24.5753636364,13.6801801802,19.0847328244,18.9471148636,26.6564885496
04-25,24.8196969697,22.0484848485,26.575,17.65,18.7642857143,18.9846938776,16.695959596,18.811,16.6178217822,25.4752475248,17.6702970297,24.0826923077,22.699047619,26.5971428571,21.2342857143,20.6841121495,17.6777777778,19.4532110092,13.6864864865,19.1513274336,18.6815789474,22.9940677966,21.9720338983,18.9711864407,23.4125,21.8041322314,18.326984127,26.9786259542,16.2198473282,16.727480916,19.513740458,14.7190839695,19,23.8519083969,14.7763358779,23.4396946565,18.5007633588,14.9816793893,18.7473282443,24.5069230769,19.1723076923,17.5476923077,15.558778626,16.2596447736,18.3791178965,22.0255495634,24.7884195804,13.6864864865,19.2320610687,19.0756637168,26.9786259542
04-26,25.0909090909,22.3742424242,27.030952381,17.6581632653,19.0734693878,18.9897959184,16.8777777778,19.168,16.6316831683,25.5455445545,18.0316831683,24.3375,22.7476190476,26.6685714286,21.3533333333,21.0121495327,17.7416666667,19.480733945,13.736036036,19.1920353982,18.7421052632,23.1711864407,21.9957627119,19.0127118644,23.4783333333,21.9719008264,18.3952380952,27.3122137405,16.2450381679,16.7534351145,19.5770992366,15.0221374046,19.2786259542,24.0290076336,14.7969465649,23.4496183206,18.5213740458,15.0236641221,18.7763358779,24.7992307692,19.2968992248,17.5569230769,15.6259541985,16.283702668,18.4330788804,22.2606985105,25.0617412587,13.736036036,19.3732824427,19.2353306762,27.3122137405
04-27,25.2606060606,22.5045454545,27.2,17.6683673469,19.1540816327,19.1214285714,17.0525252525,19.392,16.6475247525,25.6772277228,18.3792079208,24.4394230769,22.779047619,26.7152380952,21.4123809524,21.2897196262,17.7601851852,19.4935779817,13.8504504505,19.1991150442,18.7780701754,23.2330508475,22.0169491525,19.0466101695,23.5066666667,22.1388429752,18.4134920635,27.5969465649,16.4618320611,16.7648854962,19.934351145,15.2045801527,19.565648855,24.2221374046,14.8007633588,23.6427480916,18.558778626,15.1549618321,18.8106870229,24.8230769231,19.6217054264,17.5576923077,16.1480916031,16.4804013302,18.4570780322,22.3948347107,25.2168531469,13.8504504505,19.4961832061,19.4427889908,27.5969465649
04-28,25.3893939394,22.5757575758,27.3226190476,17.6989795918,19.1857142857,19.2183673469,17.397979798,19.631,16.6554455446,25.7178217822,18.6811881188,24.5326923077,22.8104761905,26.8533333333,21.4657142857,21.4196261682,17.7666666667,19.5293577982,14.0675675676,19.210619469,18.8114035088,23.5737288136,22.0228813559,19.0754237288,23.5291666667,22.2479338843,18.4714285714,27.6641221374,16.5580152672,16.7717557252,20.1351145038,15.2618320611,19.720610687,24.5244274809,14.8076335878,23.6992366412,18.5702290076,15.3977099237,18.8229007634,24.9138461538,19.9108527132,17.5676923077,16.3633587786,16.5677582949,18.603516741,22.4774104683,25.3418391608,14.0675675676,19.6038167939,19.5801788991,27.6641221374
04-29,25.6,22.6151515152,27.3833333333,17.7214285714,19.2346938776,19.3081632653,17.8181818182,19.775,16.6613861386,25.7326732673,18.9435643564,24.6019230769,22.8504761905,27.0514285714,21.4876190476,21.7130841121,17.775,19.5633027523,14.1216216216,19.2221238938,18.899122807,23.9076271186,22.0381355932,19.1025423729,23.5516666667,22.2809917355,18.6222222222,27.779389313,16.5770992366,16.7839694656,20.2633587786,15.286259542,19.9839694656,24.7381679389,14.8282442748,23.8030534351,18.572519084,15.4305343511,18.8503816794,24.9392307692,20.0062015504,17.6276923077,16.4641221374,16.5855279268,18.6906700594,22.5149035813,25.5339230769,14.1216216216,19.6908396947,19.6691513761,27.779389313
04-30,25.7757575758,22.6560606061,27.419047619,17.7357142857,19.2418367347,19.4244897959,18.0404040404,19.996,16.6742574257,25.8108910891,19.2257425743,24.9644230769,22.9028571429,27.4057142857,21.5047619048,22.1336448598,17.8111111111,19.5788990826,14.1414414414,19.2469026549,19.0701754386,24.1093220339,22.0737288136,19.1262711864,23.5675,22.2884297521,18.8801587302,28.0259541985,16.5916030534,16.786259542,20.3755725191,15.3091603053,20.1992366412,24.827480916,14.8335877863,24.3618320611,18.579389313,15.4480916031,18.9076335878,24.9430769231,20.1015503876,17.6584615385,16.4992366412,16.5998684907,18.8884011874,22.5457713499,25.6946241259,14.1414414414,19.8076335878,19.7874495413,28.0259541985
05-01,26.003030303,22.6712121212,27.4476190476,17.8530612245,19.3020408163,19.4724489796,18.2464646465,20.072,16.6831683168,25.9108910891,19.3069306931,25.3673076923,22.9342857143,27.5904761905,21.5161904762,22.5093457944,17.8277777778,19.5981651376,14.1468468468,19.3079646018,19.2271929825,24.3245762712,22.1305084746,19.1338983051,23.6225,22.3008264463,19.1420634921,28.1007633588,16.6534351145,16.8648854962,20.4183206107,15.3213740458,20.313740458,24.9297709924,14.9312977099,24.9580152672,18.6099236641,15.4572519084,18.9282442748,24.8442748092,20.0503816794,17.7702290076,16.5541984733,16.6564084347,18.9899404839,22.6226522232,25.8565327494,14.1468468468,19.9045801527,19.8242734085,28.1007633588
05-02,26.2303030303,22.6833333333,27.4619047619,17.9979591837,19.5887755102,19.5571428571,18.5101010101,20.139,16.6920792079,25.9574257426,19.4287128713,25.6038461538,23.0028571429,27.9533333333,21.5352380952,22.8009345794,17.8592592593,19.6146788991,14.2324324324,19.3681415929,19.2649122807,24.4779661017,22.1677966102,19.2322033898,23.8041666667,22.3628099174,19.2833333333,28.165648855,16.7129770992,17.0221374046,20.4564885496,15.3557251908,20.4534351145,24.9488549618,15.0190839695,25.1923664122,18.6496183206,15.4687022901,19.034351145,24.9592307692,20.2302325581,17.8476923077,16.5702290076,16.6941689971,19.0937068185,22.7656542056,25.9220677837,14.2324324324,19.9977099237,19.8768394495,28.165648855
05-03,26.5136363636,22.7166666667,27.4797619048,18.1775510204,19.6806122449,19.6204081633,18.5474747475,20.239,16.700990099,25.9841584158,19.4861386139,26.0951923077,23.0580952381,28.0923809524,21.539047619,23.0186915888,17.8722222222,19.747706422,14.2531531532,19.4274336283,19.2859649123,24.5677966102,22.1906779661,19.3466101695,23.9183333333,22.7958677686,19.4293650794,28.2213740458,16.7297709924,17.0496183206,20.472519084,15.3709923664,20.5045801527,25.020610687,15.3870229008,25.2534351145,18.6709923664,15.5633587786,19.1251908397,24.97,20.2689922481,17.8530769231,16.5801526718,16.7038681883,19.1734230615,22.9518444427,26.0840889185,14.2531531532,20.0839694656,19.993353211,28.2213740458
05-04,26.7121212121,22.7742424242,27.4976190476,18.237755102,19.7193877551,19.7071428571,18.5606060606,20.346,16.7069306931,26.0910891089,19.5623762376,26.2807692308,23.0685714286,28.1371428571,21.5485714286,23.5457943925,17.8777777778,20.1541284404,14.2774774775,19.4840707965,19.2938596491,24.6449152542,22.2466101695,19.4610169492,23.9708333333,22.9553719008,19.5150793651,28.3030534351,16.7442748092,17.0847328244,20.4755725191,15.4290076336,20.5358778626,25.0511450382,15.5893129771,25.2717557252,18.7801526718,15.7564885496,19.2610687023,24.9792307692,20.3286821705,17.8615384615,16.5984732824,16.7106651047,19.2709059863,23.0346115702,26.2618012186,14.2774774775,20.1816793893,20.2414053055,28.3030534351
05-05,26.8590909091,22.8166666667,27.5880952381,18.2642857143,19.737755102,19.8051020408,18.5929292929,20.463,16.7079207921,26.3534653465,19.6158415842,26.375,23.0733333333,28.1638095238,21.5904761905,23.8177570093,17.887962963,20.3403669725,14.2855855856,19.8300884956,19.2947368421,24.6889830508,22.3211864407,19.7271186441,23.9908333333,23.0743801653,19.5468253968,28.3267175573,16.7603053435,17.1083969466,20.4786259542,15.5435114504,20.5442748092,25.0854961832,15.6244274809,25.2832061069,18.8396946565,15.8572519084,19.3519083969,25.0392307692,20.3751937984,17.9907692308,16.7160305344,16.7131592472,19.3118883086,23.0740661157,26.3728465347,14.2855855856,20.2442748092,20.3577803855,28.3267175573
