date,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
01-28,16.4727272727,12.8515151515,13.1380952381,9.5153061224,10.9112244898,10.3214285714,7.5636363636,9.947,9.0415841584,13.0712871287,9.0425742574,12.5317307692,11.7,19.2428571429,11.0876190476,12.0429906542,7.412962963,9.9256880734,8.2333333333,8.9203539823,10.6149122807,15.2296610169,12.9516949153,11.0483050847,13.3408333333,12.5504132231,10.0119047619,15.8122137405,9.9160305344,8.2358778626,9.6244274809,9.0061068702,11.265648855,15.7167938931,6.8732824427,11.8603053435,10.6694656489,7.3984732824,12.3648854962,13.7457364341,9.5778625954,9.4084615385,9.793129771,8.2335877863,9.5918320611,12.4816771873,15.0812685587,6.8732824427,10.6549618321,10.7903450693,19.2428571429
01-29,16.4818181818,12.9545454545,13.194047619,9.9306122449,10.9367346939,10.3459183673,7.6565656566,10.005,9.0415841584,13.095049505,9.096039604,12.5836538462,11.9971428571,19.3304761905,11.0942857143,12.0719626168,7.4277777778,10.0596330275,8.3117117117,8.9663716814,10.7087719298,15.2838983051,13.1389830508,11.05,13.855,12.7504132231,10.0492063492,15.8244274809,9.9450381679,8.586259542,9.6534351145,9.0160305344,11.3114503817,15.7755725191,6.9145038168,11.8717557252,10.7038167939,7.4740458015,12.3778625954,13.8669230769,9.5824427481,9.4338461538,9.8427480916,8.3391664947,9.7365882536,12.5219164709,15.1422007823,6.9145038168,10.7175572519,10.8227533119,19.3304761905
01-30,16.4924242424,13.0757575758,13.2333333333,10.0010204082,11.1173469388,10.3755102041,7.8505050505,10.026,9.0415841584,13.1297029703,9.1643564356,12.6028846154,12.179047619,19.4,11.1095238095,12.1028037383,7.4453703704,10.1266055046,8.3648648649,8.9734513274,10.7859649123,15.3186440678,13.3059322034,11.0542372881,14.0325,12.8429752066,10.0563492063,15.827480916,9.9717557252,8.6763358779,10.0396946565,9.0610687023,11.4748091603,15.8099236641,6.9396946565,11.8763358779,10.7419847328,7.641221374,12.3885496183,14.03,9.5832061069,9.5069230769,9.8748091603,8.3960119662,9.9805351301,12.5385841163,15.190029661,6.9396946565,10.7923664122,10.9201011002,19.4
01-31,16.5242424242,13.1590909091,13.3345238095,10.0663265306,11.2826530612,10.393877551,8.002020202,10.057,9.0465346535,13.2148514851,9.2217821782,12.6923076923,12.599047619,19.4552380952,11.140952381,12.1523364486,7.4685185185,10.1587155963,8.3945945946,9.1628318584,10.8622807018,15.3694915254,13.4644067797,11.1271186441,14.2366666667,12.8702479339,10.0706349206,15.8389312977,9.9832061069,8.9755725191,10.6328244275,9.2167938931,11.8122137405,15.8381679389,6.9557251908,11.8992366412,10.8061068702,7.7442748092,12.3908396947,14.1423076923,9.5832061069,9.5146153846,9.913740458,8.452692387,10.0053442748,12.6643296703,15.2562090395,6.9557251908,10.8946564885,10.9946996729,19.4552380952
02-01,16.5378787879,13.2075757576,13.4261904762,10.0816326531,11.4581632653,10.4387755102,8.1939393939,10.088,9.0544554455,13.4237623762,9.2425742574,12.8173076923,13.159047619,19.5304761905,11.1647619048,12.2037383178,7.612037037,10.2137614679,8.4189189189,9.2053097345,10.951754386,15.4381355932,13.5855932203,11.2389830508,14.4633333333,12.8834710744,10.1380952381,15.9106870229,9.9870229008,9.086259542,10.8839694656,9.2549618321,12.2435114504,15.8580152672,6.9641221374,11.9129770992,10.8557251908,7.7549618321,12.3992366412,14.1091603053,9.5877862595,9.5496183206,9.9198473282,8.4824725716,10.0154058265,12.8636220598,15.3406553672,6.9641221374,10.9870229008,11.0582581454,19.5304761905
02-02,16.546969697,13.2454545455,13.469047619,10.0989795918,11.5918367347,10.7653061224,8.3676767677,10.108,9.0584158416,13.6683168317,9.2752475248,12.9096153846,13.2971428571,19.5552380952,11.2028571429,12.2598130841,7.6648148148,10.2917431193,8.4747747748,9.2637168142,11.0035087719,15.4737288136,13.8203389831,11.3033898305,14.7191666667,12.8900826446,10.1666666667,15.9503816794,10.027480916,9.1702290076,10.9595419847,9.2732824427,12.5916030534,15.8954198473,6.993129771,11.9328244275,10.8755725191,7.7977099237,12.4328244275,14.1930769231,9.7427480916,9.7992307692,9.920610687,8.5331388815,10.0489305188,12.9037555626,15.3982725989,6.993129771,11.0427480916,11.1031829574,19.5552380952
02-03,16.5621212121,13.296969697,13.5607142857,10.1265306122,11.8153061224,10.9836734694,8.4272727273,10.114,9.0653465347,13.7544554455,9.3079207921,12.9288461538,13.3552380952,19.7257142857,11.3342857143,12.3373831776,7.7046296296,10.4082568807,8.4828828829,9.4743362832,11.1228070175,15.4966101695,14.0830508475,11.4152542373,14.8708333333,12.9148760331,10.1880952381,15.9633587786,10.1534351145,9.1854961832,10.9969465649,9.3801526718,12.6381679389,15.9977099237,7.0549618321,12.0778625954,10.9114503817,7.8465648855,12.4687022901,14.2115384615,10.158778626,9.9838461538,9.9221374046,8.5411292481,10.1346019629,12.9246551176,15.4340324859,7.0549618321,11.1167938931,11.2285463659,19.7257142857
02-04,16.5666666667,13.403030303,13.6702380952,10.1979591837,11.8836734694,11.6867346939,8.4535353535,10.126,9.0742574257,13.7762376238,9.3415841584,12.9326923077,13.4028571429,19.799047619,11.4047619048,12.3728971963,7.7138888889,10.5385321101,8.4873873874,9.5327433628,11.3087719298,15.5288135593,14.2516949153,11.4983050847,15.4608333333,12.920661157,10.2357142857,16.020610687,10.1801526718,9.1954198473,11.0977099237,9.5320610687,12.6679389313,16.079389313,7.1572519084,12.4648854962,11.0496183206,8.1618320611,12.4801526718,14.2438461538,10.4557251908,10.0069230769,9.9335877863,8.5460743912,10.1854946253,12.9290829625,15.5220155367,7.1572519084,11.2007633588,11.4515334948,19.799047619
02-05,16.5696969697,13.4636363636,13.7119047619,10.2367346939,11.9,12.3306122449,8.4797979798,10.127,9.0782178218,13.7891089109,9.4653465347,12.9384615385,13.5847619048,19.8571428571,11.48,12.5757009346,7.7157407407,10.576146789,8.4891891892,9.6088495575,11.4456140351,15.5457627119,14.3779661017,11.5542372881,15.6466666667,12.9256198347,10.2595238095,16.1267175573,10.1938931298,9.2045801527,11.193129771,9.8061068702,12.7969465649,16.2038167939,7.241221374,12.6908396947,11.0709923664,8.2251908397,12.506870229,14.2646153846,10.4893129771,10.02,9.9389312977,8.5480920524,10.206745599,12.9346090273,15.6365762712,7.241221374,11.2755725191,11.5171186441,19.8571428571
02-06,16.5757575758,13.5621212121,13.7654761905,10.2489795918,11.9142857143,12.4234693878,8.4888888889,10.131,9.0811881188,13.8148514851,9.4891089109,12.9509615385,13.7104761905,19.9247619048,11.5885714286,12.8794392523,7.7240740741,10.6100917431,8.4963963964,9.6238938053,11.5105263158,15.556779661,14.4542372881,11.5737288136,15.6908333333,12.9595041322,10.3238095238,16.4648854962,10.2267175573,9.2244274809,11.272519084,9.8251908397,12.8473282443,16.2526717557,7.4152671756,13.0435114504,11.1480916031,8.5450381679,12.5404580153,14.36,10.6916030534,10.0846153846,9.9488549618,8.598653163,10.2333961676,13.0183092549,15.6774279661,7.4152671756,11.3473282443,11.5811501211,19.9247619048
02-07,16.5893939394,13.6257575758,13.8392857143,10.2632653061,11.9306122449,12.4540816327,8.5727272727,10.134,9.0821782178,13.8544554455,9.5673267327,12.9615384615,13.7552380952,20.0257142857,11.6780952381,13.008411215,7.725,10.7027522936,8.518018018,9.6460176991,11.5456140351,15.6211864407,14.5042372881,11.5805084746,15.8541666667,13.0247933884,10.4404761905,16.5358778626,10.3091603053,9.2633587786,11.4358778626,9.8320610687,12.9022900763,16.3770992366,7.4946564885,13.3083969466,11.6534351145,8.6671755725,12.58,14.4461538462,11.0603053435,10.1269230769,9.9511450382,8.708675837,10.2770338059,13.2233158791,15.8308686441,7.4946564885,11.4404580153,11.6657651763,20.0257142857
02-08,16.6272727273,13.7333333333,13.9023809524,10.2826530612,11.9928571429,12.5,8.7343434343,10.134,9.1069306931,14.003960396,9.9772277228,12.9663461538,13.7952380952,20.0571428571,11.839047619,13.2841121495,7.7351851852,10.8495412844,8.5576576577,9.685840708,11.6833333333,15.8516949153,14.5322033898,11.5838983051,16.2433333333,13.0636363636,10.5857142857,16.9595419847,10.3312977099,9.2679389313,11.7717557252,9.8396946565,12.9167938931,16.8694656489,7.5297709924,13.3610687023,12.1435114504,8.6969465649,12.5648854962,14.4715384615,11.5335877863,10.2884615385,9.9519083969,8.7716021602,10.3013123899,13.3379817365,16.2041694915,7.5297709924,11.5870229008,11.915952381,20.0571428571
02-09,16.6363636364,14.05,13.9428571429,10.2887755102,12.0918367347,12.5653061224,8.8666666667,10.136,9.1851485149,14.3613861386,10.5277227723,13.1144230769,13.8133333333,20.080952381,12.1019047619,13.3962616822,7.775,11.0495412844,8.6531531532,9.7663716814,11.7561403509,15.9305084746,14.5466101695,11.6076271186,16.4333333333,13.2867768595,10.6047619048,17.034351145,10.4992366412,9.4152671756,12.3511450382,9.8450381679,12.9213740458,17.0160305344,7.5503816794,13.4595419847,12.2312977099,8.7160305344,12.5755725191,14.5569230769,11.7534351145,10.3946153846,9.9557251908,8.8985148515,10.5077824805,13.440557894,16.3830508475,7.5503816794,11.7503816794,12.1666012359,20.080952381
02-10,16.6681818182,14.2409090909,13.9738095238,10.3040816327,12.493877551,12.6653061224,8.9464646465,10.136,9.2386138614,14.696039604,10.6316831683,13.2317307692,13.819047619,20.0866666667,12.2038095238,13.5906542056,7.8907407407,11.1100917431,8.7099099099,9.8309734513,11.7850877193,15.963559322,14.5508474576,11.6355932203,16.5591666667,13.6115702479,10.6222222222,17.0488549618,10.5603053435,9.6106870229,12.7755725191,9.9015267176,12.9290076336,17.1389312977,7.572519084,13.520610687,12.2923664122,8.8183206107,12.5893129771,14.5723076923,11.8480916031,10.4061538462,9.9694656489,8.975679568,10.5788804071,13.6052954352,16.4996059322,7.572519084,11.8427480916,12.3931219816,20.0866666667
02-11,16.8212121212,14.3181818182,14.0964285714,10.3806122449,12.6693877551,12.8010204082,9.0060606061,10.138,9.395049505,14.8099009901,10.8851485149,13.4038461538,13.8238095238,20.1352380952,12.2285714286,13.8700934579,8.2444444444,11.1871559633,8.7954954955,9.9115044248,11.8254385965,16.0440677966,14.5584745763,11.7381355932,16.605,13.7289256198,10.6650793651,17.0694656489,10.6938931298,9.7603053435,12.9572519084,9.9511450382,12.9335877863,17.3450381679,7.7358778626,13.6038167939,12.3312977099,8.9106870229,12.5992366412,14.6238461538,11.8809160305,10.4207692308,10.0480916031,9.0449594959,10.6737234945,13.7953443526,16.5489067797,7.7358778626,11.9419847328,12.4652671756,20.1352380952
02-12,16.8878787879,14.3984848485,14.2261904762,10.4295918367,12.7193877551,12.85,9.0343434343,10.149,9.6069306931,14.8831683168,11.2613861386,13.7807692308,13.8257142857,20.1742857143,12.2942857143,13.9242990654,8.5416666667,11.2559633028,8.8198198198,9.9424778761,11.8359649123,16.2745762712,14.5737288136,12.1703389831,16.6658333333,13.7867768595,10.7404761905,17.0908396947,10.7229007634,9.8236641221,13.0190839695,9.9641221374,12.9374045802,17.6633587786,7.7679389313,13.6374045802,12.3664122137,9.0122137405,12.6099236641,14.6530769231,11.8984732824,10.5023076923,10.2526717557,9.0916021602,10.7281733915,13.8140330579,16.6267076271,7.7679389313,12.0297709924,12.4881679389,20.1742857143
02-13,17.0045454545,14.446969697,14.6238095238,10.5642857143,12.7336734694,12.9530612245,9.2292929293,10.223,9.7128712871,14.9683168317,11.295049505,14.2048076923,13.8314285714,20.2314285714,12.3228571429,14.0224299065,9.1055555556,11.3697247706,8.8216216216,10.1079646018,11.8885964912,16.4686440678,14.5872881356,12.2474576271,16.7325,13.9008264463,10.8968253968,17.1129770992,11.0984732824,9.8961832061,13.2022900763,9.9687022901,12.9427480916,17.7572519084,8.1152671756,13.6885496183,12.4129770992,9.4381679389,12.613740458,14.6569230769,11.9221374046,10.5223076923,10.4847328244,9.4656382738,10.9573197625,13.9859488685,16.7061144068,8.1152671756,12.1229007634,12.5133587786,20.2314285714
02-14,17.3303030303,14.4818181818,15.2488095238,10.9959183673,12.8959183673,13.0214285714,9.398989899,10.443,10.2118811881,14.9900990099,11.3633663366,14.6336538462,13.8371428571,20.2628571429,12.4066666667,14.0607476636,9.437037037,11.5311926606,8.8531531532,10.4699115044,11.9964912281,16.5745762712,14.6076271186,12.3618644068,16.8833333333,13.9809917355,11.0523809524,17.1236641221,11.2687022901,9.9541984733,13.3954198473,9.9748091603,12.9442748092,17.7961832061,8.2152671756,14.0641221374,12.4687022901,9.8732824427,12.6244274809,14.7869230769,11.9633587786,10.9353846154,10.6259541985,9.8813740458,11.1172773537,14.0631097952,16.8524576271,8.2152671756,12.2572519084,12.5465648855,20.2628571429
02-15,17.6575757576,14.5,15.6642857143,11.2714285714,12.95,13.0602040816,9.6202020202,10.509,10.3415841584,15.0405940594,11.3792079208,15.5230769231,13.8428571429,20.3514285714,12.5361904762,14.0757009346,9.8509259259,11.6568807339,8.9036036036,10.5946902655,12.0350877193,16.7483050847,14.6703389831,12.4372881356,17.1591666667,14.1396694215,11.069047619,17.1366412214,11.3702290076,10.0458015267,13.5503816794,9.986259542,13.0534351145,17.8053435115,8.4145038168,14.7946564885,12.5045801527,9.9496183206,12.6396946565,15.0423076923,12.0816793893,11.6238461538,10.6335877863,9.9532824427,11.3729226816,14.3919008264,17.0978076077,8.4145038168,12.3839694656,12.5879425663,20.3514285714
02-16,17.7333333333,14.5106060606,16.3011904762,11.3010204082,13.0214285714,13.0816326531,9.6878787879,10.529,10.4099009901,15.1514851485,11.4207920792,15.6115384615,13.8485714286,20.4095238095,12.7438095238,14.0906542056,9.9990740741,11.6917431193,8.9279279279,10.6336283186,12.0631578947,16.9076271186,14.7872881356,12.6228813559,17.2583333333,14.1991735537,11.1682539683,17.1473282443,11.413740458,10.0916030534,13.6358778626,10.0061068702,13.2053435115,17.8175572519,8.6419847328,15.0236641221,12.5580152672,10.1854961832,12.6625954198,15.1492307692,12.3259541985,11.8415384615,10.6557251908,10.0146564885,11.4158559444,14.4171763085,17.1233581317,8.6419847328,12.4854961832,12.7032024718,20.4095238095
02-17,17.85,14.5257575758,16.9273809524,11.3816326531,13.0785714286,13.1204081633,9.8353535354,10.962,10.7415841584,15.4108910891,11.4544554455,15.6307692308,13.859047619,20.4876190476,12.8114285714,14.1345794393,10.2092592593,11.7366972477,9.009009009,10.8451327434,12.1526315789,17.0508474576,14.8177966102,12.8271186441,17.2908333333,14.3140495868,11.1865079365,17.2969465649,11.4213740458,10.1114503817,13.727480916,10.0381679389,13.213740458,17.8595419847,8.6885496183,15.1374045802,12.8961832061,10.434351145,12.7923664122,15.1769230769,12.5312977099,12.0884615385,10.7297709924,10.1212312694,11.4312984657,14.4622451791,17.2668347458,8.6885496183,12.5870229008,12.8616509251,20.4876190476
02-18,17.9878787879,14.5590909091,17.6202380952,11.437755102,13.1173469388,13.1602040816,10.1494949495,11.219,10.8425742574,15.6396039604,11.7524752475,15.6769230769,13.900952381,20.5495238095,12.8314285714,14.3448598131,10.5824074074,11.7798165138,9.063963964,10.9185840708,12.248245614,17.1025423729,14.8762711864,12.8576271186,17.3308333333,14.573553719,11.2325396825,17.4236641221,11.4450381679,10.1541984733,13.7641221374,10.0625954198,13.2473282443,17.9473282443,8.734351145,15.1877862595,12.9580152672,10.506870229,12.8229007634,15.2423076923,12.5503816794,12.3223076923,11.1603053435,10.1894656489,11.5372692918,14.569214876,17.4143810433,8.734351145,12.6908396947,12.9078211929,20.5495238095
02-19,18.0424242424,14.5878787879,18.1464285714,11.5,13.1520408163,13.3091836735,10.4232323232,11.292,10.8831683168,15.9841584158,12.101980198,15.7509615385,14.0923809524,20.6038095238,12.8647619048,14.4887850467,10.6425925926,11.8853211009,9.1981981982,11.0008849558,12.2903508772,17.3093220339,14.9661016949,12.9610169492,17.3625,14.6966942149,11.3412698413,17.4717557252,11.4786259542,10.1648854962,13.7824427481,10.0809160305,13.4770992366,18.0832061069,8.8297709924,15.3183206107,12.9671755725,10.5320610687,12.8503816794,15.2653846154,12.7122137405,12.3938461538,11.6954198473,10.4341151978,11.6155963303,14.6640495868,17.4608301527,8.8297709924,12.8152671756,12.9640962608,20.6038095238
02-20,18.0696969697,14.6878787879,19.0952380952,11.562244898,13.1918367347,13.5602040816,10.5787878788,11.364,10.9504950495,16.8148514851,12.2712871287,15.7923076923,14.2380952381,20.6485714286,12.9028571429,14.6140186916,10.6777777778,11.9871559633,9.2828828829,11.017699115,12.3561403509,17.6076271186,15.0381355932,13.2101694915,17.4016666667,14.7190082645,11.6095238095,18.1030534351,11.7053435115,10.2152671756,13.9625954198,10.1,13.5122137405,18.3435114504,9.1511450382,15.3938931298,12.9709923664,10.679389313,12.8671755725,15.3330769231,12.7885496183,12.4353846154,11.7809160305,10.5886868687,11.789887247,14.7096694215,18.0234899846,9.1511450382,12.965648855,13.0814145506,20.6485714286
02-21,18.1090909091,14.903030303,19.4892857143,11.5959183673,13.206122449,13.7795918367,10.6212121212,11.389,11.1207920792,17.4306930693,12.4237623762,15.8134615385,15.2038095238,20.72,12.9228571429,14.6719626168,10.7805555556,12.0688073394,9.6081081081,11.082300885,12.3868421053,17.8771186441,15.0771186441,13.256779661,17.4733333333,14.7619834711,11.9373015873,18.213740458,11.7839694656,10.3229007634,14.0549618321,10.206870229,13.520610687,18.4580152672,9.1946564885,15.4954198473,12.9839694656,10.7770992366,12.9045801527,15.4161538462,12.9961832061,12.5969230769,12,10.6368008328,11.9767533129,15.0248921418,18.0858936826,9.1946564885,13.0778625954,13.1011528275,20.72
02-22,18.1424242424,14.9454545455,19.6,11.6112244898,13.2295918367,13.8489795918,10.6515151515,11.401,11.1495049505,17.5752475248,12.5792079208,15.8192307692,15.92,20.7466666667,12.9752380952,14.8635514019,10.9,12.228440367,9.6558558559,11.3265486726,12.5728070175,18.0008474576,15.1305084746,13.3,17.5466666667,14.7884297521,12.1658730159,18.2427480916,12.0664122137,10.4015267176,14.1198473282,10.2824427481,13.527480916,18.6007633588,9.2885496183,15.8244274809,13.0267175573,10.8190839695,13.1152671756,15.7130769231,13.1595419847,12.6069230769,12.0267175573,10.6682720333,12.1846432212,15.0749922958,18.1282665639,9.2885496183,13.186259542,13.1945669107,20.7466666667
02-23,18.1772727273,15.05,19.8976190476,11.687755102,13.243877551,13.9112244898,10.6818181818,11.411,11.3821782178,17.7316831683,12.6613861386,15.8230769231,16.2904761905,20.7714285714,13.2028571429,14.9560747664,11.0342592593,12.3532110092,9.727027027,11.5539823009,12.7254385965,18.1110169492,15.1957627119,13.336440678,17.7283333333,14.8504132231,12.2087301587,18.2946564885,12.2877862595,10.4442748092,14.2358778626,10.5839694656,13.5946564885,18.741221374,9.4312977099,16.072519084,13.1832061069,10.8496183206,13.4580152672,16.1476923077,13.2259541985,12.6146153846,12.0740458015,10.6985981957,12.3074136844,15.1520338983,18.1706471495,9.4312977099,13.2916030534,13.2901591145,20.7714285714
02-24,18.1954545455,15.0909090909,20.0666666667,11.9051020408,13.2551020408,13.9336734694,10.697979798,11.415,11.4475247525,18.0792079208,12.7841584158,15.8298076923,16.3733333333,20.8247619048,13.4942857143,15.0401869159,11.1388888889,12.5366972477,9.7756756757,11.6743362832,12.8298245614,18.1644067797,15.2415254237,13.4822033898,17.8325,15.2892561983,12.2507936508,18.3389312977,12.4,10.6641221374,14.313740458,10.8213740458,13.6160305344,18.8916030534,9.5687022901,16.1221374046,13.3282442748,10.8633587786,13.8358778626,16.33,13.2374045802,12.6384615385,12.1236641221,10.8255725191,12.4410091743,15.274936966,18.1923497689,9.5687022901,13.4022900763,13.4882445521,20.8247619048
