date,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
01-23,3.8875,8.8375,6.3,2.7125,5.2,6.025,15.3,2.7375,10.6625,2.125,9,6.3375,3.3625,1.4375,6.0875,3.475,3.2875,6.375,17.8,3.43,4.34,8.14,7.2384615385,11.9,14.1928571429,3.7785714286,4.6857142857,2.9142857143,2.6428571429,6.85,11.7785714286,1.9571428571,6.8928571429,7.5428571429,1.9071428571,8.1642857143,13.6,3.0928571429,1.2857142857,2.4,2.0914285714,3.3895,7.4210989011,12.24,1.2857142857,5.4142857143,6.025,17.8,
01-24,3.8875,8.85,6.3,2.725,5.2,6.0375,15.3,2.725,10.8,2.175,9.4625,6.3625,3.3875,1.4,6.0875,3.4875,3.25,6.3875,17.74,3.47,4.34,8.23,7.2461538462,11.9285714286,14.1857142857,4.2571428571,4.6857142857,2.8928571429,2.65,6.9642857143,12.9928571429,1.9428571429,6.9,7.5428571429,2.0785714286,8.1571428571,13.7928571429,3.2642857143,1.2785714286,2.4428571429,2.1557142857,3.4205,7.4241758242,13.1528571429,1.2785714286,5.5142857143,6.0375,17.74,
01-25,3.8875,8.875,6.35,2.6875,5.2,6.05,15.325,2.7375,11.325,2.2,9.525,6.3625,3.45,1.4375,6.625,3.525,3.2125,6.3875,17.68,3.55,4.34,8.9,7.6230769231,11.9642857143,14.1785714286,4.2642857143,4.85,2.8857142857,2.6357142857,7.0285714286,13.0142857143,1.9285714286,6.8857142857,7.5285714286,2.1428571429,8.15,13.7928571429,3.2714285714,1.2785714286,2.4642857143,2.1885714286,3.48,7.5852747253,13.17,1.2785714286,5.6071428571,6.05,17.68,
01-26,3.8875,8.8875,6.35,2.6875,5.2125,6.0625,15.3875,3.2,12.65,2.3,10.125,6.3625,3.575,1.8875,6.7375,3.575,3.1375,6.3875,17.64,3.94,4.33,8.99,8.3461538462,12.0142857143,14.1857142857,4.2714285714,4.85,2.8785714286,2.6142857143,7.0285714286,13.0285714286,1.9857142857,6.8857142857,7.5142857143,3.3214285714,8.1,13.8214285714,3.7357142857,1.2785714286,2.4642857143,2.5514285714,3.6392857143,7.8657142857,13.1871428571,1.2785714286,5.6571428571,6.0625,17.64,
01-27,3.8875,8.8875,6.35,2.7,5.2125,6.05,15.4625,3.35,13.05,2.3375,10.65,6.3625,4.375,2.6875,6.8875,3.5875,3.0875,6.3875,18.06,3.95,4.33,9.03,8.5153846154,12.05,14.1642857143,4.2857142857,4.9571428571,2.8571428571,2.7285714286,7.0285714286,13.05,1.9785714286,6.8785714286,7.5571428571,3.4285714286,8.0714285714,13.8214285714,3.7357142857,1.3071428571,2.4857142857,2.6975,3.7964285714,7.8657142857,13.2042857143,1.3071428571,5.7357142857,6.05,18.06,
01-28,3.925,8.9125,6.35,2.7125,5.2125,6.075,15.5375,3.45,13.075,2.375,10.65,6.3625,4.5125,2.6875,7.1125,3.725,3.0375,6.4,18.35,4.06,4.32,10.61,8.5307692308,12.8571428571,14.1285714286,4.2714285714,5.2285714286,2.8428571429,2.8428571429,7.0357142857,13.1428571429,1.9785714286,6.8785714286,7.5642857143,3.5642857143,8.05,13.8714285714,3.7357142857,1.3214285714,2.4857142857,2.7075,3.8114285714,7.8557142857,13.2885714286,1.3214285714,5.8428571429,6.075,18.35,
01-29,4.1375,8.9125,6.325,2.7375,5.25,6.05,15.6375,3.4875,13.075,2.4,10.65,6.375,4.525,2.6875,7.1875,3.9,3,6.4,18.49,4.13,4.32,11.5,8.5461538462,12.85,14.0785714286,4.2714285714,5.3142857143,2.8285714286,2.8214285714,7.0357142857,13.15,1.9928571429,6.8714285714,7.5571428571,3.5714285714,8.0357142857,13.8857142857,3.7285714286,1.3642857143,2.4714285714,2.7275,3.992,7.8442857143,13.2971428571,1.3642857143,5.8714285714,6.05,18.49,
01-30,4.1375,8.95,6.3625,2.75,5.25,6.0125,15.8,3.525,13.0625,2.45,10.7,6.4,4.525,2.6875,7.2875,3.95,2.9875,6.4,18.95,4.17,4.31,11.55,8.5538461538,12.8428571429,14.0571428571,4.2714285714,5.4714285714,2.8214285714,2.8642857143,7.0357142857,13.15,1.9785714286,6.8642857143,7.5285714286,4.1142857143,8.0142857143,13.9714285714,3.7071428571,1.3642857143,2.4642857143,2.7375,4.1235714286,7.82,13.3142857143,1.3642857143,5.8642857143,6.0125,18.95,
01-31,4.1625,8.95,6.425,2.8375,5.25,6,16.9875,3.7125,13.075,2.55,10.7375,6.4125,4.5375,2.7375,7.425,4,3,6.425,19.03,4.2,4.3,11.56,8.5384615385,12.8857142857,14.0928571429,4.2571428571,5.5071428571,3.0357142857,3.3357142857,7.1857142857,13.15,1.9571428571,6.8642857143,7.5214285714,4.1285714286,8.0071428571,14.1214285714,3.6785714286,1.3642857143,2.45,2.8175,4.1421428571,7.8128571429,13.3385714286,1.3642857143,5.9357142857,6,19.03,
02-01,4.1625,8.9625,6.425,2.9,5.25,5.9875,17.6875,3.7125,13.1125,2.7625,10.725,6.4125,4.6375,2.8625,7.4375,4.025,3,6.475,19.03,4.25,4.44,11.66,8.5230769231,12.8785714286,14.2071428571,4.25,5.5071428571,3.4357142857,3.35,8.6214285714,13.15,1.9214285714,6.85,7.5,4.1357142857,8,14.1214285714,3.65,1.3428571429,2.4071428571,2.8925,4.1464285714,8.3138461538,13.3442857143,1.3428571429,6.0928571429,5.9875,19.03,
02-02,4.1625,9.025,6.425,3.7125,5.25,5.95,17.875,3.7875,13.0875,2.775,10.725,6.5125,4.6625,2.8625,7.4375,4.0375,3.0125,6.4875,19.04,4.3,4.46,11.73,8.5076923077,12.9,14.2285714286,4.2214285714,5.5142857143,3.4285714286,3.3357142857,8.8571428571,13.1428571429,1.9,6.8571428571,7.4571428571,4.1428571429,7.9714285714,14.1285714286,4.4142857143,1.3142857143,2.3928571429,2.9825,4.1860714286,8.2931868132,13.34,1.3142857143,6.1071428571,5.95,19.04,
02-03,4.15,9.2375,6.3875,3.8,5.25,5.9,17.9125,3.8125,13.125,2.7875,10.9375,6.7375,4.675,2.85,7.45,4.075,3.5125,6.5625,19.06,4.37,4.47,11.82,8.5076923077,12.8928571429,14.2285714286,4.2785714286,5.5071428571,3.45,3.3142857143,8.8857142857,13.1285714286,1.8571428571,8.1142857143,7.3857142857,4.0928571429,7.9642857143,14.1428571429,4.7428571429,1.3,2.3571428571,3.2214285714,4.2014285714,8.3503296703,13.3314285714,1.3,6.3071428571,5.9,19.06,
02-04,4.2625,9.2875,6.7125,3.8125,5.25,5.8625,17.9375,3.8125,13.125,2.7875,10.975,6.7875,4.6875,2.8125,7.45,4.075,3.525,7.1125,19.08,4.36,4.46,13.15,8.5,12.8785714286,14.25,4.2785714286,5.5071428571,3.4571428571,3.2857142857,8.9,13.15,1.8285714286,8.3642857143,7.45,4.0428571429,7.9571428571,14.1285714286,4.7785714286,1.2642857143,2.35,3.1910714286,4.2689285714,8.4457142857,13.3457142857,1.2642857143,6.3571428571,5.8625,19.08,
02-05,4.3,9.3125,8.2375,3.8125,5.2375,5.8625,17.95,4,13.0625,2.8375,11,7.2875,4.825,2.8,7.425,4.075,3.525,7.2375,19.06,4.35,4.45,13.19,8.5,12.9142857143,14.2571428571,4.2714285714,5.5071428571,3.4857142857,3.2785714286,8.9785714286,13.15,1.8071428571,9.3,7.4571428571,4.0285714286,7.9571428571,14.1285714286,5.0285714286,1.2142857143,2.3357142857,3.1903571429,4.2828571429,8.7871428571,13.3777142857,1.2142857143,6.4214285714,5.8625,19.06,
02-06,4.3125,9.3125,8.3125,3.8125,5.225,5.85,17.975,4,13.0375,2.825,11.0375,7.25,5.0625,2.7625,7.4125,4.0875,3.5375,7.3125,19.06,4.33,4.4,13.22,8.5384615385,13.2714285714,14.2571428571,4.2714285714,5.4785714286,3.4857142857,3.2428571429,8.9928571429,13.1428571429,1.7785714286,10.9214285714,7.4857142857,4.0142857143,7.95,14.3642857143,5.3928571429,1.2142857143,2.3285714286,3.1592857143,4.2878571429,8.8110989011,13.4685714286,1.2142857143,6.5285714286,5.85,19.06,
02-07,4.3125,9.325,8.35,3.875,5.225,5.8375,17.9875,4,12.9875,2.7625,11.075,7.5875,5.1,2.725,7.4,4.0875,3.55,7.3125,19.16,4.31,4.37,13.25,9.0692307692,14.0428571429,14.2571428571,4.2785714286,5.4571428571,3.6285714286,3.2071428571,8.9928571429,13.1785714286,1.7857142857,10.9857142857,7.4857142857,4,7.9357142857,14.4142857143,7,1.1928571429,2.3285714286,3.1182142857,4.2911428571,9.0386813187,14.0857142857,1.1928571429,6.6214285714,7,19.16,
02-08,4.3125,9.3375,8.3625,4.225,5.175,5.95,18.325,5.025,12.95,2.725,11.075,8.05,5.125,2.7125,7.45,4.1,3.5625,7.5,19.81,4.26,4.31,13.3,9.5,14.25,14.2357142857,4.3357142857,5.4428571429,3.6071428571,3.1357142857,8.9928571429,13.0214285714,1.7785714286,10.9928571429,7.5,4.0071428571,7.9142857143,14.4142857143,7.7571428571,1.1785714286,2.2785714286,3.0535714286,4.311,9.1996428571,14.2385714286,1.1785714286,6.7642857143,7.45,19.81,
02-09,4.3125,9.35,8.5625,4.275,5.0625,5.9875,19.675,6.0875,13.0125,2.6,11.075,8.8125,5.1125,2.7,7.45,4.075,3.575,7.4875,19.81,4.21,4.25,13.3,10.1769230769,14.2571428571,14.2357142857,4.3214285714,5.6571428571,3.6214285714,3.0428571429,8.9928571429,12.8785714286,1.7571428571,10.9928571429,7.5071428571,4,7.9071428571,14.4142857143,8.5142857143,1.1785714286,2.2785714286,2.9742857143,4.29,9.2071428571,14.24,1.1785714286,6.8642857143,7.45,19.81,
02-10,4.2875,9.35,8.75,4.2875,5.0125,6.025,20.2875,6.3375,13.025,2.5125,11.1,9.1375,5.65,2.6875,7.4875,4.05,3.575,7.4875,19.86,4.17,4.22,13.33,11.1307692308,14.4714285714,14.2357142857,4.2928571429,5.8214285714,3.6285714286,2.9857142857,8.9857142857,12.7071428571,1.7428571429,11.05,7.5642857143,4,7.8857142857,14.4142857143,8.5928571429,1.1785714286,2.2571428571,2.9260714286,4.2875,9.265,14.2714285714,1.1785714286,6.8714285714,7.4875,20.2875,
02-11,4.3125,9.35,8.8125,4.3125,4.975,6.9625,20.35,6.3875,13.0125,2.425,11.1,9.1625,5.8875,3.075,7.775,4.0625,3.575,7.5,19.87,4.1,4.21,13.34,11.2,14.4857142857,14.25,4.2714285714,5.9285714286,3.5642857143,2.95,8.9714285714,12.75,1.7642857143,11.6571428571,7.5857142857,3.9928571429,7.8571428571,14.4071428571,8.6928571429,1.1785714286,2.2357142857,3.05,4.2878571429,9.275,14.2814285714,1.1785714286,6.9285714286,7.5,20.35,
02-12,4.5125,9.35,8.8875,4.325,4.9,7.55,20.375,6.6375,12.9125,2.3625,11.1,9.1875,5.9125,3.1875,7.9125,4.05,3.575,7.5,21.03,4.09,4.34,13.34,11.4,14.5071428571,14.25,4.3285714286,5.9571428571,3.5357142857,2.9285714286,8.95,13.1071428571,1.75,11.6714285714,7.5785714286,3.9857142857,7.7642857143,14.4,8.6928571429,1.1785714286,2.4642857143,3.1357142857,4.3331428571,9.285,14.28,1.1785714286,6.9928571429,7.55,21.03,
02-13,4.5875,9.3375,8.9125,4.3375,4.8875,8.325,20.3875,6.7375,12.8875,2.225,11.1875,9.225,5.9375,4.1875,8.1875,3.9875,3.8125,7.5,21.02,4.06,4.3,13.33,11.6384615385,14.5,14.2357142857,4.5214285714,6.0071428571,3.5142857143,2.8857142857,8.8857142857,13.15,2.0142857143,11.7142857143,7.5571428571,4.0642857143,7.7142857143,14.4,8.6857142857,1.1785714286,2.4928571429,3.3885714286,4.4110714286,9.2925,14.2685714286,1.1785714286,7.0357142857,7.5571428571,21.02,
02-14,5.1375,9.3375,8.9125,4.4375,4.875,8.825,20.4125,6.775,13.175,2.2125,11.2375,9.3,5.9375,4.3875,8.625,3.975,4.1875,7.525,21,3.99,4.3,13.73,12.2307692308,14.5285714286,14.2142857143,5.1714285714,6.0071428571,3.3928571429,2.8142857143,8.8214285714,13.1142857143,2.1428571429,11.9571428571,7.5285714286,4.5357142857,7.6857142857,14.4214285714,8.6928571429,2.7,2.5071428571,3.2771428571,4.6714285714,9.3225,14.2557142857,2.1428571429,7.15,7.5285714286,21,
02-15,5.325,9.3375,8.9125,4.5375,4.8375,8.9,20.4375,6.775,14.8625,2.125,11.275,10.25,5.8875,4.4,8.8875,3.925,4.175,7.5375,20.92,3.97,4.29,13.77,12.2846153846,14.5428571429,14.2285714286,5.2071428571,6.0142857143,3.2928571429,2.7357142857,8.7571428571,13.0642857143,2.3642857143,13.1714285714,7.4928571429,4.5357142857,7.6357142857,15.0071428571,8.6928571429,3.2357142857,2.5142857143,3.2814285714,4.6575,9.885,14.6067857143,2.125,7.2,7.5375,20.92,
02-16,5.3875,9.3125,8.925,4.65,4.775,9.6875,20.5625,6.775,14.8375,2.0875,11.25,11.15,5.8125,4.3625,8.9,3.9,4.175,7.55,20.86,3.89,4.32,13.82,12.4538461538,14.5428571429,14.2357142857,5.6,6.0071428571,3.2571428571,2.6857142857,8.7,13.0214285714,2.4428571429,13.3285714286,7.4785714286,4.6071428571,7.6142857143,15.1714285714,8.6928571429,3.2642857143,2.5142857143,3.2628571429,4.7,10.565,14.6017857143,2.0875,7.2571428571,7.55,20.86,
02-17,5.4875,9.2875,8.9375,4.7625,5.0125,9.9125,20.8375,6.8,14.825,2.0875,11.2625,11.15,5.7875,5.1125,8.9125,3.8375,4.1875,7.55,20.83,3.93,4.3,13.83,13.5307692308,14.5285714286,14.4071428571,5.6285714286,6,3.1357142857,2.6642857143,8.6,12.9428571429,2.4214285714,13.55,7.4571428571,4.6857142857,7.6428571429,15.1857142857,8.6785714286,3.25,3.2714285714,3.2271428571,5.0525,10.655,14.5878571429,2.0875,7.2714285714,7.55,20.8375,
02-18,5.525,9.2375,8.95,5.7,5.05,9.975,20.875,8.1625,14.85,2.0625,11.225,11.2625,5.725,5.325,9,3.85,4.2375,7.55,20.86,3.93,4.26,13.82,13.7230769231,14.5214285714,14.4285714286,5.6285714286,5.9928571429,3.1,2.6357142857,8.5785714286,13.4285714286,2.3785714286,13.7714285714,7.4285714286,4.7285714286,7.6428571429,15.1857142857,8.6857142857,3.2285714286,3.6642857143,3.2028571429,5.405,10.725,14.5871428571,2.0625,7.3928571429,7.6428571429,20.875,
02-19,5.55,9.175,8.9625,6.625,4.95,10.0375,21.625,8.675,14.8,2.0625,11.1875,11.325,5.725,5.325,9.0625,4.2,4.25,7.6125,21.68,4.09,4.31,13.83,13.7384615385,14.5214285714,14.5071428571,5.7214285714,5.9857142857,3.0142857143,2.6142857143,8.7428571429,14.3642857143,2.3214285714,13.9214285714,7.3642857143,4.7428571429,7.6214285714,15.1857142857,8.6785714286,3.2285714286,4.75,3.1857142857,5.415,10.7275,14.5771428571,2.0625,7.5285714286,7.6214285714,21.68,
02-20,5.6375,9.1375,8.9875,6.775,4.9875,10.125,23.4,8.9625,14.7,2.1375,11.1375,11.375,5.7375,5.375,9.075,4.35,4.275,7.675,22.72,4.19,4.65,13.88,13.7846153846,14.5214285714,16.2428571429,5.9642857143,6.0642857143,2.9214285714,2.5785714286,8.6714285714,14.4642857143,2.6642857143,13.9428571429,7.3071428571,4.7642857143,7.6,15.1857142857,8.7642857143,3.2142857143,5.5642857143,3.1557142857,5.48,10.7325,14.7971428571,2.1375,7.6071428571,7.675,23.4,
02-21,5.6625,9.0625,9,6.775,4.95,10.1625,24.5125,9.225,14.5375,3.3625,11.0875,11.4375,5.7375,5.6,9.1,4.325,4.275,7.725,23.19,4.2,4.69,14.14,13.7923076923,14.7785714286,16.3285714286,5.9785714286,6.35,2.8857142857,2.55,8.5285714286,14.4357142857,2.6642857143,14.2714285714,7.2642857143,4.7714285714,7.5071428571,15.2071428571,9.1357142857,3.1642857143,5.7214285714,3.3228571429,5.625,10.7175,14.8642857143,2.55,7.6214285714,7.725,24.5125,
02-22,5.6875,8.9,9.0125,6.7625,4.925,10.125,24.65,9.4,14.3875,4.525,11.05,11.45,5.75,6.55,9.15,4.2625,4.2875,8.2375,23.6,4.22,4.73,14.29,13.7923076923,15.2642857143,16.3214285714,5.9928571429,6.35,2.8357142857,2.5285714286,8.4142857143,14.2714285714,2.6714285714,14.8285714286,7.2857142857,4.7642857143,7.55,15.4928571429,9.2857142857,3.1071428571,5.7214285714,3.9974285714,5.7125,10.68,15.31,2.5285714286,7.6785714286,8.2375,24.65,
02-23,5.7625,8.8375,9,6.825,4.9125,10.2875,24.6625,9.4625,14.15,5.1375,11.0875,12.0125,5.7375,6.6,9.45,4.1625,4.25,9.05,24.15,4.26,4.77,15.23,13.8846153846,15.35,16.3571428571,5.9857142857,6.35,2.7714285714,3.0571428571,8.3214285714,14.4785714286,2.9714285714,14.8785714286,7.9,4.7428571429,8.1642857143,15.8857142857,9.25,3.0642857143,5.75,3.9428571429,5.7475,10.7675,15.4571428571,2.7714285714,7.8357142857,8.3214285714,24.6625,
02-24,6.9,8.825,8.9125,6.8375,4.9,10.3,25.35,9.5375,14.0125,5.1375,11.0625,12.825,5.725,7.875,9.65,4.0875,4.25,9.7,24.31,4.28,5.14,15.4,14.0153846154,15.4214285714,16.3642857143,5.9357142857,6.4357142857,2.7214285714,3.4571428571,8.2785714286,14.5071428571,3.0857142857,14.8857142857,7.9428571429,4.7,8.6,16.7142857143,9.2428571429,2.95,5.7285714286,3.9614285714,5.8092857143,10.7575,15.61,2.7214285714,7.8714285714,8.6,25.35,
02-25,7.45,8.8,8.725,6.8375,4.9,10.2625,26.1375,9.6,13.825,5.2,11.0375,13.525,5.7125,8.25,9.8,3.9375,4.4875,9.7875,24.33,4.28,5.2,15.95,13.9692307692,15.7357142857,16.4,5.9214285714,6.5,2.6714285714,3.4571428571,8.2142857143,14.5285714286,3.1,14.9142857143,7.9142857143,4.6642857143,8.6,17.0428571429,9.2071428571,2.7785714286,5.5714285714,3.8414285714,5.7960714286,10.7275,16.04,2.6714285714,7.9214285714,8.6,26.1375,
02-26,7.75,8.6875,8.4375,6.8375,4.85,10.2375,26.25,9.5625,13.85,6.0125,11.0625,13.6125,5.7,8.25,9.875,3.9,5.5625,9.825,24.4,4.27,5.26,15.92,13.9076923077,15.7571428571,16.4857142857,5.8642857143,6.5071428571,2.6357142857,3.4428571429,8.1142857143,14.5571428571,3.0642857143,14.9357142857,7.8857142857,4.6571428571,8.6,17.3785714286,9.1642857143,2.65,5.2571428571,3.8085714286,5.9235714286,10.7325,16.0331428571,2.6357142857,7.9071428571,8.4375,26.25,
02-27,7.8,8.5375,8.2875,6.8125,4.8125,10.2375,26.4625,9.5125,13.8,6.4625,11.0875,13.6625,5.7,8.3,10.1375,3.8625,5.6875,11.4,24.46,4.2,5.26,15.99,13.8538461538,15.8071428571,18.0714285714,5.8428571429,6.5071428571,2.5857142857,3.4142857143,7.9142857143,14.5571428571,3.0285714286,14.95,7.8214285714,4.6285714286,8.6,17.6857142857,9.1214285714,2.5857142857,4.9214285714,3.7728571429,6.0907142857,11.275,16.3291428571,2.5857142857,7.9142857143,8.3,26.4625,
02-28,7.825,8.5625,8.2,6.75,4.8625,10.1625,26.8375,9.6375,13.7375,6.55,11.85,13.6625,5.575,8.425,10.5375,3.8625,6.2375,12.2625,24.47,4.09,5.82,16.02,13.8384615385,16.0928571429,18.0857142857,5.95,6.5071428571,2.9142857143,3.4214285714,7.65,14.9142857143,3.0214285714,15.0142857143,7.7785714286,4.5642857143,8.6,18.2071428571,9.0714285714,2.5,4.6357142857,3.7742857143,6.3453571429,12.0975,16.4914285714,2.5,7.9714285714,8.425,26.8375,
02-29,,8.3875,,,,10.0625,,,,6.6,,,,8.7375,,,,12.6875,,,,15.95,,,,6.1714285714,,,,7.4,,,,7.7285714286,,,,9.0428571429,,,3.7742857143,6.3453571429,12.0975,16.4914285714,2.5,8.0714285714,8.425,26.8375,
03-01,7.8375,8.275,8.1875,6.675,6.125,10,26.8625,9.65,13.975,6.625,11.9625,13.675,5.4875,9,11.1625,3.8125,6.2875,12.725,24.56,4.5,6.05,15.85,13.8076923077,16.1,18.0928571429,6.2071428571,6.5071428571,3.7357142857,4.3571428571,7.1214285714,14.9571428571,3.0428571429,14.9642857143,7.7357142857,4.5214285714,8.6,18.7428571429,9.0214285714,2.3857142857,4.3571428571,4.2482142857,6.3753571429,12.42,16.4985714286,2.3857142857,8.1142857143,8.275,26.8625,
03-02,7.85,8.425,8.075,6.65,7.4125,9.8375,26.9125,9.5625,14.2125,6.6375,12,13.7,5.45,9.1875,11.225,3.8625,6.575,12.8375,24.58,4.5,6.05,15.72,13.7615384615,16.1071428571,18.1285714286,6.3642857143,6.4785714286,3.8714285714,4.9357142857,6.8714285714,14.95,3.05,14.9714285714,7.8,4.5357142857,8.5642857143,19.95,8.9714285714,2.3214285714,4.05,4.3742857143,6.6,12.5025,16.5114285714,2.3214285714,8.0714285714,8.425,26.9125,
03-03,7.85,8.4125,8.925,6.55,7.5,10.8,26.9375,9.4125,14.35,6.6375,12.05,13.7,5.4,9.1875,11.5375,3.85,6.6,12.9625,24.8,4.44,6.04,15.73,13.7153846154,16.1357142857,18.1357142857,6.4,6.3928571429,3.8071428571,6.1428571429,6.6428571429,14.95,3.0428571429,15.45,7.8214285714,4.5,8.4714285714,19.9857142857,9.4285714286,2.3428571429,3.8571428571,4.322,6.57,12.5975,16.5357142857,2.3428571429,8.2,8.4714285714,26.9375,
03-04,7.8125,8.375,9.4625,6.375,7.4375,11.6625,27.0125,9.2625,14.95,6.7125,12.1,13.7125,5.35,9.1375,11.5625,3.85,6.6375,12.9875,24.8,4.45,6.04,15.76,13.5692307692,16.1285714286,18.1357142857,6.3928571429,6.3642857143,3.7214285714,6.2571428571,6.4428571429,14.9571428571,3.2428571429,15.7571428571,7.7642857143,4.5642857143,8.35,19.9928571429,9.4142857143,2.5928571429,3.7714285714,4.33,6.4128571429,12.6325,16.53,2.5928571429,8.2285714286,8.375,27.0125,
03-05,7.7875,8.3,9.5375,6.325,7.375,11.6875,26.9875,9.075,15.0125,6.7,12.05,13.7,5.3,9.05,11.6125,3.85,6.875,13.0375,24.79,4.47,6.02,15.75,13.5230769231,16.5285714286,18.1285714286,6.3357142857,6.2357142857,3.7142857143,6.2571428571,6.2642857143,14.95,3.45,15.7285714286,7.7285714286,4.5714285714,8.3785714286,20.0071428571,9.3642857143,2.55,3.7214285714,4.346,6.3292857143,12.6425,16.8485714286,2.55,8.1642857143,8.3785714286,26.9875,
03-06,7.775,8.2375,9.6125,6.825,7.325,11.6625,26.9875,8.9875,16.0875,7.225,12.1375,13.7875,5.3125,10.35,11.55,3.825,6.9,13.05,24.73,4.46,5.99,15.7,13.5230769231,16.55,18.1357142857,6.2928571429,6.15,3.6571428571,6.2642857143,6.0785714286,15.0857142857,3.4428571429,15.8571428571,7.55,4.4428571429,8.8071428571,20.0357142857,9.3214285714,3.1071428571,3.7428571429,4.3192857143,6.5057142857,12.685,16.8671428571,3.1071428571,8.1142857143,8.8071428571,26.9875,
03-07,7.6375,8.225,9.3875,6.875,7.4,11.85,26.9625,8.8125,16.0875,7.275,12.1625,15.1375,5.3,10.9125,11.7625,3.8375,6.9125,13.05,24.61,4.53,5.91,15.66,13.5692307692,16.8071428571,18.1928571429,6.3214285714,5.9785714286,3.6,6.2428571429,6.75,15.0785714286,3.3714285714,17.2142857143,7.3857142857,4.3071428571,8.8714285714,20.0428571429,9.2428571429,4.05,3.75,4.2557142857,6.8,12.695,17.41,3.3714285714,8.2142857143,8.8125,26.9625,
03-08,7.675,8.2125,9.1,6.7875,7.375,12.2875,26.8875,8.6875,16.1,7.275,12.05,15.25,5.375,10.95,11.8,4.05,6.875,13.025,24.45,4.66,5.82,15.64,13.6923076923,17.1357142857,18.8785714286,6.3,5.8642857143,3.6571428571,6.1571428571,6.7642857143,15.1214285714,3.3642857143,17.3571428571,7.1285714286,4.1714285714,8.9142857143,20.0285714286,9.2571428571,4.2285714286,3.6928571429,4.2171428571,6.7735714286,12.73,17.6614285714,3.3642857143,8.1428571429,8.6875,26.8875,
03-09,7.625,8.1625,8.3875,6.6875,7.375,12.7,26.8375,8.55,16.1,7.225,11.975,15.2875,5.3625,11.8875,11.8,4.275,6.7875,12.8375,24.34,4.79,5.73,15.63,13.7230769231,17.2785714286,18.9571428571,6.2714285714,6.7,3.6214285714,6.0428571429,6.6857142857,15.0357142857,3.2642857143,17.7142857143,7.1785714286,4.0071428571,8.9285714286,19.9642857143,9.2285714286,4.2142857143,3.6142857143,4.2628571429,6.6925,12.7825,17.9628571429,3.2642857143,8.2928571429,8.3875,26.8375,
03-10,7.5875,8.375,7.95,6.575,7.3375,12.725,26.6875,8.4875,15.975,7.05,11.875,15.2625,5.35,12.05,12.3375,4.375,6.65,12.6625,24.18,5.32,5.63,15.62,13.9076923077,18.1428571429,18.9071428571,6.2214285714,7.0642857143,3.6,5.8928571429,6.5785714286,14.7857142857,3.1785714286,17.6285714286,7.0071428571,3.9571428571,8.9571428571,19.9642857143,9.1928571429,4.1642857143,3.5071428571,4.3328571429,6.6071428571,12.7,18.2957142857,3.1785714286,8.3857142857,8.375,26.6875,
03-11,7.425,8.7375,7.55,6.55,7.325,12.7125,26.55,8.2625,16.4375,6.85,11.6875,15.2875,5.325,12.0125,12.6375,4.3625,6.45,12.3375,23.99,5.81,5.53,15.51,13.9307692308,18.2785714286,18.7428571429,6.1142857143,7.0357142857,3.55,5.65,6.4357142857,14.4571428571,3.25,17.6928571429,7,4.1142857143,9,20.2428571429,9.0857142857,4.0071428571,3.3928571429,4.3128571429,6.49,12.6825,18.3714285714,3.25,8.2714285714,8.2625,26.55,
03-12,7.375,8.7875,7.125,7.5625,7.7,12.6625,26.4875,8.3875,18.9125,6.6875,11.5,15.2625,5.4125,12.05,12.8,4.3125,6.075,12.125,23.89,6.43,5.38,15.27,13.9,18.3428571429,18.4571428571,5.9571428571,6.95,3.5285714286,5.5,6.4214285714,14.1357142857,3.2642857143,17.7428571429,6.8928571429,4.5071428571,8.9857142857,20.7,8.9785714286,3.9357142857,3.3142857143,4.4682142857,6.533,12.745,18.5482142857,3.2642857143,8.1571428571,8.3875,26.4875,
03-13,7.3125,8.8125,6.65,8.05,7.7875,12.5375,26.3625,8.35,18.875,6.825,11.325,15.2625,5.45,11.925,12.75,4.275,5.875,11.8,23.75,6.69,5.12,15.11,13.8461538462,18.3928571429,18.1428571429,5.7571428571,6.8357142857,3.5071428571,5.3,6.4714285714,13.7642857143,3.1142857143,17.9785714286,7.0928571429,4.9357142857,8.9714285714,20.6571428571,8.9785714286,4.0214285714,3.1642857143,4.8035714286,6.666,12.665,18.4892857143,3.1142857143,8.1071428571,8.35,26.3625,
03-14,7.2625,8.8875,6.275,8.1,7.9,12.3,26.2875,8.3,18.9125,7.075,11.225,15.4625,5.4875,11.775,12.675,4.35,5.6375,11.475,23.66,6.7,4.75,14.82,13.7615384615,18.7785714286,17.8357142857,5.4142857143,6.5714285714,3.4857142857,5.0714285714,6.3785714286,13.2785714286,2.9071428571,18.2714285714,8.1,5.15,8.8571428571,20.7428571429,9.0571428571,5.3142857143,3.05,5.0071428571,6.4557142857,12.525,18.8053571429,2.9071428571,8.1857142857,8.3,26.2875,
